Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Selecttech Dumbbells,CAM127 1800BOWFLEX_BFC,,2/26/2015,2/23/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,2/26/2015,2/26/2015,2/23/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,2/26/2015,2/23/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,2/27/2015,2/23/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/1/2015,2/23/2015,5,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40739 ICAWHOME,,2/26/2015,2/23/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,2/27/2015,2/27/2015,2/23/2015,1,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,2/27/2015,2/23/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,2/28/2015,2/23/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/1/2015,2/23/2015,4,Online,Web
Bowflex Selecttech Dumbbells,CAM30828 icaosgcdsl2,,2/28/2015,2/23/2015,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,2/26/2015,2/23/2015,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,2/27/2015,2/23/2015,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM36695 icaosgctgl1cat,,3/1/2015,2/23/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40990 icaosbcdgl1cas,,2/26/2015,2/23/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40990 icaosbcdgl1cas,,2/28/2015,2/23/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM41258 icaosgcwsl30,,2/26/2015,2/23/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM41258 icaosgcwsl30,,3/1/2015,2/23/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44210 SAWICAOSGCD,,2/26/2015,2/23/2015,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,2/28/2015,2/23/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM35680 INTELEMEDIACA,,2/28/2015,2/23/2015,3,Short Form,Call Center Internal
Bowflex Selecttech Dumbbells,CAM40819 1800SELECTTECH,,2/27/2015,2/23/2015,1,Un-Sourced,Warranty
Bowflex Selecttech Dumbbells,CAM127 1800BOWFLEX_BFC,,3/3/2015,3/2/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM129 1800BOWFLEX_BST,,3/3/2015,3/2/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM129 1800BOWFLEX_BST,,3/5/2015,3/2/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/2/2015,3/2/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/3/2015,3/2/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/4/2015,3/2/2015,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/5/2015,3/2/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/7/2015,3/2/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/8/2015,3/2/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40739 ICAWHOME,,3/3/2015,3/2/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40739 ICAWHOME,,3/4/2015,3/2/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,3/4/2015,3/4/2015,3/2/2015,1,Online,Call Center Internal
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/2/2015,3/2/2015,3,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/3/2015,3/2/2015,1,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/4/2015,3/2/2015,4,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,3/20/2015,3/5/2015,3/2/2015,1,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/6/2015,3/2/2015,3,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/7/2015,3/2/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/8/2015,3/2/2015,3,Online,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/2/2015,3/2/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/3/2015,3/2/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,3/5/2015,3/5/2015,3/2/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/5/2015,3/2/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/6/2015,3/2/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/8/2015,3/2/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40990 icaosbcdgl1cas,,3/4/2015,3/2/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM41258 icaosgcwsl30,,3/6/2015,3/2/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44210 SAWICAOSGCD,3/6/2015,3/6/2015,3/2/2015,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44210 SAWICAOSGCD,,3/6/2015,3/2/2015,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,3/2/2015,3/2/2015,3/2/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,3/3/2015,3/2/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,3/4/2015,3/2/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45690 SAWICAOSGCE,,3/8/2015,3/2/2015,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM128 1800BOWFLEX_CAB,,3/9/2015,3/9/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM129 1800BOWFLEX_BST,3/13/2015,3/13/2015,3/9/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/9/2015,3/9/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/10/2015,3/9/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/11/2015,3/9/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/13/2015,3/9/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/14/2015,3/9/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,3/15/2015,3/15/2015,3/9/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40739 ICAWHOME,,3/12/2015,3/9/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,3/10/2015,3/10/2015,3/9/2015,1,Online,Call Center Internal
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/9/2015,3/9/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/10/2015,3/9/2015,3,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/11/2015,3/9/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/12/2015,3/9/2015,6,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/13/2015,3/9/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/14/2015,3/9/2015,5,Online,Web
Bowflex Selecttech Dumbbells,CAM30891 SAWICAOSGCW,,3/12/2015,3/9/2015,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/9/2015,3/9/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,3/10/2015,3/10/2015,3/9/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/10/2015,3/9/2015,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/11/2015,3/9/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/12/2015,3/9/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/14/2015,3/9/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40990 icaosbcdgl1cas,,3/9/2015,3/9/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40990 icaosbcdgl1cas,,3/11/2015,3/9/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,3/11/2015,3/9/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,3/12/2015,3/9/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,3/13/2015,3/9/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,3/14/2015,3/14/2015,3/9/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/16/2015,3/16/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,3/17/2015,3/17/2015,3/16/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/17/2015,3/16/2015,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/18/2015,3/16/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,3/19/2015,3/19/2015,3/16/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/21/2015,3/16/2015,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/22/2015,3/16/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40739 ICAWHOME,,3/21/2015,3/16/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40760 ICATHOME,,3/22/2015,3/16/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM44236 SAWMAX,,3/22/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,3/19/2015,3/19/2015,3/16/2015,1,Online,Call Center Internal
