Treadclimber,Electronic - Short Form,- None -,Call Center Internal,11/3/2014,11/9/2014,1,1599.00
Treadclimber,Electronic - Short Form,CAM36103 SAWSF11D,Call Center Internal,11/3/2014,11/9/2014,1,1599.00
Treadclimber,Electronic - Short Form,CAM36605 SAWSF12A,Call Center Internal,11/3/2014,11/9/2014,1,1999.00
Treadclimber,Electronic - Short Form,CAM40805 1800BOWFLEXCS,Call Center Internal,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Electronic - Short Form,CAM36075 dsetsf11a,Web,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Electronic - Short Form,CAM36435 dsetsf11h,Web,11/3/2014,11/9/2014,1,1198.99
Treadclimber,Electronic - Short Form,CAM36608 dsetsf12a,Web,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Electronic - UnSourced,- None -,Call Center Internal,11/3/2014,11/9/2014,1,1499.00
Treadclimber,Electronic - UnSourced,CAM35498 webdupeaccount,Call Center Internal,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Electronic - UnSourced,CAM40805 1800BOWFLEXCS,Call Center Internal,11/3/2014,11/9/2014,1,1599.00
Treadclimber,Electronic - UnSourced,CAM44699 PCTCIK0022,Call Center Internal,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Electronic - UnSourced,CAM46181 HALMN120WLKMFTIC,Call Center Internal,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Electronic - UnSourced,CAM46203 LMN*L60*WLKMFTIC,Call Center Internal,11/3/2014,11/9/2014,1,1999.00
Treadclimber,Electronic - UnSourced,CAM6025 SAWWEBTC,Call Center Internal,11/3/2014,11/9/2014,4,7056.00
Treadclimber,Electronic - UnSourced,CAM16414 DEGBFTRC,Web,11/3/2014,11/9/2014,8,19092.00
Treadclimber,Electronic - UnSourced,CAM23879 degt1sitetc,Web,11/3/2014,11/9/2014,4,7255.99
Treadclimber,Online,CAM12351 SAWFROOGTC,Call Center Internal,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Online Display,CAM37647 dodqctdl3,Web,11/3/2014,11/9/2014,1,1198.99
Treadclimber,Online Display,CAM39391 dodrftdl4,Web,11/3/2014,11/9/2014,1,2999.00
Treadclimber,Online Search,CAM32595 SAWDOSBIT,Call Center Internal,11/3/2014,11/9/2014,1,2999.00
Treadclimber,Online Search,CAM43666 dosg2tmobile4,Call Center Internal,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Online Search,CAM37440 dosg2tsl21,Web,11/3/2014,11/9/2014,6,16034.00
Treadclimber,Online Search,CAM37655 dosbitsl10,Web,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Online Search,CAM38842 dosg2tsl27,Web,11/3/2014,11/9/2014,2,5018.00
Treadclimber,Online Search,CAM43666 dosg2tmobile4,Web,11/3/2014,11/9/2014,1,2179.09
Treadclimber,Online Video,CAM39152 dovhulutvl1,Web,11/3/2014,11/9/2014,1,1198.99
Treadclimber,Print,CAM34918 P0311WOMDYAPRIL,Call Center Internal,11/3/2014,11/9/2014,1,599.00
Treadclimber,Short Form,CAM45950 WGN*N120WALKATIC,Call Center Internal,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Short Form,CAM46183 INSPN120WLKMFTIC,Call Center Internal,11/3/2014,11/9/2014,2,4038.00
Treadclimber,Un-Sourced,- None -,Call Center Internal,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Un-Sourced,CAM44699 PCTCIK0022,Call Center Internal,11/3/2014,11/9/2014,1,1198.99
Treadclimber,Un-Sourced,CAM6025 SAWWEBTC,Call Center Internal,11/3/2014,11/9/2014,1,2999.00
Treadclimber,Un-Sourced,CAM6110 SAWGOOGTC,Call Center Internal,11/3/2014,11/9/2014,1,2019.00
Treadclimber,Electronic - Print,CAM38406 SAWDPETPRINT12F,Call Center Internal,11/10/2014,11/10/2014,3,6617.00
Treadclimber,Electronic - Short Form,CAM36104 SAWSF11E,Call Center Internal,11/10/2014,11/10/2014,1,2999.00
Treadclimber,Electronic - Short Form,CAM36078 dsetsf11d,Web,11/10/2014,11/10/2014,1,2019.00
Treadclimber,Electronic - Short Form,CAM36298 dsetsf11g,Web,11/10/2014,11/10/2014,1,2999.00
Treadclimber,Electronic - Short Form,CAM36608 dsetsf12a,Web,11/10/2014,11/10/2014,2,5018.00
Treadclimber,Electronic - UnSourced,- None -,Call Center Internal,11/10/2014,11/10/2014,2,1248.00
Treadclimber,Electronic - UnSourced,CAM132 1800BOWFLEX_CAT,Call Center Internal,11/10/2014,11/10/2014,2,2697.99
Treadclimber,Electronic - UnSourced,CAM133 1800BOWFLEX_TRC,Call Center Internal,11/10/2014,11/10/2014,2,5018.00
Treadclimber,Electronic - UnSourced,CAM23879 degt1sitetc,Call Center Internal,11/10/2014,11/10/2014,1,2999.00
Treadclimber,Electronic - UnSourced,CAM36812 SAWBGEM0283,Call Center Internal,11/10/2014,11/10/2014,1,999.00
Treadclimber,Electronic - UnSourced,CAM38406 SAWDPETPRINT12F,Call Center Internal,11/10/2014,11/10/2014,1,2999.00
Treadclimber,Electronic - UnSourced,CAM40808 INTELEMEDIACS,Call Center Internal,11/10/2014,11/10/2014,1,2999.00
