Bowflex Selecttech Dumbbells,Online Search,CAM31587 icaosgcdgl1cas,Web,1/18/2016,1/24/2016,1,349.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,1/18/2016,1/24/2016,4,1785.00
Bowflex Selecttech Dumbbells,Online Search,CAM44423 icaosgcdsl10,Web,1/18/2016,1/24/2016,1,599.00
Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,1/18/2016,1/24/2016,1,707.00
Treadclimber,Electronic - UnSourced,CAM28491 icat1sitecat,Web,1/18/2016,1/24/2016,1,2519.10
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,1/18/2016,1/24/2016,1,2519.10
Treadclimber,Electronic - UnSourced,CAM40760 ICATHOME,Web,1/18/2016,1/24/2016,2,6313.19
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,1/25/2016,1/25/2016,8,14760.10
Bowflex Home Gyms,Online Search,CAM30891 SAWICAOSGCW,Call Center Internal,1/25/2016,1/25/2016,0,370.58
Bowflex Home Gyms,Online Search,CAM30851 icaosgcwsl6,Web,1/25/2016,1/25/2016,0,106.92
Bowflex Home Gyms,Online Search,CAM31268 icaosgcwgl1cab,Web,1/25/2016,1/25/2016,1,1797.99
Bowflex Home Gyms,Electronic - UnSourced,CAM40739 ICAWHOME,Web,1/25/2016,1/25/2016,0,173.97
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,1/25/2016,1/25/2016,2,3397.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,1/25/2016,1/25/2016,3,6095.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,1/25/2016,1/25/2016,4,7196.00
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Call Center Internal,1/25/2016,1/25/2016,1,1299.00
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,1/25/2016,1/25/2016,1,1999.00
Bowflex Max Trainer,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,1/25/2016,1/25/2016,1,1449.00
Bowflex Max Trainer,Electronic - Short Form,CAM45693 ICASESF14A,Call Center Internal,1/25/2016,1/25/2016,1,1999.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45697 ICAEEDIGIK,Call Center Internal,1/25/2016,1/25/2016,1,1999.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45699 SAWICAEEMAX,Call Center Internal,1/25/2016,1/25/2016,2,3298.00
Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,Call Center Internal,1/25/2016,1/25/2016,1,1999.00
Bowflex Max Trainer,Online Search,CAM47271 ICAOSGCESL10,Call Center Internal,1/25/2016,1/25/2016,1,1999.00
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,1/25/2016,1/25/2016,6,11994.00
Bowflex Max Trainer,Online Search,CAM45633 ICAOSGCEGL1CMT,Web,1/25/2016,1/25/2016,5,10045.00
Bowflex Max Trainer,Online Search,CAM45849 ICAOSBCESL9,Web,1/25/2016,1/25/2016,1,1999.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM28343 icad1sitecas,Web,1/25/2016,1/25/2016,4,2115.00
Bowflex Selecttech Dumbbells,Online Search,CAM31587 icaosgcdgl1cas,Web,1/25/2016,1/25/2016,4,1646.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,1/25/2016,1/25/2016,7,3022.99
Treadclimber,Online Search,CAM30896 SAWICAOSGCT,Call Center Internal,1/25/2016,1/25/2016,1,2519.10
Treadclimber,Short Form,CAM48521 HMM*N180HKINGTIC,Call Center Internal,1/25/2016,1/25/2016,1,707.00
Treadclimber,Online Shopping,CAM45437 ICAOFG2TFEED1,Web,1/25/2016,1/25/2016,1,2519.10
Bowflex Home Gyms,Electronic - UnSourced,CAM128 1800BOWFLEX_CAB,Call Center Internal,1/25/2016,1/26/2016,2,3548.00
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,1/25/2016,1/26/2016,4,6496.00
Bowflex Home Gyms,Online Search,CAM30891 SAWICAOSGCW,Call Center Internal,1/25/2016,1/26/2016,0,140.95
Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,1/25/2016,1/26/2016,1,349.00
Bowflex Home Gyms,Electronic - UnSourced,CAM40739 ICAWHOME,Web,1/25/2016,1/26/2016,0,148.97
Bowflex Max Trainer,Electronic - Short Form,CAM44215 SAWDSEESF14A,Call Center Internal,1/25/2016,1/26/2016,1,.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,1/25/2016,1/26/2016,1,1999.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,1/25/2016,1/26/2016,2,4097.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,1/25/2016,1/26/2016,6,10693.00
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Call Center Internal,1/25/2016,1/26/2016,1,1999.00
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,1/25/2016,1/26/2016,1,1999.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45699 SAWICAEEMAX,Call Center Internal,1/25/2016,1/26/2016,1,1299.00
Bowflex Max Trainer,Short Form,CAM48863 TSN*C120J14FSKST,Call Center Internal,1/25/2016,1/26/2016,1,1417.99
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,1/25/2016,1/26/2016,6,9312.99
Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,Web,1/25/2016,1/26/2016,3,5997.00
Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,1/25/2016,1/26/2016,1,1999.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45632 ICAEE1SITECMT,Web,1/25/2016,1/26/2016,2,4097.00
Bowflex Max Trainer,Online Search,CAM45633 ICAOSGCEGL1CMT,Web,1/25/2016,1/26/2016,1,1299.00
Bowflex Max Trainer,Online Display,CAM48951 ICAODRFEDL1,Web,1/25/2016,1/26/2016,1,1299.00
Bowflex Selecttech Dumbbells,Online Search,CAM30828 icaosgcdsl2,Call Center Internal,1/25/2016,1/26/2016,1,1998.00
Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Call Center Internal,1/25/2016,1/26/2016,2,1767.00
Bowflex Selecttech Dumbbells,Online Search,CAM44210 SAWICAOSGCD,Call Center Internal,1/25/2016,1/26/2016,1,485.94
