Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Home Gyms,Electronic - UnSourced,CAM128 1800BOWFLEX_CAB,Call Center Internal,11/30/2015,12/3/2015,2,2354.00
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,11/30/2015,12/3/2015,4,5468.00
Bowflex Home Gyms,Electronic - UnSourced,CAM40739 ICAWHOME,Web,11/30/2015,12/3/2015,1,2999.00
Bowflex Home Gyms,Online Search,CAM40991 icaosbcggl1cab,Web,11/30/2015,12/3/2015,0,118.99
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,11/30/2015,12/3/2015,2,2949.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,11/30/2015,12/3/2015,2,3500.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,11/30/2015,12/3/2015,4,5147.00
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,11/30/2015,12/3/2015,2,2298.00
Bowflex Max Trainer,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,11/30/2015,12/3/2015,1,1199.00
Bowflex Max Trainer,Online Search,CAM45692 SAWICAOFG2E,Call Center Internal,11/30/2015,12/3/2015,2,2198.00
Bowflex Max Trainer,Electronic - Short Form,CAM45693 ICASESF14A,Call Center Internal,11/30/2015,12/3/2015,1,1650.00
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Call Center Internal,11/30/2015,12/3/2015,1,1650.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45699 SAWICAEEMAX,Call Center Internal,11/30/2015,12/3/2015,2,2949.00
Bowflex Max Trainer,Online Social,CAM48224 SAWICAOXFBESCODE,Call Center Internal,11/30/2015,12/3/2015,1,1849.00
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,11/30/2015,12/3/2015,7,11148.00
Bowflex Max Trainer,Online Search,CAM45626 ICAOSGCEML2,Web,11/30/2015,12/3/2015,1,1199.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45632 ICAEE1SITECMT,Web,11/30/2015,12/3/2015,3,4698.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM28343 icad1sitecas,Call Center Internal,11/30/2015,12/3/2015,1,488.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM28343 icad1sitecas,Web,11/30/2015,12/3/2015,2,698.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,11/30/2015,12/3/2015,4,2362.00
Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,11/30/2015,12/3/2015,1,599.00
