Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,11/13/2017,11/13/2017,78992230,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,11/13/2017,11/13/2017,78995337,Online Shopping,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,11/13/2017,11/13/2017,11/13/2017,78997941,Electronic - UnSourced,Web
Treadclimber,CAM39467 icaosbctsl1,TouchPoint Integrated Communications,11/13/2017,11/13/2017,11/13/2017,78999342,Online Search,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,11/13/2017,11/13/2017,79006956,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,11/13/2017,11/13/2017,79008255,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,11/13/2017,11/13/2017,79008356,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,11/13/2017,11/13/2017,79008357,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,11/13/2017,11/13/2017,79010355,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,11/13/2017,11/13/2017,79010555,Online Search,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,11/13/2017,11/13/2017,79019655,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,11/13/2017,11/13/2017,79019955,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,11/13/2017,11/13/2017,79019956,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30851 icaosgcwsl6,TouchPoint Integrated Communications,,11/13/2017,11/13/2017,79025556,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,11/13/2017,11/13/2017,79035855,Online Search,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,11/14/2017,11/13/2017,79050255,Electronic - UnSourced,Web
Treadclimber,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79052755,Online Display,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,11/14/2017,11/14/2017,11/13/2017,79065555,Online Search,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,11/14/2017,11/14/2017,11/13/2017,79071555,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,11/14/2017,11/14/2017,11/13/2017,79071656,Electronic - UnSourced,Web
Bowflex HVT,CAM29862 icawbowflexca,Internal,11/14/2017,11/14/2017,11/13/2017,79078756,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,11/14/2017,11/13/2017,79080855,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50444 ANMLC120HUNNYKST,Kingstar Media,11/14/2017,11/14/2017,11/13/2017,79084655,Short Form,Third Party Call Center - Evolve
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79085255,Online Search,Web
Bowflex HVT,CAM51666 ICAOSG2HSL1,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79090263,Online Search,Web
Bowflex HVT,CAM48236 ICAOXFBGSCODE002,Social Code,11/14/2017,11/14/2017,11/13/2017,79106348,Online Social,Web
Bowflex Brand,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79108556,Online Search,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,11/14/2017,11/13/2017,79110163,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,11/14/2017,11/13/2017,79110464,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79114689,Online Shopping,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79117100,Online Search,Web
Bowflex Max Trainer,CAM51766 DOXFBECOLSCODE,Social Code,,11/14/2017,11/13/2017,79119307,Online Social,Call Center Internal
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,11/14/2017,11/14/2017,11/13/2017,79120414,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79124752,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79135961,Online Shopping,Call Center Internal
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79136865,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79139388,Online Shopping,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79141916,Online Search,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,11/14/2017,11/13/2017,79143034,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,11/14/2017,11/13/2017,79147268,Electronic - UnSourced,Web
Bowflex HVT,CAM51666 ICAOSG2HSL1,TouchPoint Integrated Communications,,11/14/2017,11/13/2017,79151818,Online Search,Web
