Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Max Trainer,CAM45693 ICASESF14A,,11/22/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM45693 ICASESF14A,11/18/2014,11/18/2014,11/17/2014,9,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,,11/18/2014,11/17/2014,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,11/19/2014,11/19/2014,11/17/2014,21,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,11/21/2014,11/19/2014,11/17/2014,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,,11/19/2014,11/17/2014,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,11/20/2014,11/20/2014,11/17/2014,26,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,,11/20/2014,11/17/2014,5,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,11/21/2014,11/21/2014,11/17/2014,16,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,,11/21/2014,11/17/2014,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,11/22/2014,11/22/2014,11/17/2014,37,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,11/23/2014,11/23/2014,11/17/2014,59,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,,11/23/2014,11/17/2014,12,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45695 ICASESF14C,,11/19/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM45695 ICASESF14C,11/18/2014,11/18/2014,11/17/2014,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45695 ICASESF14C,11/20/2014,11/20/2014,11/17/2014,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45695 ICASESF14C,11/23/2014,11/23/2014,11/17/2014,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM127 1800BOWFLEX_BFC,,11/20/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM132 1800BOWFLEX_CAT,,11/20/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM132 1800BOWFLEX_CAT,,11/23/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,,11/19/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,11/18/2014,11/18/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,11/20/2014,11/20/2014,11/17/2014,2,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,11/20/2014,11/17/2014,2,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,11/21/2014,11/17/2014,2,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,11/22/2014,11/22/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,11/23/2014,11/23/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,11/23/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,11/18/2014,11/18/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,,11/18/2014,11/17/2014,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,11/19/2014,11/19/2014,11/17/2014,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,,11/19/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,11/20/2014,11/20/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,11/22/2014,11/20/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,11/21/2014,11/21/2014,11/17/2014,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,,11/21/2014,11/17/2014,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,11/22/2014,11/22/2014,11/17/2014,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,,11/22/2014,11/17/2014,5,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,11/23/2014,11/23/2014,11/17/2014,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45632 ICAEE1SITECMT,,11/23/2014,11/17/2014,3,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45699 SAWICAEEMAX,,11/18/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM45699 SAWICAEEMAX,11/20/2014,11/20/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM45699 SAWICAEEMAX,,11/20/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM45699 SAWICAEEMAX,11/21/2014,11/21/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM45699 SAWICAEEMAX,,11/22/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM45699 SAWICAEEMAX,,11/23/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM30891 SAWICAOSGCW,,11/20/2014,11/17/2014,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30891 SAWICAOSGCW,,11/23/2014,11/17/2014,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30898 SAWICAOSYCT,,11/21/2014,11/17/2014,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,,11/23/2014,11/17/2014,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,11/18/2014,11/18/2014,11/17/2014,4,Online Search,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,,11/18/2014,11/17/2014,6,Online Search,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,11/19/2014,11/19/2014,11/17/2014,7,Online Search,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,11/21/2014,11/19/2014,11/17/2014,1,Online Search,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,,11/19/2014,11/17/2014,6,Online Search,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,11/20/2014,11/20/2014,11/17/2014,4,Online Search,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,,11/20/2014,11/17/2014,4,Online Search,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,11/21/2014,11/21/2014,11/17/2014,6,Online Search,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,11/22/2014,11/22/2014,11/17/2014,4,Online Search,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,,11/22/2014,11/17/2014,3,Online Search,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,11/23/2014,11/23/2014,11/17/2014,10,Online Search,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,,11/23/2014,11/17/2014,14,Online Search,Web
Bowflex Max Trainer,CAM45626 ICAOSGCEML2,11/18/2014,11/18/2014,11/17/2014,1,Online Search,Web
Bowflex Max Trainer,CAM45626 ICAOSGCEML2,,11/18/2014,11/17/2014,1,Online Search,Web
Bowflex Max Trainer,CAM45626 ICAOSGCEML2,11/19/2014,11/19/2014,11/17/2014,2,Online Search,Web
Bowflex Max Trainer,CAM45626 ICAOSGCEML2,,11/19/2014,11/17/2014,3,Online Search,Web
Bowflex Max Trainer,CAM45626 ICAOSGCEML2,11/20/2014,11/20/2014,11/17/2014,3,Online Search,Web
Bowflex Max Trainer,CAM45626 ICAOSGCEML2,,11/20/2014,11/17/2014,4,Online Search,Web
Bowflex Max Trainer,CAM45626 ICAOSGCEML2,11/21/2014,11/21/2014,11/17/2014,5,Online Search,Web
Bowflex Max Trainer,CAM45626 ICAOSGCEML2,11/22/2014,11/22/2014,11/17/2014,4,Online Search,Web
Bowflex Max Trainer,CAM45626 ICAOSGCEML2,,11/22/2014,11/17/2014,1,Online Search,Web
Bowflex Max Trainer,CAM45626 ICAOSGCEML2,11/23/2014,11/23/2014,11/17/2014,5,Online Search,Web
Bowflex Max Trainer,CAM45626 ICAOSGCEML2,,11/23/2014,11/17/2014,5,Online Search,Web
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,11/19/2014,11/19/2014,11/17/2014,2,Online Search,Web
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,,11/19/2014,11/17/2014,1,Online Search,Web
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,11/20/2014,11/20/2014,11/17/2014,2,Online Search,Web
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,,11/20/2014,11/17/2014,1,Online Search,Web
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,11/22/2014,11/22/2014,11/17/2014,1,Online Search,Web
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,,11/23/2014,11/17/2014,4,Online Search,Web
Bowflex Max Trainer,CAM45630 ICAOSBCEML2,11/23/2014,11/23/2014,11/17/2014,1,Online Search,Web
Bowflex Max Trainer,CAM45630 ICAOSBCEML2,,11/23/2014,11/17/2014,1,Online Search,Web
Bowflex Max Trainer,CAM45633 ICAOSGCEGL1CMT,,11/19/2014,11/17/2014,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45633 ICAOSGCEGL1CMT,11/18/2014,11/18/2014,11/17/2014,2,Online Search,Web
Bowflex Max Trainer,CAM45633 ICAOSGCEGL1CMT,,11/18/2014,11/17/2014,1,Online Search,Web
Bowflex Max Trainer,CAM45633 ICAOSGCEGL1CMT,11/19/2014,11/19/2014,11/17/2014,1,Online Search,Web
Bowflex Max Trainer,CAM45633 ICAOSGCEGL1CMT,11/20/2014,11/20/2014,11/17/2014,3,Online Search,Web
Bowflex Max Trainer,CAM45633 ICAOSGCEGL1CMT,,11/20/2014,11/17/2014,6,Online Search,Web
