Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,,11/13/2015,11/9/2015,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,,11/13/2015,11/9/2015,1,Online Search,Third Party Call Center - Evolve
Treadclimber,CAM44539 SAWDOSG2EMOBILE2,,11/13/2015,11/9/2015,1,Online Search,Third Party Call Center - Evolve
Bowflex Catalog,CAM44540 dofcatcfeed1,,11/13/2015,11/9/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,11/13/2015,11/13/2015,11/9/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,,11/13/2015,11/9/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,,11/13/2015,11/9/2015,10,Online Search,Web
Treadclimber,CAM44620 TBS*N60*GRT2HTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,11/15/2015,11/13/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,11/13/2015,11/9/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44626 1800BOWFLEX_BMT,,11/13/2015,11/9/2015,3,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,11/13/2015,11/13/2015,11/9/2015,7,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,11/15/2015,11/13/2015,11/9/2015,2,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,11/13/2015,11/9/2015,26,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,,11/13/2015,11/9/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,,11/13/2015,11/9/2015,5,Online Shopping,Web
Treadclimber,CAM44948 dofbiefeed1,,11/13/2015,11/9/2015,2,Online Shopping,Web
Bowflex Max Trainer,CAM44952 dosbieml1,11/13/2015,11/13/2015,11/9/2015,2,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,,11/13/2015,11/9/2015,4,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,11/13/2015,11/13/2015,11/9/2015,15,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,11/15/2015,11/13/2015,11/9/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,,11/13/2015,11/9/2015,22,Online Search,Web
Treadclimber,CAM45009 dosg2eml1,,11/13/2015,11/9/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,11/13/2015,11/9/2015,3,Online Shopping,Call Center Internal
Treadclimber,CAM45043 SAWDOFG2E,,11/13/2015,11/9/2015,1,Online Shopping,Call Center Internal
Bowflex Body,CAM45043 SAWDOFG2E,,11/13/2015,11/9/2015,1,Online Shopping,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,11/13/2015,11/9/2015,1,Online Shopping,Third Party Call Center - Evolve
Treadclimber,CAM45144 TFNCC120GRT2HKST,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,11/13/2015,11/13/2015,11/9/2015,2,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,11/13/2015,11/9/2015,4,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,11/13/2015,11/9/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45387 DSEESF14E,11/15/2015,11/13/2015,11/9/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45388 DSEESF14F,11/13/2015,11/13/2015,11/9/2015,8,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45388 DSEESF14F,11/15/2015,11/13/2015,11/9/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45388 DSEESF14F,,11/13/2015,11/9/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45400 DOVHULUEVL1,11/13/2015,11/13/2015,11/9/2015,1,Online Video,Web
Treadclimber,CAM45518 DODADCTDL2,11/13/2015,11/13/2015,11/9/2015,1,Online Display,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,11/13/2015,11/13/2015,11/9/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,,11/13/2015,11/9/2015,2,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,11/13/2015,11/9/2015,6,Online Search,Web
Bowflex Max Trainer,CAM45797 DSEESF14G,11/13/2015,11/13/2015,11/9/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,,11/13/2015,11/9/2015,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM45798 DSEESF14H,11/13/2015,11/13/2015,11/9/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,11/15/2015,11/13/2015,11/9/2015,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,,11/13/2015,11/9/2015,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,,11/13/2015,11/9/2015,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM45800 DSEESF14J,,11/13/2015,11/9/2015,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM45800 DSEESF14J,11/13/2015,11/13/2015,11/9/2015,29,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,11/15/2015,11/13/2015,11/9/2015,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,,11/13/2015,11/9/2015,2,Electronic - Short Form,Web
Treadclimber,CAM45852 DOSG2TSL32,11/13/2015,11/13/2015,11/9/2015,8,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,11/13/2015,11/13/2015,11/9/2015,1,Online Search,Web
Bowflex Body,CAM46305 DOSG2ZSL1,,11/13/2015,11/9/2015,2,Online Search,Web
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,11/13/2015,11/13/2015,11/9/2015,3,Short Form,Third Party Call Center - West
Bowflex Body,CAM46362 DEGZBDY,,11/13/2015,11/9/2015,2,Electronic - UnSourced,Web
Bowflex Body,CAM46370 DEGZ1SITEBD,,11/13/2015,11/9/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM46371 DOSG2ZGL1BD,,11/13/2015,11/9/2015,1,Online Search,Web
Bowflex Body,CAM46533 DOSG2ZSL7,,11/13/2015,11/9/2015,1,Online Search,Web
Treadclimber,CAM46721 LMN*N60*WLKNYTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46730 INSPN120WLKNYTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM46876 P0215GAMEINFMAXM,,11/13/2015,11/9/2015,1,Print,Call Center Internal
Bowflex Max Trainer,CAM47150 DOSG2ESL9,11/13/2015,11/13/2015,11/9/2015,2,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,11/15/2015,11/13/2015,11/9/2015,1,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,,11/13/2015,11/9/2015,6,Online Search,Web
Bowflex Max Trainer,CAM47151 DOSG2EML2,11/13/2015,11/13/2015,11/9/2015,3,Online Search,Web
Bowflex Max Trainer,CAM47151 DOSG2EML2,,11/13/2015,11/9/2015,5,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,11/13/2015,11/13/2015,11/9/2015,2,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,,11/13/2015,11/9/2015,2,Online Search,Web
Bowflex Max Trainer,CAM47153 DOSBIEML2,11/13/2015,11/13/2015,11/9/2015,2,Online Search,Web
Bowflex Max Trainer,CAM47153 DOSBIEML2,,11/13/2015,11/9/2015,1,Online Search,Web
Bowflex Max Trainer,CAM47191 DTVSN60*HAMF*TIC,11/13/2015,11/13/2015,11/9/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47191 DTVSN60*HAMF*TIC,,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,11/13/2015,11/13/2015,11/9/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,11/13/2015,11/13/2015,11/9/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47195 SPKEN120HAMBYTIC,11/13/2015,11/13/2015,11/9/2015,8,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47196 ESQ*N120HAMBYTIC,11/13/2015,11/13/2015,11/9/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47196 ESQ*N120HAMBYTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,11/13/2015,11/13/2015,11/9/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47198 ION*N120HAMBYTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47251 DODCTOEDL2,11/13/2015,11/13/2015,11/9/2015,11,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,,11/13/2015,11/9/2015,12,Online Display,Web
Treadclimber,CAM47254 DODCTOTDL1,11/13/2015,11/13/2015,11/9/2015,2,Online Display,Web
Treadclimber,CAM47254 DODCTOTDL1,,11/13/2015,11/9/2015,2,Online Display,Web
Bowflex Selecttech Dumbbells,CAM47267 DODCTODDL2,11/13/2015,11/13/2015,11/9/2015,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM47267 DODCTODDL2,,11/13/2015,11/9/2015,2,Online Display,Web
Treadclimber,CAM47300 DWOMN60*WALKATIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47339 UPTVN120ALOBYTIC,11/13/2015,11/13/2015,11/9/2015,2,Short Form,Call Center Internal
Treadclimber,CAM47356 P0415WMNWRLDCOLL,11/13/2015,11/13/2015,11/9/2015,1,Print,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,11/13/2015,11/13/2015,11/9/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47386 WNATN120HAMBYTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47441 DSETSF15B,11/13/2015,11/13/2015,11/9/2015,9,Electronic - Short Form,Web
Treadclimber,CAM47462 CHEKC120LADY*KST,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,11/13/2015,11/13/2015,11/9/2015,1,Online Video,Web
Bowflex Catalog,CAM47779 DCBHOMESUMOFFR15,11/13/2015,11/13/2015,11/9/2015,1,Catalog,Web
Bowflex Catalog,CAM47779 DCBHOMESUMOFFR15,,11/13/2015,11/9/2015,2,Catalog,Web
Bowflex Home Gyms,CAM47779 DCBHOMESUMOFFR15,,11/13/2015,11/9/2015,1,Catalog,Web
Treadclimber,CAM47841 CZNYN120ALOBYTIC,11/13/2015,11/13/2015,11/9/2015,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47843 GAMEN120ALOBYTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47937 P09151STWMNCOLBDY,11/13/2015,11/13/2015,11/9/2015,1,Print,Call Center Internal
Bowflex Catalog,CAM48037 DCBHOMEFALOFFR15,11/13/2015,11/13/2015,11/9/2015,1,Catalog,Web
Bowflex Max Trainer,CAM48037 DCBHOMEFALOFFR15,,11/13/2015,11/9/2015,1,Catalog,Web
Bowflex Max Trainer,CAM48065 ARTSN60*HAMF*TIC,,11/13/2015,11/9/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48177 P1115WEBMDDCOLBDY,11/13/2015,11/13/2015,11/9/2015,1,Print,Call Center Internal
Bowflex Max Trainer,CAM48252 DODMAGEDL1,,11/13/2015,11/9/2015,1,Online Display,Web
Treadclimber,CAM48262 ION*N120KMV**TIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48268 GAMEN120KMV**TIC,11/13/2015,11/13/2015,11/9/2015,3,Short Form,Call Center Internal
Treadclimber,CAM48269 CZNYN120KMV**TIC,11/13/2015,11/13/2015,11/9/2015,3,Short Form,Call Center Internal
Treadclimber,CAM48281 DCADN120KMV**TIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48295 SUNDN120JACKDTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48299 SPKEN120JACKDTIC,11/13/2015,11/13/2015,11/9/2015,12,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48300 ESQ*N120JACKDTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48301 IFC*N120JACKDTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48304 RELZN120JACKDTIC,11/13/2015,11/13/2015,11/9/2015,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48307 LAFFN120JACKDTIC,,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48308 RS**N120JACKDTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48309 PUREN180JACKDTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48310 VEL*N180JACKDTIC,11/13/2015,11/13/2015,11/9/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48314 VH1CN180JACKDTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48314 VH1CN180JACKDTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48320 NFLNN60*JACKDTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48324 HDLNN60*JACKDTIC,11/13/2015,11/13/2015,11/9/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48366 NFLNN60*HAMF*TIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48430 CENTN120HAMBYTIC,11/13/2015,11/13/2015,11/9/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48431 CENTN120JACKDTIC,11/13/2015,11/13/2015,11/9/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48431 CENTN120JACKDTIC,11/13/2015,11/13/2015,11/9/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48433 HDLNN60*HAMF*TIC,11/13/2015,11/13/2015,11/9/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48438 SCFIN60*JACKDTIC,11/13/2015,11/13/2015,11/9/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48441 HGTVN60*JACKDTIC,11/13/2015,11/13/2015,11/9/2015,2,Short Form,Call Center Internal
Bowflex Body,CAM48492 DCBHOMEHOL15,,11/13/2015,11/9/2015,6,Catalog,Web
Bowflex Catalog,CAM48492 DCBHOMEHOL15,11/13/2015,11/13/2015,11/9/2015,2,Catalog,Web
Bowflex Catalog,CAM48492 DCBHOMEHOL15,,11/13/2015,11/9/2015,24,Catalog,Web
Bowflex Max Trainer,CAM48492 DCBHOMEHOL15,,11/13/2015,11/9/2015,5,Catalog,Web
Bowflex Selecttech Dumbbells,CAM48492 DCBHOMEHOL15,,11/13/2015,11/9/2015,1,Catalog,Web
Treadclimber,CAM6025 SAWWEBTC,11/13/2015,11/13/2015,11/9/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,11/13/2015,11/9/2015,3,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM11920 SAWWEBST,,11/14/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Universal,CAM11920 SAWWEBST,,11/14/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Body,CAM127 1800BOWFLEX_BFC,,11/14/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,11/14/2015,11/14/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,,11/14/2015,11/9/2015,7,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM127 1800BOWFLEX_BFC,,11/14/2015,11/9/2015,3,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM127 1800BOWFLEX_BFC,,11/14/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,11/14/2015,11/14/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,,11/14/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM136 1800NAUTILUS_BFX,,11/14/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Revolution,CAM136 1800NAUTILUS_BFX,,11/14/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16414 DEGBFTRC,11/14/2015,11/14/2015,11/9/2015,14,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,11/15/2015,11/14/2015,11/9/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,11/16/2015,11/14/2015,11/9/2015,2,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,11/14/2015,11/9/2015,11,Electronic - UnSourced,Web
Treadclimber,CAM16426 DSETDIR,11/14/2015,11/14/2015,11/9/2015,58,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,11/15/2015,11/14/2015,11/9/2015,3,Electronic - Short Form,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,11/14/2015,11/9/2015,2,Electronic - UnSourced,Web
Bowflex Catalog,CAM23584 degcfootlinkbf,11/14/2015,11/14/2015,11/9/2015,3,Electronic - UnSourced,Web
Bowflex Catalog,CAM23586 degcfootlinkst,11/14/2015,11/14/2015,11/9/2015,1,Electronic - UnSourced,Web
Bowflex Catalog,CAM23587 degcfootlinktc,11/14/2015,11/14/2015,11/9/2015,5,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM23877 degd1sitest,11/14/2015,11/14/2015,11/9/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM23877 degd1sitest,,11/14/2015,11/9/2015,10,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,11/14/2015,11/14/2015,11/9/2015,3,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,11/15/2015,11/14/2015,11/9/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,11/14/2015,11/9/2015,6,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM25756 DEGSAWBFG,,11/14/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Revolution,CAM25756 DEGSAWBFG,,11/14/2015,11/9/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Body,CAM27557 Bowflex Catalog,,11/14/2015,11/9/2015,1,Catalog,Call Center Internal
Bowflex Catalog,CAM27557 Bowflex Catalog,,11/14/2015,11/9/2015,4,Catalog,Call Center Internal
Bowflex Max Trainer,CAM27557 Bowflex Catalog,,11/14/2015,11/9/2015,2,Catalog,Call Center Internal
Treadclimber,CAM27557 Bowflex Catalog,,11/14/2015,11/9/2015,2,Catalog,Call Center Internal
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,11/14/2015,11/9/2015,12,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM28157 SALESFOLLOWUP,,11/14/2015,11/9/2015,2,Un-Sourced,Call Center Internal
Bowflex Revolution,CAM28157 SALESFOLLOWUP,,11/14/2015,11/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,,11/14/2015,11/9/2015,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM28771 degg1siteg,11/14/2015,11/14/2015,11/9/2015,3,Electronic - UnSourced,Web
