Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,7/13/2015,7/14/2015,3,6599.00
Bowflex Home Gyms,Online Search,CAM40991 icaosbcggl1cab,Web,7/13/2015,7/14/2015,1,3199.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,7/13/2015,7/14/2015,3,5150.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,7/13/2015,7/14/2015,2,2849.00
Bowflex Max Trainer,Online Search,CAM45626 ICAOSGCEML2,Call Center Internal,7/13/2015,7/14/2015,1,1750.00
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,7/13/2015,7/14/2015,1,1650.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45699 SAWICAEEMAX,Call Center Internal,7/13/2015,7/14/2015,1,1199.00
Bowflex Max Trainer,Online Search,CAM45626 ICAOSGCEML2,Web,7/13/2015,7/14/2015,1,1750.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45632 ICAEE1SITECMT,Web,7/13/2015,7/14/2015,1,1750.00
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,7/13/2015,7/14/2015,2,2849.00
Bowflex Max Trainer,Online Search,CAM47271 ICAOSGCESL10,Web,7/13/2015,7/14/2015,1,1199.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM28343 icad1sitecas,Web,7/13/2015,7/14/2015,2,698.00
Bowflex Selecttech Dumbbells,Online Search,CAM31587 icaosgcdgl1cas,Web,7/13/2015,7/14/2015,1,599.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,7/13/2015,7/14/2015,2,948.00
Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,7/13/2015,7/14/2015,1,349.00
Treadclimber,Electronic - UnSourced,CAM132 1800BOWFLEX_CAT,Call Center Internal,7/13/2015,7/14/2015,1,1750.00
Treadclimber,Online Search,CAM30896 SAWICAOSGCT,Call Center Internal,7/13/2015,7/14/2015,1,.00
Treadclimber,Short Form,CAM35680 INTELEMEDIACA,Call Center Internal,7/13/2015,7/14/2015,2,3398.00
Treadclimber,Online Search,CAM37661 icaosgctsl5,Call Center Internal,7/13/2015,7/14/2015,1,2199.00
Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Call Center Internal,7/13/2015,7/14/2015,1,1750.00
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,7/13/2015,7/14/2015,1,3299.00
Treadclimber,Electronic - UnSourced,CAM40760 ICATHOME,Web,7/13/2015,7/14/2015,1,2199.00
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,7/13/2015,7/15/2015,1,1650.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,7/13/2015,7/15/2015,1,769.30
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,7/13/2015,7/15/2015,1,1990.00
Bowflex Max Trainer,Electronic - Short Form,CAM45693 ICASESF14A,Call Center Internal,7/13/2015,7/15/2015,1,1750.00
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Call Center Internal,7/13/2015,7/15/2015,1,1650.00
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,7/13/2015,7/15/2015,1,1199.00
Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,Web,7/13/2015,7/15/2015,1,1650.00
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,7/13/2015,7/15/2015,3,4499.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM28343 icad1sitecas,Web,7/13/2015,7/15/2015,2,698.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,7/13/2015,7/15/2015,5,2495.00
Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,7/13/2015,7/15/2015,1,349.00
Treadclimber,Electronic - UnSourced,CAM28491 icat1sitecat,Call Center Internal,7/13/2015,7/15/2015,1,3299.00
Treadclimber,Short Form,CAM47343 CMT*N120ALOBYTIC,Call Center Internal,7/13/2015,7/15/2015,1,1750.00
Treadclimber,Electronic - UnSourced,CAM40760 ICATHOME,Web,7/13/2015,7/15/2015,1,2199.00
Bowflex Catalog,Catalog,CAM27557 Bowflex Catalog,Call Center Internal,7/13/2015,7/16/2015,1,1650.00
