Market Channel,Ad ID,Order Week Monday,Date,Count of Orders,Total Revenue
Online Search,CAM32376 dosg2csl1,6/30/2014,7/1/2014,4,1714.19
Online Shopping,CAM33966 dofg2cfeed1,6/30/2014,7/1/2014,8,4983.76
Online Shopping,CAM33970 dofshccfeed1,6/30/2014,7/1/2014,1,1078.92
Online Search,CAM32376 dosg2csl1,6/30/2014,7/2/2014,1,12.44
Online Search,CAM32380 dosmsncsl1,6/30/2014,7/2/2014,1,39.50
Online Shopping,CAM33966 dofg2cfeed1,6/30/2014,7/2/2014,2,38.23
Online Shopping,CAM33968 dofpgcfeed1,6/30/2014,7/2/2014,1,137.75
Online Search,CAM32376 dosg2csl1,6/30/2014,7/3/2014,1,215.08
Online Search,CAM32380 dosmsncsl1,6/30/2014,7/3/2014,2,438.88
Online Shopping,CAM33956 SAWDOFPGC,6/30/2014,7/3/2014,1,1857.72
Online Shopping,CAM33966 dofg2cfeed1,6/30/2014,7/3/2014,6,3174.29
Online Shopping,CAM33968 dofpgcfeed1,6/30/2014,7/3/2014,2,3300.00
Online Search,CAM32376 dosg2csl1,6/30/2014,7/4/2014,2,630.40
Online Shopping,CAM33953 SAWDOFG2C,6/30/2014,7/4/2014,1,1455.84
Online Shopping,CAM33966 dofg2cfeed1,6/30/2014,7/4/2014,5,5752.35
Online Shopping,CAM33968 dofpgcfeed1,6/30/2014,7/4/2014,1,51.34
Online Search,CAM32308 SAWDOSMSNC,6/30/2014,7/5/2014,1,2206.11
Online Search,CAM32380 dosmsncsl1,6/30/2014,7/5/2014,2,2771.20
Online Shopping,CAM33953 SAWDOFG2C,6/30/2014,7/5/2014,1,3178.94
Online Shopping,CAM33966 dofg2cfeed1,6/30/2014,7/5/2014,4,1832.79
Online Shopping,CAM33968 dofpgcfeed1,6/30/2014,7/5/2014,1,116.92
Online Search,CAM32376 dosg2csl1,6/30/2014,7/6/2014,4,580.38
Online Search,CAM32380 dosmsncsl1,6/30/2014,7/6/2014,2,1787.34
Online Shopping,CAM33966 dofg2cfeed1,6/30/2014,7/6/2014,1,25.60
Online Search,CAM32307 SAWDOSG2C,7/7/2014,7/7/2014,3,2969.03
Online Search,CAM32380 dosmsncsl1,7/7/2014,7/7/2014,4,2197.25
Online Shopping,CAM33966 dofg2cfeed1,7/7/2014,7/7/2014,5,6735.77
Online Search,CAM32308 SAWDOSMSNC,7/7/2014,7/8/2014,3,2007.33
Online Search,CAM32376 dosg2csl1,7/7/2014,7/8/2014,3,425.24
Online Search,CAM32380 dosmsncsl1,7/7/2014,7/8/2014,2,4080.24
Online Shopping,CAM33966 dofg2cfeed1,7/7/2014,7/8/2014,7,1492.10
Online Shopping,CAM33968 dofpgcfeed1,7/7/2014,7/8/2014,1,33.16
Online Search,CAM32307 SAWDOSG2C,7/7/2014,7/9/2014,1,885.96
Online Search,CAM32380 dosmsncsl1,7/7/2014,7/9/2014,2,3691.85
Online Shopping,CAM33966 dofg2cfeed1,7/7/2014,7/9/2014,3,83.64
Online Shopping,CAM33967 dofnextcfeed1,7/7/2014,7/9/2014,1,120.83
Online Shopping,CAM33968 dofpgcfeed1,7/7/2014,7/9/2014,2,1360.09
Online Shopping,CAM33972 dofszcfeed1,7/7/2014,7/9/2014,1,207.93
Online Search,CAM32308 SAWDOSMSNC,7/7/2014,7/10/2014,1,597.72
Online Search,CAM32380 dosmsncsl1,7/7/2014,7/10/2014,2,39.17
Online Search,CAM44503 dosg2csl9,7/7/2014,7/10/2014,1,8.49
Online Shopping,CAM33953 SAWDOFG2C,7/7/2014,7/10/2014,1,908.34
Online Shopping,CAM33966 dofg2cfeed1,7/7/2014,7/10/2014,6,2798.23
Online Shopping,CAM33972 dofszcfeed1,7/7/2014,7/10/2014,1,64.59
Online Search,CAM32376 dosg2csl1,7/7/2014,7/11/2014,2,347.79
Online Search,CAM32380 dosmsncsl1,7/7/2014,7/11/2014,2,1928.28
Online Shopping,CAM33966 dofg2cfeed1,7/7/2014,7/11/2014,5,2696.85
Online Shopping,CAM33968 dofpgcfeed1,7/7/2014,7/11/2014,1,317.37
Online Shopping,CAM33970 dofshccfeed1,7/7/2014,7/11/2014,1,87.05
Online Shopping,CAM33972 dofszcfeed1,7/7/2014,7/11/2014,1,108.82
Online Search,CAM32376 dosg2csl1,7/7/2014,7/12/2014,1,211.74
Online Shopping,CAM33953 SAWDOFG2C,7/7/2014,7/12/2014,3,2352.79
Online Shopping,CAM33966 dofg2cfeed1,7/7/2014,7/12/2014,4,2586.40
Online Shopping,CAM33968 dofpgcfeed1,7/7/2014,7/12/2014,1,86.35
Online Search,CAM32308 SAWDOSMSNC,7/7/2014,7/13/2014,1,570.28
Online Search,CAM32376 dosg2csl1,7/7/2014,7/13/2014,3,378.81
Online Search,CAM32380 dosmsncsl1,7/7/2014,7/13/2014,1,19.06
Online Shopping,CAM33966 dofg2cfeed1,7/7/2014,7/13/2014,9,970.82
Online Search,CAM32308 SAWDOSMSNC,7/14/2014,7/14/2014,1,216.66
Online Search,CAM32376 dosg2csl1,7/14/2014,7/14/2014,4,1769.67
Online Search,CAM32380 dosmsncsl1,7/14/2014,7/14/2014,1,24.08
Online Shopping,CAM33966 dofg2cfeed1,7/14/2014,7/14/2014,7,99.56
Online Search,CAM32376 dosg2csl1,7/14/2014,7/15/2014,3,673.65
Online Search,CAM32380 dosmsncsl1,7/14/2014,7/15/2014,5,2437.41
Online Shopping,CAM33960 SAWDOFSZC,7/14/2014,7/15/2014,1,663.17
Online Shopping,CAM33966 dofg2cfeed1,7/14/2014,7/15/2014,7,1401.88
Online Search,CAM32376 dosg2csl1,7/14/2014,7/16/2014,3,967.38
Online Search,CAM32380 dosmsncsl1,7/14/2014,7/16/2014,2,169.66
Online Shopping,CAM33966 dofg2cfeed1,7/14/2014,7/16/2014,6,4631.99
Online Shopping,CAM33968 dofpgcfeed1,7/14/2014,7/16/2014,1,53.59
Online Shopping,CAM33966 dofg2cfeed1,7/14/2014,7/17/2014,7,2936.34
Online Search,CAM32376 dosg2csl1,7/14/2014,7/18/2014,2,786.31
Online Shopping,CAM33966 dofg2cfeed1,7/14/2014,7/18/2014,2,1085.00
Online Shopping,CAM33968 dofpgcfeed1,7/14/2014,7/18/2014,1,1282.92
Online Search,CAM32307 SAWDOSG2C,7/14/2014,7/19/2014,2,4108.17
Online Search,CAM32308 SAWDOSMSNC,7/14/2014,7/19/2014,1,44.31
Online Search,CAM32376 dosg2csl1,7/14/2014,7/19/2014,2,889.25
Online Search,CAM32380 dosmsncsl1,7/14/2014,7/19/2014,4,3926.08
Online Shopping,CAM33953 SAWDOFG2C,7/14/2014,7/19/2014,1,2185.57
Online Shopping,CAM33966 dofg2cfeed1,7/14/2014,7/19/2014,10,4551.74
Online Shopping,CAM33968 dofpgcfeed1,7/14/2014,7/19/2014,1,105.03
Online Search,CAM32308 SAWDOSMSNC,7/14/2014,7/20/2014,1,426.93
Online Search,CAM32376 dosg2csl1,7/14/2014,7/20/2014,2,245.86
Online Search,CAM32380 dosmsncsl1,7/14/2014,7/20/2014,2,4438.26
Online Shopping,CAM33953 SAWDOFG2C,7/14/2014,7/20/2014,1,683.74
Online Shopping,CAM33966 dofg2cfeed1,7/14/2014,7/20/2014,10,4290.11
Online Shopping,CAM33972 dofszcfeed1,7/14/2014,7/20/2014,1,53.10
Online Search,CAM32307 SAWDOSG2C,7/21/2014,7/21/2014,1,646.32
Online Search,CAM32376 dosg2csl1,7/21/2014,7/21/2014,3,3272.74
Online Search,CAM32380 dosmsncsl1,7/21/2014,7/21/2014,1,316.94
Online Shopping,CAM33966 dofg2cfeed1,7/21/2014,7/21/2014,2,1434.69
Online Shopping,CAM33968 dofpgcfeed1,7/21/2014,7/21/2014,1,35.71
Online Shopping,CAM33972 dofszcfeed1,7/21/2014,7/21/2014,1,1261.64
Online Search,CAM32307 SAWDOSG2C,7/21/2014,7/22/2014,1,2208.91
Online Search,CAM32376 dosg2csl1,7/21/2014,7/22/2014,2,545.55
Online Search,CAM32380 dosmsncsl1,7/21/2014,7/22/2014,3,5661.89
Online Shopping,CAM33953 SAWDOFG2C,7/21/2014,7/22/2014,1,139.05
Online Shopping,CAM33966 dofg2cfeed1,7/21/2014,7/22/2014,2,1310.32
Online Search,CAM32307 SAWDOSG2C,7/21/2014,7/23/2014,1,239.54
Online Search,CAM32376 dosg2csl1,7/21/2014,7/23/2014,5,298.64
Online Search,CAM32380 dosmsncsl1,7/21/2014,7/23/2014,7,6054.12
Online Shopping,CAM33966 dofg2cfeed1,7/21/2014,7/23/2014,4,1723.56
Online Search,CAM32307 SAWDOSG2C,7/21/2014,7/24/2014,1,634.94
Online Search,CAM32308 SAWDOSMSNC,7/21/2014,7/24/2014,1,636.44
Online Search,CAM32376 dosg2csl1,7/21/2014,7/24/2014,3,1221.34
Online Search,CAM32380 dosmsncsl1,7/21/2014,7/24/2014,2,136.75
Online Shopping,CAM33960 SAWDOFSZC,7/21/2014,7/24/2014,1,3641.27
Online Shopping,CAM33966 dofg2cfeed1,7/21/2014,7/24/2014,4,4098.98
Online Search,CAM1887 dosg2ggl1bf_BFC,7/21/2014,7/25/2014,1,1949.64
Online Search,CAM1902 dosg2tmobile_BFC,7/21/2014,7/25/2014,1,2888.30
Online Search,CAM32307 SAWDOSG2C,7/21/2014,7/25/2014,1,104.45
Online Search,CAM32376 dosg2csl1,7/21/2014,7/25/2014,1,1363.16
Online Search,CAM32380 dosmsncsl1,7/21/2014,7/25/2014,1,52.98
Online Shopping,CAM33966 dofg2cfeed1,7/21/2014,7/25/2014,3,4627.20
Online Search,CAM32308 SAWDOSMSNC,7/21/2014,7/26/2014,1,137.65
Online Search,CAM32376 dosg2csl1,7/21/2014,7/26/2014,1,358.28
Online Search,CAM32380 dosmsncsl1,7/21/2014,7/26/2014,3,432.49
Online Shopping,CAM33966 dofg2cfeed1,7/21/2014,7/26/2014,6,2208.81
Online Shopping,CAM33968 dofpgcfeed1,7/21/2014,7/26/2014,2,73.81
Online Search,CAM32308 SAWDOSMSNC,7/21/2014,7/27/2014,2,5077.69
Online Search,CAM32376 dosg2csl1,7/21/2014,7/27/2014,2,695.91
Online Search,CAM32380 dosmsncsl1,7/21/2014,7/27/2014,3,3016.33
Online Shopping,CAM33953 SAWDOFG2C,7/21/2014,7/27/2014,1,1633.91
Online Shopping,CAM33966 dofg2cfeed1,7/21/2014,7/27/2014,2,78.66
Online Shopping,CAM33968 dofpgcfeed1,7/21/2014,7/27/2014,3,1554.37
Online Search,CAM32376 dosg2csl1,7/28/2014,7/28/2014,3,2135.53
Online Search,CAM32380 dosmsncsl1,7/28/2014,7/28/2014,2,1207.90
Online Shopping,CAM33966 dofg2cfeed1,7/28/2014,7/28/2014,1,11.25
Online Shopping,CAM33967 dofnextcfeed1,7/28/2014,7/28/2014,1,42.68
Online Search,CAM32307 SAWDOSG2C,7/28/2014,7/29/2014,1,426.93
Online Search,CAM32376 dosg2csl1,7/28/2014,7/29/2014,3,844.71
Online Shopping,CAM33953 SAWDOFG2C,7/28/2014,7/29/2014,1,323.22
Online Shopping,CAM33966 dofg2cfeed1,7/28/2014,7/29/2014,3,69.77
Online Search,CAM32308 SAWDOSMSNC,7/28/2014,7/30/2014,1,754.92
Online Search,CAM32376 dosg2csl1,7/28/2014,7/30/2014,1,57.04
Online Search,CAM32380 dosmsncsl1,7/28/2014,7/30/2014,2,559.14
Online Shopping,CAM33953 SAWDOFG2C,7/28/2014,7/30/2014,1,1603.93
Online Shopping,CAM33966 dofg2cfeed1,7/28/2014,7/30/2014,2,1716.35
Online Shopping,CAM33968 dofpgcfeed1,7/28/2014,7/30/2014,1,146.42
Online Search,CAM32308 SAWDOSMSNC,7/28/2014,7/31/2014,1,3293.65
Online Search,CAM32376 dosg2csl1,7/28/2014,7/31/2014,4,3904.84
Online Search,CAM32380 dosmsncsl1,7/28/2014,7/31/2014,2,970.22
Online Shopping,CAM33953 SAWDOFG2C,7/28/2014,7/31/2014,1,543.91
Online Shopping,CAM33966 dofg2cfeed1,7/28/2014,7/31/2014,4,2395.08
Online Search,CAM32376 dosg2csl1,7/28/2014,8/1/2014,2,342.75
Online Search,CAM32380 dosmsncsl1,7/28/2014,8/1/2014,3,4124.84
Online Shopping,CAM33953 SAWDOFG2C,7/28/2014,8/1/2014,1,3572.92
Online Shopping,CAM33966 dofg2cfeed1,7/28/2014,8/1/2014,4,5415.72
Online Shopping,CAM33968 dofpgcfeed1,7/28/2014,8/1/2014,1,1710.93
Online Search,CAM32308 SAWDOSMSNC,7/28/2014,8/2/2014,1,430.92
Online Search,CAM32376 dosg2csl1,7/28/2014,8/2/2014,1,53.48
Online Search,CAM32380 dosmsncsl1,7/28/2014,8/2/2014,1,9.62
Online Shopping,CAM33953 SAWDOFG2C,7/28/2014,8/2/2014,1,433.41
Online Shopping,CAM33966 dofg2cfeed1,7/28/2014,8/2/2014,4,2543.90
Online Shopping,CAM33967 dofnextcfeed1,7/28/2014,8/2/2014,1,2101.48
Online Shopping,CAM33972 dofszcfeed1,7/28/2014,8/2/2014,1,51.94
Online Search,CAM32308 SAWDOSMSNC,7/28/2014,8/3/2014,2,2334.51
Online Search,CAM32376 dosg2csl1,7/28/2014,8/3/2014,1,1555.79
Online Search,CAM32380 dosmsncsl1,7/28/2014,8/3/2014,3,560.77
Online Shopping,CAM33960 SAWDOFSZC,7/28/2014,8/3/2014,1,51.60
Online Shopping,CAM33966 dofg2cfeed1,7/28/2014,8/3/2014,5,2421.21
Online Search,CAM32307 SAWDOSG2C,8/4/2014,8/4/2014,1,2407.82
Online Search,CAM32376 dosg2csl1,8/4/2014,8/4/2014,3,574.24
Online Search,CAM32380 dosmsncsl1,8/4/2014,8/4/2014,1,4057.20
Online Shopping,CAM33955 SAWDOFNEXTC,8/4/2014,8/4/2014,1,2160.26
Online Shopping,CAM33966 dofg2cfeed1,8/4/2014,8/4/2014,8,4100.27
Online Search,CAM32376 dosg2csl1,8/4/2014,8/5/2014,1,40.84
Online Shopping,CAM33966 dofg2cfeed1,8/4/2014,8/5/2014,8,2165.88
Online Search,CAM32308 SAWDOSMSNC,8/4/2014,8/6/2014,1,963.50
Online Search,CAM32376 dosg2csl1,8/4/2014,8/6/2014,1,6.47
Online Search,CAM32380 dosmsncsl1,8/4/2014,8/6/2014,1,115.74
Online Shopping,CAM33966 dofg2cfeed1,8/4/2014,8/6/2014,4,1533.03
Online Shopping,CAM33967 dofnextcfeed1,8/4/2014,8/6/2014,1,1472.69
Online Shopping,CAM33966 dofg2cfeed1,8/4/2014,8/7/2014,9,9045.01
Online Shopping,CAM33966 dofg2cfeed1,8/4/2014,8/8/2014,6,828.93
Online Search,CAM32376 dosg2csl1,8/4/2014,8/9/2014,1,92.61
Online Search,CAM32380 dosmsncsl1,8/4/2014,8/9/2014,1,587.87
Online Shopping,CAM33953 SAWDOFG2C,8/4/2014,8/9/2014,1,647.52
Online Shopping,CAM33966 dofg2cfeed1,8/4/2014,8/9/2014,4,2083.51
Online Search,CAM32376 dosg2csl1,8/4/2014,8/10/2014,2,1207.13
Online Search,CAM32380 dosmsncsl1,8/4/2014,8/10/2014,2,5277.09
Online Shopping,CAM33966 dofg2cfeed1,8/4/2014,8/10/2014,6,7028.78
Online Shopping,CAM44292 SAWDOFBIC,8/4/2014,8/10/2014,1,533.31
Online Search,CAM32376 dosg2csl1,8/11/2014,8/11/2014,2,660.82
Online Search,CAM32380 dosmsncsl1,8/11/2014,8/11/2014,3,1843.08
Online Shopping,CAM33966 dofg2cfeed1,8/11/2014,8/11/2014,8,6859.25
Online Shopping,CAM44292 SAWDOFBIC,8/11/2014,8/11/2014,1,426.93
Online Search,CAM32308 SAWDOSMSNC,8/11/2014,8/12/2014,1,205.56
Online Search,CAM32376 dosg2csl1,8/11/2014,8/12/2014,2,70.44
Online Search,CAM32380 dosmsncsl1,8/11/2014,8/12/2014,2,1167.44
Online Shopping,CAM33966 dofg2cfeed1,8/11/2014,8/12/2014,3,941.76
Online Search,CAM32307 SAWDOSG2C,8/11/2014,8/13/2014,1,1140.62
Online Search,CAM32376 dosg2csl1,8/11/2014,8/13/2014,3,1116.85
Online Search,CAM32380 dosmsncsl1,8/11/2014,8/13/2014,3,2587.61
Online Shopping,CAM33953 SAWDOFG2C,8/11/2014,8/13/2014,1,1736.91
Online Shopping,CAM33966 dofg2cfeed1,8/11/2014,8/13/2014,8,4892.77
Online Shopping,CAM33972 dofszcfeed1,8/11/2014,8/13/2014,1,65.71
Online Search,CAM32380 dosmsncsl1,8/11/2014,8/14/2014,1,597.72
Online Shopping,CAM33953 SAWDOFG2C,8/11/2014,8/14/2014,2,3350.71
Online Shopping,CAM33966 dofg2cfeed1,8/11/2014,8/14/2014,4,2369.46
Online Shopping,CAM33972 dofszcfeed1,8/11/2014,8/14/2014,2,73.02
Online Search,CAM32308 SAWDOSMSNC,8/11/2014,8/15/2014,1,1114.56
Online Search,CAM32376 dosg2csl1,8/11/2014,8/15/2014,2,38.30
Online Shopping,CAM33967 dofnextcfeed1,8/11/2014,8/15/2014,1,2260.95
Online Search,CAM32376 dosg2csl1,8/11/2014,8/16/2014,1,54.69
Online Search,CAM32380 dosmsncsl1,8/11/2014,8/16/2014,1,1058.94
Online Shopping,CAM33966 dofg2cfeed1,8/11/2014,8/16/2014,3,2379.51
Online Search,CAM32376 dosg2csl1,8/11/2014,8/17/2014,1,227.86
Online Search,CAM32380 dosmsncsl1,8/11/2014,8/17/2014,3,5004.11
Online Shopping,CAM33960 SAWDOFSZC,8/11/2014,8/17/2014,1,2396.64
Online Shopping,CAM33966 dofg2cfeed1,8/11/2014,8/17/2014,6,5180.07
Online Shopping,CAM33972 dofszcfeed1,8/11/2014,8/17/2014,2,105.35
Online Search,CAM32307 SAWDOSG2C,8/18/2014,8/18/2014,1,81.13
