Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Treadclimber,Electronic - Short Form,CAM37204 icastsf12b,Web,6/9/2014,6/12/2014,1,1198.99
Treadclimber,Online Search,CAM37864 icaosgctsl6,Call Center Internal,6/9/2014,6/12/2014,1,1979.10
Treadclimber,Short Form,CAM35680 INTELEMEDIACA,Call Center Internal,6/9/2014,6/12/2014,1,3299.00
Treadclimber,Short Form,CAM45094 TSN2C120GRT2HKST_TRC,Call Center Internal,6/9/2014,6/12/2014,1,1979.10
Treadclimber,Electronic - Short Form,CAM37204 icastsf12b,Web,6/9/2014,6/13/2014,1,1198.99
Treadclimber,Electronic - UnSourced,CAM133 1800BOWFLEX_TRC,Call Center Internal,6/9/2014,6/13/2014,1,2969.10
Treadclimber,Online Search,CAM36695 icaosgctgl1cat,Web,6/9/2014,6/13/2014,1,1979.10
Treadclimber,Electronic - UnSourced,CAM2605 icathome_TRC,Call Center Internal,6/9/2014,6/14/2014,1,1979.10
Treadclimber,Electronic - UnSourced,CAM40760 ICATHOME,Web,6/9/2014,6/14/2014,3,7147.20
Treadclimber,Online Display,CAM37531 SAWICAODAKT,Call Center Internal,6/9/2014,6/14/2014,1,2969.10
Treadclimber,Online Search,CAM30841 icaosgctsl2,Call Center Internal,6/9/2014,6/14/2014,2,3958.20
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,6/9/2014,6/14/2014,1,1979.10
Treadclimber,Online Search,CAM39467 icaosbctsl1,Web,6/9/2014,6/14/2014,2,4168.09
Treadclimber,Electronic - Short Form,CAM37204 icastsf12b,Web,6/9/2014,6/15/2014,1,2398.00
Treadclimber,Electronic - UnSourced,CAM132 1800BOWFLEX_CAT,Call Center Internal,6/9/2014,6/15/2014,1,2969.10
Treadclimber,Electronic - UnSourced,CAM133 1800BOWFLEX_TRC,Call Center Internal,6/9/2014,6/15/2014,1,2969.10
Treadclimber,Electronic - UnSourced,CAM40760 ICATHOME,Web,6/9/2014,6/15/2014,1,1979.10
Treadclimber,Online Search,CAM4190 SAWICAOSGCT_TRC,Call Center Internal,6/9/2014,6/15/2014,1,1979.10
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,6/9/2014,6/15/2014,1,2969.10
Treadclimber,Short Form,CAM45088 WNCAC120GRT2HKST_TRC,Call Center Internal,6/9/2014,6/15/2014,2,3318.10
Treadclimber,Electronic - Print,CAM41307 icaitctis0002,Web,6/16/2014,6/16/2014,1,2198.00
Treadclimber,Electronic - UnSourced,CAM40760 ICATHOME,Web,6/16/2014,6/16/2014,2,3958.20
Treadclimber,Online Search,CAM39467 icaosbctsl1,Call Center Internal,6/16/2014,6/16/2014,1,1979.10
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,6/16/2014,6/16/2014,3,9077.08
Treadclimber,Electronic - UnSourced,CAM28361 icatheadlinkcab,Web,6/16/2014,6/17/2014,1,1979.10
Treadclimber,Short Form,CAM35680 INTELEMEDIACA,Call Center Internal,6/16/2014,6/17/2014,1,1979.10
Treadclimber,Electronic - UnSourced,CAM132 1800BOWFLEX_CAT,Call Center Internal,6/16/2014,6/18/2014,1,1979.10
Treadclimber,Electronic - UnSourced,CAM133 1800BOWFLEX_TRC,Call Center Internal,6/16/2014,6/18/2014,3,8827.09
Treadclimber,Electronic - UnSourced,CAM40760 ICATHOME,Web,6/16/2014,6/18/2014,2,4948.20
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,6/16/2014,6/18/2014,5,7555.17
Treadclimber,Short Form,CAM35680 INTELEMEDIACA,Call Center Internal,6/16/2014,6/18/2014,1,1979.10
Treadclimber,Electronic - UnSourced,CAM132 1800BOWFLEX_CAT,Call Center Internal,6/16/2014,6/19/2014,1,1198.99
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,6/16/2014,6/19/2014,1,1198.99
Treadclimber,Short Form,CAM35680 INTELEMEDIACA,Call Center Internal,6/16/2014,6/19/2014,1,1979.10
Treadclimber,Electronic - Short Form,CAM37204 icastsf12b,Web,6/16/2014,6/20/2014,1,1979.10
Treadclimber,Electronic - UnSourced,CAM132 1800BOWFLEX_CAT,Call Center Internal,6/16/2014,6/20/2014,1,1979.10
Treadclimber,Electronic - UnSourced,CAM133 1800BOWFLEX_TRC,Call Center Internal,6/16/2014,6/20/2014,1,2969.10
Treadclimber,Online Search,CAM33017 SAWCAOSGCTMOBILE,Call Center Internal,6/16/2014,6/20/2014,1,1979.10
Treadclimber,Online Search,CAM4190 SAWICAOSGCT_TRC,Call Center Internal,6/16/2014,6/20/2014,1,2199.00
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,6/16/2014,6/20/2014,3,6927.30
Treadclimber,Online Search,CAM39467 icaosbctsl1,Web,6/16/2014,6/20/2014,1,1979.10
Treadclimber,Electronic - UnSourced,CAM40760 ICATHOME,Call Center Internal,6/16/2014,6/21/2014,1,2199.00
Treadclimber,Online Search,CAM30896 SAWICAOSGCT,Call Center Internal,6/16/2014,6/21/2014,1,1998.11
Treadclimber,Electronic - Short Form,CAM37204 icastsf12b,Web,6/16/2014,6/22/2014,1,2969.10
Treadclimber,Short Form,CAM35680 INTELEMEDIACA,Call Center Internal,6/16/2014,6/22/2014,1,1979.10
Treadclimber,Electronic - Short Form,CAM37204 icastsf12b,Web,6/23/2014,6/23/2014,1,1979.10
Treadclimber,Electronic - UnSourced,CAM132 1800BOWFLEX_CAT,Call Center Internal,6/23/2014,6/23/2014,1,1999.00
Treadclimber,Electronic - UnSourced,CAM40760 ICATHOME,Web,6/23/2014,6/23/2014,1,1979.10
Treadclimber,Online Search,CAM30841 icaosgctsl2,Call Center Internal,6/23/2014,6/23/2014,1,2969.10
