Treadclimber,Electronic - UnSourced,CAM23879 degt1sitetc,Web,4/11/2016,4/15/2016,2,5017.18
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,4/11/2016,4/15/2016,4,7445.00
Bowflex Home Gyms,Electronic - UnSourced,CAM32136 deggbhg,Web,4/11/2016,4/15/2016,1,1399.00
Bowflex Max Trainer,Electronic - UnSourced,CAM41189 degemax,Web,4/11/2016,4/15/2016,15,24012.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,4/11/2016,4/15/2016,11,17974.99
Treadclimber,Online,CAM6110 SAWGOOGTC,Call Center Internal,4/11/2016,4/15/2016,3,7870.25
Treadclimber,Online Display,CAM44227 SAWDODYTT,Call Center Internal,4/11/2016,4/15/2016,1,2387.09
Treadclimber,Online Display,CAM47235 SAWDODCTOT,Call Center Internal,4/11/2016,4/15/2016,1,349.00
Bowflex Selecttech Dumbbells,Online Display,CAM39081 dodrfddl1,Web,4/11/2016,4/15/2016,1,549.00
Bowflex Max Trainer,Online Display,CAM45910 DODADCEDL3,Web,4/11/2016,4/15/2016,1,2199.00
Bowflex Max Trainer,Online Display,CAM47251 DODCTOEDL2,Web,4/11/2016,4/15/2016,4,5605.00
Treadclimber,Online Display,CAM48928 DODSTLTDL8,Web,4/11/2016,4/15/2016,2,4058.20
Bowflex Max Trainer,Online Display,CAM49246 DODSTLEDL1,Web,4/11/2016,4/15/2016,2,4398.00
Bowflex Selecttech Dumbbells,Online Search,CAM30793 SAWDOSG2D,Call Center Internal,4/11/2016,4/15/2016,1,488.00
Bowflex Home Gyms,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,4/11/2016,4/15/2016,2,2962.46
Bowflex Selecttech Dumbbells,Online Search,CAM32678 dosg2dgl1st,Call Center Internal,4/11/2016,4/15/2016,1,548.00
Treadclimber,Online Search,CAM43683 dosbitsl14,Call Center Internal,4/11/2016,4/15/2016,1,2048.08
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,4/11/2016,4/15/2016,15,25924.34
Bowflex Max Trainer,Online Search,CAM44539 SAWDOSG2EMOBILE2,Call Center Internal,4/11/2016,4/15/2016,2,2698.00
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,4/11/2016,4/15/2016,1,1599.00
Bowflex Max Trainer,Online Search,CAM47151 DOSG2EML2,Call Center Internal,4/11/2016,4/15/2016,1,1049.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Third Party Call Center - Evolve,4/11/2016,4/15/2016,2,2498.00
Bowflex Home Gyms,Online Search,CAM31080 dosg2ggl1bf,Web,4/11/2016,4/15/2016,0,238.99
Treadclimber,Online Search,CAM31082 dosg2tgl1tc,Web,4/11/2016,4/15/2016,0,18.98
Bowflex Catalog,Online Search,CAM32376 dosg2csl1,Web,4/11/2016,4/15/2016,0,13.98
Bowflex Selecttech Dumbbells,Online Search,CAM32678 dosg2dgl1st,Web,4/11/2016,4/15/2016,2,1624.99
Treadclimber,Online Search,CAM37440 dosg2tsl21,Web,4/11/2016,4/15/2016,3,7295.28
Treadclimber,Online Search,CAM37493 dosbitsl6,Web,4/11/2016,4/15/2016,1,2108.06
Bowflex Home Gyms,Online Search,CAM39440 dosbiggl1bf,Web,4/11/2016,4/15/2016,4,218.89
Treadclimber,Online Search,CAM43666 dosg2tmobile4,Web,4/11/2016,4/15/2016,1,2029.10
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,4/11/2016,4/15/2016,5,7444.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,4/11/2016,4/15/2016,11,18950.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,4/11/2016,4/15/2016,12,19804.99
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,4/11/2016,4/15/2016,2,3407.00
Bowflex Max Trainer,Online Search,CAM44560 dosg2esl5,Web,4/11/2016,4/15/2016,2,3360.99
Bowflex Max Trainer,Online Search,CAM44567 dosg2esl3,Web,4/11/2016,4/15/2016,1,1698.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,4/11/2016,4/15/2016,7,10752.00
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,4/11/2016,4/15/2016,3,3147.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,4/11/2016,4/15/2016,1,1599.00
Treadclimber,Online Search,CAM45852 DOSG2TSL32,Web,4/11/2016,4/15/2016,1,3218.10
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,4/11/2016,4/15/2016,2,4398.00
Bowflex Max Trainer,Online Search,CAM47151 DOSG2EML2,Web,4/11/2016,4/15/2016,3,4797.00
Bowflex Max Trainer,Online Search,CAM48245 DOSG2ESL10,Web,4/11/2016,4/15/2016,1,1499.00
Bowflex Max Trainer,Online Shopping,CAM44948 dofbiefeed1,Call Center Internal,4/11/2016,4/15/2016,1,2199.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,4/11/2016,4/15/2016,2,3798.00
Bowflex Catalog,Online Shopping,CAM33966 dofg2cfeed1,Web,4/11/2016,4/15/2016,0,117.96
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,4/11/2016,4/15/2016,9,12648.00
Bowflex Max Trainer,Online Shopping,CAM48975 DOFG2EFEED2,Web,4/11/2016,4/15/2016,4,6362.00
Bowflex Catalog,Online Shopping,CAM48980 DOFG2CFEED3,Web,4/11/2016,4/15/2016,1,2412.98
Bowflex Max Trainer,Online Social,CAM48200 SAWDOXFBESCODE,Call Center Internal,4/11/2016,4/15/2016,1,1698.00
Treadclimber,Online Social,CAM48185 DOXFBTSCODE002,Web,4/11/2016,4/15/2016,1,2029.10
Treadclimber,Online Social,CAM48186 DOXFBTSCODE003,Web,4/11/2016,4/15/2016,1,2138.09
Bowflex Max Trainer,Online Social,CAM48202 DOXFBESCODE002,Web,4/11/2016,4/15/2016,9,13849.97
Bowflex Selecttech Dumbbells,Online Social,CAM48208 DOXFBDSCODE002,Web,4/11/2016,4/15/2016,4,2803.98
Treadclimber,Print,CAM46858 P0115PEOPLETC20B,Call Center Internal,4/11/2016,4/15/2016,1,1599.00
Treadclimber,Short Form,CAM48498 INSPN120HKINGTIC,Call Center Internal,4/11/2016,4/15/2016,1,2298.00
Treadclimber,Short Form,CAM48521 HMM*N180HKINGTIC,Call Center Internal,4/11/2016,4/15/2016,1,2273.00
Bowflex Max Trainer,Short Form,CAM48744 FOX*NVODJ14FSTIC,Call Center Internal,4/11/2016,4/15/2016,1,1857.00
Bowflex Max Trainer,Short Form,CAM48751 ION*N120J14FSTIC,Call Center Internal,4/11/2016,4/15/2016,1,1599.00
Bowflex Max Trainer,Short Form,CAM48772 VEL*N180JACFSTIC,Call Center Internal,4/11/2016,4/15/2016,1,1599.00
Bowflex Max Trainer,Short Form,CAM48774 PIVTN180JACFSTIC,Call Center Internal,4/11/2016,4/15/2016,1,1599.00
Bowflex Max Trainer,Short Form,CAM48796 DESTN5MNHAMFSTIC,Call Center Internal,4/11/2016,4/15/2016,1,1599.00
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,4/11/2016,4/15/2016,3,6146.00
Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Call Center Internal,4/11/2016,4/15/2016,0,60.57
Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,4/11/2016,4/15/2016,0,386.17
Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Call Center Internal,4/11/2016,4/15/2016,3,5657.20
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,4/11/2016,4/15/2016,4,6164.00
Treadclimber,Electronic - Short Form,CAM36104 SAWSF11E,Call Center Internal,4/11/2016,4/16/2016,1,2199.00
Bowflex Max Trainer,Electronic - Short Form,CAM44215 SAWDSEESF14A,Call Center Internal,4/11/2016,4/16/2016,0,71.88
Treadclimber,Electronic - Short Form,CAM16426 DSETDIR,Web,4/11/2016,4/16/2016,1,2029.10
Treadclimber,Electronic - Short Form,CAM36077 dsetsf11c,Web,4/11/2016,4/16/2016,1,2278.10
Treadclimber,Electronic - Short Form,CAM36608 dsetsf12a,Web,4/11/2016,4/16/2016,1,2278.10
Bowflex Max Trainer,Electronic - Short Form,CAM44172 dseesf14a,Web,4/11/2016,4/16/2016,3,3965.00
Bowflex Max Trainer,Electronic - Short Form,CAM45387 DSEESF14E,Web,4/11/2016,4/16/2016,1,1049.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,4/11/2016,4/16/2016,3,6156.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,4/11/2016,4/16/2016,1,1599.00
Bowflex Catalog,Electronic - UnSourced,CAM47359 DEGCORDSTAT,Call Center Internal,4/11/2016,4/16/2016,1,1599.00
Treadclimber,Electronic - UnSourced,CAM6025 SAWWEBTC,Call Center Internal,4/11/2016,4/16/2016,2,3156.07
Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,4/11/2016,4/16/2016,0,110.97
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM23877 degd1sitest,Web,4/11/2016,4/16/2016,2,1496.00
Treadclimber,Electronic - UnSourced,CAM23879 degt1sitetc,Web,4/11/2016,4/16/2016,3,6082.20
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,4/11/2016,4/16/2016,4,10556.97
Bowflex Home Gyms,Electronic - UnSourced,CAM32136 deggbhg,Web,4/11/2016,4/16/2016,0,49.98
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM34888 degdbst,Web,4/11/2016,4/16/2016,2,1375.00
Bowflex Max Trainer,Electronic - UnSourced,CAM41189 degemax,Web,4/11/2016,4/16/2016,15,25059.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,4/11/2016,4/16/2016,10,14539.00
Treadclimber,Online,CAM6110 SAWGOOGTC,Call Center Internal,4/11/2016,4/16/2016,4,8952.93
Bowflex Max Trainer,Online Display,CAM47239 SAWDODCTOE,Call Center Internal,4/11/2016,4/16/2016,2,4557.00
Treadclimber,Online Display,CAM38447 dodrftdl1,Web,4/11/2016,4/16/2016,1,2029.10
Bowflex Max Trainer,Online Display,CAM47251 DODCTOEDL2,Web,4/11/2016,4/16/2016,8,13840.99
Treadclimber,Online Display,CAM47254 DODCTOTDL1,Web,4/11/2016,4/16/2016,2,4077.18
Bowflex Home Gyms,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,4/11/2016,4/16/2016,1,1698.97
Bowflex Home Gyms,Online Search,CAM31080 dosg2ggl1bf,Call Center Internal,4/11/2016,4/16/2016,1,1698.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,4/11/2016,4/16/2016,8,10868.90
Bowflex Max Trainer,Online Search,CAM44539 SAWDOSG2EMOBILE2,Call Center Internal,4/11/2016,4/16/2016,1,1049.00
Bowflex Home Gyms,Online Search,CAM31080 dosg2ggl1bf,Web,4/11/2016,4/16/2016,0,350.93
Treadclimber,Online Search,CAM31082 dosg2tgl1tc,Web,4/11/2016,4/16/2016,0,37.96
Bowflex Selecttech Dumbbells,Online Search,CAM32678 dosg2dgl1st,Web,4/11/2016,4/16/2016,1,349.00
Bowflex Selecttech Dumbbells,Online Search,CAM37428 dosg2dsl14,Web,4/11/2016,4/16/2016,1,349.00
Bowflex Selecttech Dumbbells,Online Search,CAM37432 dosg2dsl18,Web,4/11/2016,4/16/2016,1,577.99
Treadclimber,Online Search,CAM37440 dosg2tsl21,Web,4/11/2016,4/16/2016,4,10144.36
Treadclimber,Online Search,CAM37493 dosbitsl6,Web,4/11/2016,4/16/2016,3,6374.26
Treadclimber,Online Search,CAM37655 dosbitsl10,Web,4/11/2016,4/16/2016,2,5938.20
Bowflex Selecttech Dumbbells,Online Search,CAM37741 dosbidsl9,Web,4/11/2016,4/16/2016,1,488.00
Bowflex Home Gyms,Online Search,CAM37744 dosbigsl7,Web,4/11/2016,4/16/2016,0,23.98
Bowflex Selecttech Dumbbells,Online Search,CAM39439 dosbidgl1st,Web,4/11/2016,4/16/2016,1,349.00
Treadclimber,Online Search,CAM43666 dosg2tmobile4,Web,4/11/2016,4/16/2016,3,7634.29
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,4/11/2016,4/16/2016,7,11392.00
