Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Catalog,Online Search,CAM32307 SAWDOSG2C,Call Center Internal,8/24/2015,8/25/2015,0,.00
Bowflex Catalog,Online Search,CAM32376 dosg2csl1,Web,8/24/2015,8/25/2015,2,1838.88
Bowflex Catalog,Online Shopping,CAM33966 dofg2cfeed1,Web,8/24/2015,8/25/2015,1,1599.00
Bowflex Catalog,Online Shopping,CAM33968 dofpgcfeed1,Web,8/24/2015,8/25/2015,1,1749.00
Bowflex Catalog,Online Shopping,CAM33972 dofszcfeed1,Web,8/24/2015,8/25/2015,0,277.97
Bowflex Catalog,Catalog,CAM47779 DCBHOMESUMOFFR15,Web,8/24/2015,8/25/2015,6,9394.92
Bowflex Catalog,Catalog,CAM27557 Bowflex Catalog,Call Center Internal,8/24/2015,8/26/2015,1,349.00
Bowflex Catalog,Online Search,CAM32307 SAWDOSG2C,Call Center Internal,8/24/2015,8/26/2015,0,81.27
Bowflex Catalog,Un-Sourced,CAM40820 1800BFXCATALOG,Call Center Internal,8/24/2015,8/26/2015,2,2635.00
Bowflex Catalog,Online Search,CAM32376 dosg2csl1,Web,8/24/2015,8/26/2015,1,728.99
Bowflex Catalog,Online Shopping,CAM33966 dofg2cfeed1,Web,8/24/2015,8/26/2015,0,11.48
Bowflex Catalog,Catalog,CAM47779 DCBHOMESUMOFFR15,Web,8/24/2015,8/26/2015,6,10200.98
Bowflex Catalog,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Call Center Internal,8/24/2015,8/27/2015,0,124.97
Bowflex Catalog,Catalog,CAM27557 Bowflex Catalog,Call Center Internal,8/24/2015,8/27/2015,3,4097.00
Bowflex Catalog,Online Search,CAM32307 SAWDOSG2C,Call Center Internal,8/24/2015,8/27/2015,0,99.00
Bowflex Catalog,Online Search,CAM32308 SAWDOSMSNC,Call Center Internal,8/24/2015,8/27/2015,0,.00
Bowflex Catalog,Online Shopping,CAM33960 SAWDOFSZC,Call Center Internal,8/24/2015,8/27/2015,0,49.98
Bowflex Catalog,Un-Sourced,CAM40820 1800BFXCATALOG,Call Center Internal,8/24/2015,8/27/2015,1,599.00
Bowflex Catalog,Online Search,CAM32376 dosg2csl1,Web,8/24/2015,8/27/2015,0,23.98
Bowflex Catalog,Online Shopping,CAM33966 dofg2cfeed1,Web,8/24/2015,8/27/2015,0,176.97
Bowflex Catalog,Catalog,CAM47779 DCBHOMESUMOFFR15,Web,8/24/2015,8/27/2015,5,6913.86
Bowflex Catalog,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Call Center Internal,8/24/2015,8/28/2015,1,2183.59
Bowflex Catalog,Catalog,CAM27557 Bowflex Catalog,Call Center Internal,8/24/2015,8/28/2015,3,2842.59
Bowflex Catalog,Online Shopping,CAM33966 dofg2cfeed1,Web,8/24/2015,8/28/2015,3,4906.09
Bowflex Catalog,Online Shopping,CAM33968 dofpgcfeed1,Web,8/24/2015,8/28/2015,2,3348.00
Bowflex Catalog,Catalog,CAM47779 DCBHOMESUMOFFR15,Web,8/24/2015,8/28/2015,3,3853.96
Bowflex Catalog,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Call Center Internal,8/24/2015,8/29/2015,0,108.99
Bowflex Catalog,Online Search,CAM32376 dosg2csl1,Web,8/24/2015,8/29/2015,0,127.97
Bowflex Catalog,Online Shopping,CAM33966 dofg2cfeed1,Web,8/24/2015,8/29/2015,0,17.90
Bowflex Catalog,Online Shopping,CAM33968 dofpgcfeed1,Web,8/24/2015,8/29/2015,1,1876.97
Bowflex Catalog,Catalog,CAM47779 DCBHOMESUMOFFR15,Web,8/24/2015,8/29/2015,1,999.00
Bowflex Catalog,Online Search,CAM32376 dosg2csl1,Web,8/24/2015,8/30/2015,0,38.98
Bowflex Catalog,Online Search,CAM32380 dosmsncsl1,Web,8/24/2015,8/30/2015,1,1599.00
Bowflex Catalog,Online Shopping,CAM33972 dofszcfeed1,Web,8/24/2015,8/30/2015,0,38.98
Bowflex Catalog,Catalog,CAM47779 DCBHOMESUMOFFR15,Web,8/24/2015,8/30/2015,5,8363.96
Bowflex Catalog,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Call Center Internal,8/31/2015,8/31/2015,4,3389.85
Bowflex Catalog,Catalog,CAM27557 Bowflex Catalog,Call Center Internal,8/31/2015,8/31/2015,3,4935.00
Bowflex Catalog,Online Shopping,CAM33953 SAWDOFG2C,Call Center Internal,8/31/2015,8/31/2015,1,1599.00
Bowflex Catalog,Online Search,CAM32376 dosg2csl1,Web,8/31/2015,8/31/2015,0,177.89
Bowflex Catalog,Online Shopping,CAM33966 dofg2cfeed1,Web,8/31/2015,8/31/2015,0,17.98
