Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,9/5/2017,9/4/2017,72797378,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72797380,Online Search,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,9/5/2017,9/4/2017,72797480,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM51876 CMT*N60*LDC17TIC,TouchPoint Integrated Communications,9/5/2017,9/5/2017,9/4/2017,72797680,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51899 RELZN60*LDC17TIC,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72797681,Short Form,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,9/5/2017,9/4/2017,72797682,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,9/5/2017,9/4/2017,72797782,Electronic - UnSourced,Web
Treadclimber,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72797884,Online Search,Web
Bowflex Catalog,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72797885,Online Search,Web
Bowflex Home Gyms,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72797886,Online Search,Web
Bowflex Max Trainer,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72797982,Online Search,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,,9/5/2017,9/4/2017,72797983,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,9/5/2017,9/4/2017,72797984,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72798083,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72798183,Online Search,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72798284,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72798385,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72798485,Electronic - Short Form,Web
Treadclimber,CAM39441 dosbigl1,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72798585,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72798586,Online Search,Web
Bowflex Max Trainer,CAM40821 1800BOWFLEX,Internal,,9/5/2017,9/4/2017,72798685,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,9/5/2017,9/4/2017,72798686,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,9/5/2017,9/5/2017,9/4/2017,72798688,Online Search,Web
Schwinn,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72798788,Online Search,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72798889,Online Display,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72798989,Online Search,Web
Bowflex Revolution,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72799089,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72799090,Online Search,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,9/5/2017,9/4/2017,72799192,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM51930 METVN60*LDS17TIC,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72799292,Short Form,Call Center Internal
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72799393,Online Search,Web
Bowflex Max Trainer,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72799493,Online Search,Call Center Internal
Treadclimber,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72799494,Online Search,Call Center Internal
Bowflex Home Gyms,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72799495,Online Search,Call Center Internal
Bowflex Catalog,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,,9/5/2017,9/4/2017,72799496,Online Search,Call Center Internal
Results Treadmill,CAM50972 DCBHOMESUM17,Internal,,9/5/2017,9/4/2017,72799799,Catalog,Call Center Internal
Bowflex HVT,CAM50972 DCBHOMESUM17,Internal,,9/5/2017,9/4/2017,72799800,Catalog,Call Center Internal
Bowflex Catalog,CAM50972 DCBHOMESUM17,Internal,,9/5/2017,9/4/2017,72799801,Catalog,Call Center Internal
Bowflex Max Trainer,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,9/5/2017,9/5/2017,9/4/2017,72800002,Short Form,Call Center Internal
