Bowflex Max Trainer,CAM39441 dosbigl1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,5,Online Search,Web
Bowflex Selecttech Dumbbells,CAM39441 dosbigl1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Search,Web
Treadclimber,CAM39441 dosbigl1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40819 1800SELECTTECH,Internal,,10/23/2017,10/23/2017,2,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,Internal,,10/23/2017,10/23/2017,2,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,6,Online Search,Web
Treadclimber,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,28,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,3,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Search,Web
Bowflex HVT,CAM44626 1800BOWFLEX_BMT,Internal,,10/23/2017,10/23/2017,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,Internal,,10/23/2017,10/23/2017,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,11,Online Shopping,Web
Results Elliptical,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,4,Online Shopping,Web
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,10/23/2017,10/23/2017,3,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45538 DODG2DDL2,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Display,Web
Bowflex Max Trainer,CAM45566 QREMENSFITNESS,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Electronic - Print,Call Center Internal
Bowflex Max Trainer,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,5,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,4,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Search,Web
Bowflex Max Trainer,CAM47851 SAWDODYBTE,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Display,Call Center Internal
Bowflex Catalog,CAM47938 P0915DIABSMCOLBDY,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Print,Call Center Internal
Bowflex Home Gyms,CAM47938 P0915DIABSMCOLBDY,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Print,Call Center Internal
Bowflex Max Trainer,CAM47938 P0915DIABSMCOLBDY,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Print,Call Center Internal
Treadclimber,CAM47938 P0915DIABSMCOLBDY,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Print,Call Center Internal
Bowflex Selecttech Dumbbells,CAM48253 DOFBIDFEED3,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Shopping,Web
Bowflex Home Gyms,CAM48327 DOFBIGFEED3,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM48944 DOVYTEVL1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Video,Web
Bowflex Max Trainer,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,5,Online Search,Web
Treadclimber,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,3,Online Search,Web
Bowflex Max Trainer,CAM49580 DODTABOOLAEDL2,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Display,Web
Bowflex Max Trainer,CAM49996 DODAOLEDL1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Display,Web
Bowflex Max Trainer,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Display,Call Center Internal
Treadclimber,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,2,Online Display,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,5,Online Display,Web
Bowflex HVT,CAM50745 1800HVT,Internal,,10/23/2017,10/23/2017,1,Un-Sourced,Call Center Internal
Bowflex HVT,CAM50808 DOFG2HFEED1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM50808 DOFG2HFEED1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Shopping,Web
Bowflex Catalog,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Search,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,2,Online Search,Web
Bowflex HVT,CAM50812 DOSG2HSL2,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Search,Web
Results Treadmill,CAM50814 DODG2BXTDL1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Display,Web
Results Treadmill,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Online Search,Web
Bowflex HVT,CAM50958 DSEHSF17A,TouchPoint Integrated Communications,,10/23/2017,10/23/2017,1,Electronic - Short Form,Web
Bowflex Catalog,CAM50972 DCBHOMESUM17,Internal,,10/23/2017,10/23/2017,2,Catalog,Call Center Internal
Bowflex Max Trainer,CAM50972 DCBHOMESUM17,Internal,,10/23/2017,10/23/2017,1,Catalog,Call Center Internal
