Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,8/24/2015,8/27/2015,2,4122.09
Bowflex Home Gyms,Online Search,CAM31268 icaosgcwgl1cab,Web,8/24/2015,8/27/2015,0,29.98
Bowflex Home Gyms,Electronic - UnSourced,CAM40739 ICAWHOME,Web,8/24/2015,8/27/2015,0,54.98
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,8/24/2015,8/27/2015,1,1750.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,8/24/2015,8/27/2015,2,2967.99
Bowflex Max Trainer,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,8/24/2015,8/27/2015,1,1650.00
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Call Center Internal,8/24/2015,8/27/2015,1,1650.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45699 SAWICAEEMAX,Call Center Internal,8/24/2015,8/27/2015,1,1317.99
Bowflex Max Trainer,Short Form,CAM47291 DISMN60*HAMF*TIC,Call Center Internal,8/24/2015,8/27/2015,1,1317.99
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,8/24/2015,8/27/2015,1,1849.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45632 ICAEE1SITECMT,Web,8/24/2015,8/27/2015,1,1750.00
Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,Web,8/24/2015,8/27/2015,1,1750.00
Bowflex Selecttech Dumbbells,Online Search,CAM31587 icaosgcdgl1cas,Web,8/24/2015,8/27/2015,1,428.99
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,8/24/2015,8/27/2015,1,349.00
Treadclimber,Electronic - Short Form,CAM36103 SAWSF11D,Call Center Internal,8/24/2015,8/27/2015,1,1749.00
Treadclimber,Electronic - UnSourced,CAM28491 icat1sitecat,Web,8/24/2015,8/27/2015,1,3239.10
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,8/24/2015,8/27/2015,1,2159.10
Treadclimber,Electronic - UnSourced,CAM40760 ICATHOME,Web,8/24/2015,8/27/2015,1,2159.10
Bowflex Home Gyms,Online Shopping,CAM45438 ICAOFG2GFEED1,Web,8/24/2015,8/28/2015,0,118.99
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,8/24/2015,8/28/2015,1,1750.00
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Call Center Internal,8/24/2015,8/28/2015,1,1750.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45699 SAWICAEEMAX,Call Center Internal,8/24/2015,8/28/2015,1,1849.00
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,8/24/2015,8/28/2015,3,4798.00
Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,8/24/2015,8/28/2015,1,2018.99
Bowflex Max Trainer,Electronic - UnSourced,CAM45632 ICAEE1SITECMT,Web,8/24/2015,8/28/2015,3,4699.00
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,8/24/2015,8/28/2015,2,3300.00
Bowflex Max Trainer,Online Search,CAM45841 ICAOSGCESL8,Web,8/24/2015,8/28/2015,2,2398.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM11920 SAWWEBST,Call Center Internal,8/24/2015,8/28/2015,0,.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Call Center Internal,8/24/2015,8/28/2015,1,3240.10
Bowflex Selecttech Dumbbells,Online Search,CAM44210 SAWICAOSGCD,Call Center Internal,8/24/2015,8/28/2015,1,957.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM28343 icad1sitecas,Web,8/24/2015,8/28/2015,1,349.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,8/24/2015,8/28/2015,1,349.00
Treadclimber,Online Search,CAM30841 icaosgctsl2,Call Center Internal,8/24/2015,8/28/2015,1,2198.08
Treadclimber,Short Form,CAM35680 INTELEMEDIACA,Call Center Internal,8/24/2015,8/28/2015,0,10.14
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,8/24/2015,8/28/2015,1,2159.10
Treadclimber,Online Search,CAM37661 icaosgctsl5,Web,8/24/2015,8/28/2015,1,2159.10
Bowflex Home Gyms,Electronic - UnSourced,CAM128 1800BOWFLEX_CAB,Call Center Internal,8/24/2015,8/29/2015,1,1650.00
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,8/24/2015,8/29/2015,1,2159.10
Bowflex Home Gyms,Online Search,CAM31268 icaosgcwgl1cab,Web,8/24/2015,8/29/2015,0,118.99
Bowflex Max Trainer,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,8/24/2015,8/29/2015,1,1750.00
Bowflex Max Trainer,Online Search,CAM45692 SAWICAOFG2E,Call Center Internal,8/24/2015,8/29/2015,1,1750.00
Bowflex Max Trainer,Short Form,CAM47324 APTNC120HAMF*KST,Call Center Internal,8/24/2015,8/29/2015,1,1750.00
Bowflex Max Trainer,Short Form,CAM47704 IDISC120HAMF*KST,Call Center Internal,8/24/2015,8/29/2015,1,1199.00
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,8/24/2015,8/29/2015,1,1199.00
Bowflex Max Trainer,Online Search,CAM45633 ICAOSGCEGL1CMT,Web,8/24/2015,8/29/2015,3,4849.00
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,8/24/2015,8/29/2015,1,1650.00
Bowflex Selecttech Dumbbells,Online Search,CAM31587 icaosgcdgl1cas,Web,8/24/2015,8/29/2015,3,1047.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,8/24/2015,8/29/2015,1,537.99
Treadclimber,Online Search,CAM30896 SAWICAOSGCT,Call Center Internal,8/24/2015,8/29/2015,1,2099.00
Treadclimber,Short Form,CAM47462 CHEKC120LADY*KST,Call Center Internal,8/24/2015,8/29/2015,1,2159.10
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,8/24/2015,8/30/2015,1,1750.00
Bowflex Home Gyms,Online Search,CAM31268 icaosgcwgl1cab,Web,8/24/2015,8/30/2015,1,3824.90
Bowflex Home Gyms,Online Search,CAM41258 icaosgcwsl30,Web,8/24/2015,8/30/2015,0,54.98
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,8/24/2015,8/30/2015,1,1650.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45699 SAWICAEEMAX,Call Center Internal,8/24/2015,8/30/2015,2,3599.00
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,8/24/2015,8/30/2015,3,5348.00
Bowflex Max Trainer,Online Search,CAM45626 ICAOSGCEML2,Web,8/24/2015,8/30/2015,1,1750.00
Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,Web,8/24/2015,8/30/2015,1,1750.00
Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,8/24/2015,8/30/2015,2,2398.00
Bowflex Max Trainer,Online Search,CAM45633 ICAOSGCEGL1CMT,Web,8/24/2015,8/30/2015,2,3599.00
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,8/24/2015,8/30/2015,1,1900.00
Bowflex Max Trainer,Online Search,CAM45838 ICAOSGCESL5,Web,8/24/2015,8/30/2015,1,1199.00
Bowflex Max Trainer,Online Search,CAM45841 ICAOSGCESL8,Web,8/24/2015,8/30/2015,1,1317.99
Bowflex Max Trainer,Online Search,CAM47271 ICAOSGCESL10,Web,8/24/2015,8/30/2015,1,1199.00
Bowflex Max Trainer,Online Social,CAM48057 ICAOXFBESCL004,Web,8/24/2015,8/30/2015,1,1199.00
Bowflex Selecttech Dumbbells,Online Search,CAM31587 icaosgcdgl1cas,Web,8/24/2015,8/30/2015,2,1087.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,8/24/2015,8/30/2015,2,698.00
Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,8/24/2015,8/30/2015,1,488.00
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,8/24/2015,8/30/2015,2,5808.09
Treadclimber,Online Search,CAM36695 icaosgctgl1cat,Web,8/24/2015,8/30/2015,1,2159.10
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,8/31/2015,8/31/2015,1,2113.99
Bowflex Home Gyms,Online Search,CAM30891 SAWICAOSGCW,Call Center Internal,8/31/2015,8/31/2015,1,1243.54
Bowflex Home Gyms,Online Search,CAM31268 icaosgcwgl1cab,Web,8/31/2015,8/31/2015,2,4662.19
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,8/31/2015,8/31/2015,8,12497.00
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Call Center Internal,8/31/2015,8/31/2015,1,1199.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45699 SAWICAEEMAX,Call Center Internal,8/31/2015,8/31/2015,2,3400.00
Bowflex Max Trainer,Short Form,CAM47336 TSN*C120HAMF*KST,Call Center Internal,8/31/2015,8/31/2015,1,1199.00
Bowflex Max Trainer,Short Form,CAM48065 ARTSN60*HAMF*TIC,Call Center Internal,8/31/2015,8/31/2015,1,1750.00
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,8/31/2015,8/31/2015,2,2398.00
Bowflex Max Trainer,Online Search,CAM45626 ICAOSGCEML2,Web,8/31/2015,8/31/2015,2,2949.00
Bowflex Max Trainer,Online Search,CAM45633 ICAOSGCEGL1CMT,Web,8/31/2015,8/31/2015,2,3698.00
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,8/31/2015,8/31/2015,4,6267.99
Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,Web,8/31/2015,8/31/2015,1,1750.00
Bowflex Max Trainer,Online Search,CAM47271 ICAOSGCESL10,Web,8/31/2015,8/31/2015,1,1199.00
Bowflex Selecttech Dumbbells,Online Search,CAM31587 icaosgcdgl1cas,Web,8/31/2015,8/31/2015,1,707.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,8/31/2015,8/31/2015,2,698.00
Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,8/31/2015,8/31/2015,1,778.99
Treadclimber,Electronic - UnSourced,CAM132 1800BOWFLEX_CAT,Call Center Internal,8/31/2015,8/31/2015,1,3313.99
Treadclimber,Electronic - UnSourced,CAM133 1800BOWFLEX_TRC,Call Center Internal,8/31/2015,8/31/2015,1,3353.09
Treadclimber,Online Search,CAM30896 SAWICAOSGCT,Call Center Internal,8/31/2015,8/31/2015,1,3254.09
Treadclimber,Short Form,CAM35680 INTELEMEDIACA,Call Center Internal,8/31/2015,8/31/2015,1,1650.00
Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,8/31/2015,8/31/2015,1,3239.10
Treadclimber,Online Search,CAM36695 icaosgctgl1cat,Web,8/31/2015,8/31/2015,0,18.98
Treadclimber,Electronic - UnSourced,CAM40760 ICATHOME,Web,8/31/2015,8/31/2015,0,18.98
Bowflex Home Gyms,Electronic - UnSourced,CAM128 1800BOWFLEX_CAB,Call Center Internal,8/31/2015,9/1/2015,1,1749.00
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,8/31/2015,9/1/2015,1,2159.10
Bowflex Home Gyms,Online Search,CAM30891 SAWICAOSGCW,Call Center Internal,8/31/2015,9/1/2015,0,26.18
Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,8/31/2015,9/1/2015,0,23.72
Bowflex Home Gyms,Electronic - UnSourced,CAM40739 ICAWHOME,Web,8/31/2015,9/1/2015,0,113.88
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,8/31/2015,9/1/2015,3,4499.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,8/31/2015,9/1/2015,3,4598.00
Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Call Center Internal,8/31/2015,9/1/2015,1,1650.00
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,8/31/2015,9/1/2015,2,2948.00
Bowflex Max Trainer,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,8/31/2015,9/1/2015,1,1750.00
Bowflex Max Trainer,Electronic - UnSourced,CAM45699 SAWICAEEMAX,Call Center Internal,8/31/2015,9/1/2015,2,3500.00
Bowflex Max Trainer,Short Form,CAM47332 CBCNC120HAMF*KST,Call Center Internal,8/31/2015,9/1/2015,1,1750.00
Bowflex Max Trainer,Online Search,CAM45626 ICAOSGCEML2,Web,8/31/2015,9/1/2015,1,1750.00
Bowflex Max Trainer,Online Search,CAM45633 ICAOSGCEGL1CMT,Web,8/31/2015,9/1/2015,4,7249.00
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,8/31/2015,9/1/2015,1,1650.00
Bowflex Max Trainer,Online Search,CAM45841 ICAOSGCESL8,Web,8/31/2015,9/1/2015,1,1199.00
