Bowflex Max Trainer,Treadclimber,Online Search,CAM48984 DOSG2ESL11,Web,12/19/2016,12/19/2016,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM49580 DODTABOOLAEDL2,Web,12/19/2016,12/19/2016,1,999.00
Bowflex Max Trainer,Treadclimber,Online Display,CAM49580 DODTABOOLAEDL2,Web,12/19/2016,12/19/2016,0,.00
Treadclimber,Treadclimber,Online Social,CAM50007 DOXFBTBFCM16,Web,12/19/2016,12/19/2016,1,1499.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM50188 DOXFBESCODEBFCM16,Web,12/19/2016,12/19/2016,1,2197.00
Bowflex Max Trainer,Treadclimber,Online Social,CAM50188 DOXFBESCODEBFCM16,Web,12/19/2016,12/19/2016,0,.00
Treadclimber,Bowflex Home Gyms,Online,CAM12349 SAWENHTC,Call Center Internal,12/19/2016,12/20/2016,0,.00
Treadclimber,Bowflex Revolution,Online,CAM12349 SAWENHTC,Call Center Internal,12/19/2016,12/20/2016,1,2399.00
Bowflex Catalog,Bowflex Max Trainer,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Call Center Internal,12/19/2016,12/20/2016,1,1257.00
Bowflex Catalog,Treadclimber,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Call Center Internal,12/19/2016,12/20/2016,0,.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Call Center Internal,12/19/2016,12/20/2016,1,1899.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Call Center Internal,12/19/2016,12/20/2016,0,.00
Treadclimber,Treadclimber,Online,CAM17529 DOASMSAWTC,Call Center Internal,12/19/2016,12/20/2016,1,2585.00
Bowflex Home Gyms,Bowflex Max Trainer,Electronic - UnSourced,CAM25756 DEGSAWBFG,Call Center Internal,12/19/2016,12/20/2016,1,1399.00
Bowflex Home Gyms,Treadclimber,Electronic - UnSourced,CAM25756 DEGSAWBFG,Call Center Internal,12/19/2016,12/20/2016,0,249.00
Bowflex Home Gyms,Treadclimber,Electronic - Short Form,CAM27401 DEFAULTADID,Call Center Internal,12/19/2016,12/20/2016,0,18.98
