Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100359 BFX MAX TRAINER M5,1,1549.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100469 BFX Max Trainer M7,2,3078.60
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,219.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,10293 TRC Machine Mat,0,237.60
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51909 BRNGN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100469 BFX Max Trainer M7,1,1999.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51909 BRNGN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,219.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51909 BRNGN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM51909 BRNGN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,10293 TRC Machine Mat,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51910 RELZN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100469 BFX Max Trainer M7,1,2099.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51910 RELZN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,219.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM51910 RELZN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,10293 TRC Machine Mat,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51911 GRITN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100469 BFX Max Trainer M7,1,2099.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM51911 GRITN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,10293 TRC Machine Mat,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51919 FOXNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100359 BFX MAX TRAINER M5,1,1549.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51919 FOXNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51919 FOXNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100469 BFX Max Trainer M7,1,1999.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51919 FOXNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM51919 FOXNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,10293 TRC Machine Mat,0,.00
Bowflex Max Trainer,Bowflex Home Gyms,Short Form,CAM51920 HICNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,"000-3667 BFX Machine Mat 37.5 x 95.5""",0,.00
Bowflex Max Trainer,Bowflex Revolution,Short Form,CAM51920 HICNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,000-4275 BFX Revo 80# Resistance Upgrade,0,99.00
Bowflex Max Trainer,Bowflex Revolution,Short Form,CAM51920 HICNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,160000 BFX Revolution,1,2799.00
Bowflex Max Trainer,Bowflex Revolution,Short Form,CAM51920 HICNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,IHA-160000 Revolution Assembly,0,299.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51922 ION*N60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100359 BFX MAX TRAINER M5,1,1449.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51922 ION*N60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,179.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51906 IFC*N60*LDS17TIC,TouchPoint Integrated Communications,Third Party Call Center - Evolve,8/21/2017,8/27/2017,100469 BFX Max Trainer M7,1,1999.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM51906 IFC*N60*LDS17TIC,TouchPoint Integrated Communications,Third Party Call Center - Evolve,8/21/2017,8/27/2017,10293 TRC Machine Mat,0,.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Internal,Call Center Internal,8/21/2017,8/27/2017,100340 BFX 4.1 Bench,0,417.90
