Bowflex Body,Online Search,CAM46305 DOSG2ZSL1,Web,10/26/2015,10/27/2015,5,174.62
Bowflex Body,Online Search,CAM46372 DOSBIZGL1BD,Web,10/26/2015,10/27/2015,1,24.90
Bowflex Catalog,Online,CAM43986 SAWGOOGTC_BFC,Call Center Internal,10/26/2015,10/27/2015,1,2526.96
Bowflex Catalog,Online Search,CAM32380 dosmsncsl1,Web,10/26/2015,10/27/2015,1,3498.99
Bowflex Catalog,Online Shopping,CAM33972 dofszcfeed1,Web,10/26/2015,10/27/2015,0,218.99
Bowflex Home Gyms,Online,CAM10017 WYAHMXT,Call Center Internal,10/26/2015,10/27/2015,1,1698.00
Bowflex Home Gyms,Short Form,CAM10518 VH1*N60*XFACT***,Call Center Internal,10/26/2015,10/27/2015,1,1599.00
Bowflex Home Gyms,Short Form,CAM10818 PAX*N30*MQUAL***,Call Center Internal,10/26/2015,10/27/2015,1,2013.99
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,10/26/2015,10/27/2015,11,17527.00
Bowflex Home Gyms,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,10/26/2015,10/27/2015,3,3599.96
Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,10/26/2015,10/27/2015,0,271.22
Bowflex Home Gyms,Online Social,CAM45914 DOXFBGRESPONSE,Call Center Internal,10/26/2015,10/27/2015,1,1119.30
Bowflex Home Gyms,Electronic - Short Form,CAM5676 SAWWEBBF,Call Center Internal,10/26/2015,10/27/2015,0,132.86
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,10/26/2015,10/27/2015,0,148.97
Bowflex Max Trainer,Electronic - UnSourced,CAM41189 degemax,Call Center Internal,10/26/2015,10/27/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,10/26/2015,10/27/2015,1,1099.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,10/26/2015,10/27/2015,3,4386.60
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,10/26/2015,10/27/2015,10,14888.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Call Center Internal,10/26/2015,10/27/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM44539 SAWDOSG2EMOBILE2,Call Center Internal,10/26/2015,10/27/2015,1,1499.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,10/26/2015,10/27/2015,6,6428.89
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Call Center Internal,10/26/2015,10/27/2015,1,1099.00
Bowflex Max Trainer,Online Shopping,CAM45042 SAWDOFBIE,Call Center Internal,10/26/2015,10/27/2015,1,1499.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,10/26/2015,10/27/2015,6,8583.60
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/26/2015,10/27/2015,10,15526.98
Bowflex Max Trainer,Electronic - Short Form,CAM45387 DSEESF14E,Call Center Internal,10/26/2015,10/27/2015,1,1099.00
Bowflex Max Trainer,Short Form,CAM48295 SUNDN120JACKDTIC,Call Center Internal,10/26/2015,10/27/2015,1,1698.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Third Party Call Center - Evolve,10/26/2015,10/27/2015,2,2448.00
Bowflex Max Trainer,Electronic - UnSourced,CAM41189 degemax,Web,10/26/2015,10/27/2015,14,21464.95
Bowflex Max Trainer,Electronic - Short Form,CAM44172 dseesf14a,Web,10/26/2015,10/27/2015,1,1499.00
Bowflex Max Trainer,Electronic - Short Form,CAM44191 dseesf14d,Web,10/26/2015,10/27/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,10/26/2015,10/27/2015,10,16539.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,10/26/2015,10/27/2015,14,20742.99
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,10/26/2015,10/27/2015,4,5495.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,10/26/2015,10/27/2015,16,20483.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,10/26/2015,10/27/2015,3,3305.99
Bowflex Max Trainer,Online Search,CAM44531 dosbiesl2,Web,10/26/2015,10/27/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM44565 dosbiesl5,Web,10/26/2015,10/27/2015,1,1599.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,10/26/2015,10/27/2015,12,18588.00
Bowflex Max Trainer,Online Shopping,CAM44937 dofszefeed1,Web,10/26/2015,10/27/2015,1,1599.00
Bowflex Max Trainer,Online Shopping,CAM44948 dofbiefeed1,Web,10/26/2015,10/27/2015,2,3198.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,10/26/2015,10/27/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,10/26/2015,10/27/2015,2,2098.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,10/26/2015,10/27/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM45731 DOSBIESL6,Web,10/26/2015,10/27/2015,1,1099.00
Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,Web,10/26/2015,10/27/2015,1,1499.00
Bowflex Max Trainer,Online Display,CAM45909 DODADCEDL2,Web,10/26/2015,10/27/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,10/26/2015,10/27/2015,4,5894.00
Bowflex Max Trainer,Online Search,CAM47151 DOSG2EML2,Web,10/26/2015,10/27/2015,1,1099.00
Bowflex Max Trainer,Online Display,CAM47251 DODCTOEDL2,Web,10/26/2015,10/27/2015,4,4966.95
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM11920 SAWWEBST,Call Center Internal,10/26/2015,10/27/2015,1,373.31
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM129 1800BOWFLEX_BST,Call Center Internal,10/26/2015,10/27/2015,4,4486.09
Bowflex Selecttech Dumbbells,Online,CAM14136 SAWMAXIMST,Call Center Internal,10/26/2015,10/27/2015,1,1099.00
Bowflex Selecttech Dumbbells,Online Search,CAM30793 SAWDOSG2D,Call Center Internal,10/26/2015,10/27/2015,2,2155.90
Bowflex Selecttech Dumbbells,Online Search,CAM32596 SAWDOSBID,Call Center Internal,10/26/2015,10/27/2015,1,549.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM23877 degd1sitest,Web,10/26/2015,10/27/2015,1,687.00
Bowflex Selecttech Dumbbells,Online Search,CAM32678 dosg2dgl1st,Web,10/26/2015,10/27/2015,2,1635.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM34888 degdbst,Web,10/26/2015,10/27/2015,1,757.99
Treadclimber,Online,CAM10045 SAWYAHSPTC,Call Center Internal,10/26/2015,10/27/2015,1,2289.00
Treadclimber,Electronic - UnSourced,CAM133 1800BOWFLEX_TRC,Call Center Internal,10/26/2015,10/27/2015,6,6389.95
Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Call Center Internal,10/26/2015,10/27/2015,2,5212.99
Treadclimber,Short Form,CAM47476 VISNC120LADY*KST,Call Center Internal,10/26/2015,10/27/2015,1,1207.99
Treadclimber,Short Form,CAM47841 CZNYN120ALOBYTIC,Call Center Internal,10/26/2015,10/27/2015,1,2019.00
Treadclimber,Print,CAM48106 P1115WEWATTC20B,Call Center Internal,10/26/2015,10/27/2015,1,2037.98
Treadclimber,Short Form,CAM48261 HMM*N120KMV**TIC,Call Center Internal,10/26/2015,10/27/2015,1,1999.00
Treadclimber,Short Form,CAM48263 INSPN120KMV**TIC,Call Center Internal,10/26/2015,10/27/2015,1,3626.96
Treadclimber,Electronic - UnSourced,CAM6025 SAWWEBTC,Call Center Internal,10/26/2015,10/27/2015,2,6027.98
Treadclimber,Online,CAM6110 SAWGOOGTC,Call Center Internal,10/26/2015,10/27/2015,3,8048.97
Treadclimber,Electronic - UnSourced,CAM16414 DEGBFTRC,Web,10/26/2015,10/27/2015,2,5032.99
Treadclimber,Online Shopping,CAM32123 dofg2tfeed1,Web,10/26/2015,10/27/2015,1,2019.00
Treadclimber,Electronic - Short Form,CAM36608 dsetsf12a,Web,10/26/2015,10/27/2015,1,2019.00
Treadclimber,Online Search,CAM37440 dosg2tsl21,Web,10/26/2015,10/27/2015,4,11540.98
Treadclimber,Online Search,CAM37655 dosbitsl10,Web,10/26/2015,10/27/2015,1,2019.00
Treadclimber,Online Search,CAM39442 dosbitgl1tc,Web,10/26/2015,10/27/2015,0,18.98
Treadclimber,Online Search,CAM44130 dosbitsl12,Web,10/26/2015,10/27/2015,1,2019.00
Treadclimber,Online Display,CAM47254 DODCTOTDL1,Web,10/26/2015,10/27/2015,1,2019.00
Bowflex Body,Online Search,CAM46305 DOSG2ZSL1,Web,10/26/2015,10/28/2015,12,287.52
Bowflex Body,Online Search,CAM46306 DOSBIZSL1,Web,10/26/2015,10/28/2015,1,19.95
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,10/26/2015,10/28/2015,6,143.76
Bowflex Body,Online Search,CAM46372 DOSBIZGL1BD,Web,10/26/2015,10/28/2015,5,119.75
Bowflex Catalog,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Call Center Internal,10/26/2015,10/28/2015,4,1012.84
Bowflex Catalog,Online Search,CAM32307 SAWDOSG2C,Call Center Internal,10/26/2015,10/28/2015,0,33.26
Bowflex Catalog,Online Search,CAM32376 dosg2csl1,Web,10/26/2015,10/28/2015,0,56.96
Bowflex Catalog,Online Search,CAM32380 dosmsncsl1,Web,10/26/2015,10/28/2015,0,54.98
Bowflex Catalog,Online Shopping,CAM33966 dofg2cfeed1,Web,10/26/2015,10/28/2015,1,1112.79
Bowflex Home Gyms,Electronic - UnSourced,CAM25756 DEGSAWBFG,Call Center Internal,10/26/2015,10/28/2015,0,29.26
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,10/26/2015,10/28/2015,9,13926.98
