44139200,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,5/8/2017,5/9/2017,1,1599.00
44139201,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,1399.00
44139201,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,0,.00
44139201,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,0,299.00
44139203,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,Web,5/8/2017,5/9/2017,1,1049.00
44139203,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,Web,5/8/2017,5/9/2017,0,69.00
44139300,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,299.00
44139400,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,1,2199.00
44139400,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,0,169.00
44139400,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,0,199.00
44139400,Bowflex Brand,Treadclimber,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,0,.00
44139401,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,5/8/2017,5/9/2017,1,1599.00
44139401,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,5/8/2017,5/9/2017,0,99.00
44139502,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,5/8/2017,5/9/2017,1,1599.00
44139602,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,Web,5/8/2017,5/9/2017,1,499.00
44139603,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37743 dosbigsl6,Web,5/8/2017,5/9/2017,0,.00
44139603,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37743 dosbigsl6,Web,5/8/2017,5/9/2017,1,1399.00
44139702,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,1,1999.00
44139702,Bowflex Brand,Treadclimber,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,0,.00
44139702,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,0,199.00
44139703,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,5/8/2017,5/9/2017,1,1599.00
44139703,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,5/8/2017,5/9/2017,0,159.00
44139703,Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44887 dofg2efeed1,Web,5/8/2017,5/9/2017,0,99.00
44139703,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,5/8/2017,5/9/2017,0,169.00
44139803,Bowflex Brand,Bowflex Selecttech Dumbbells,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,1,355.40
44139803,Bowflex Brand,Bowflex Selecttech Dumbbells,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,0,104.30
44139803,Bowflex Brand,Bowflex Selecttech Dumbbells,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,0,139.30
44139805,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,299.00
44139806,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,1599.00
44139807,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,355.40
44139807,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,0,139.30
44139807,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,0,104.30
44139808,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,299.00
44139809,Bowflex Brand,Results Treadmill,Online Search,CAM31081 dosg2gl1,Web,5/8/2017,5/9/2017,0,1799.00
44139905,Bowflex Brand,Bowflex Selecttech Dumbbells,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,1,549.00
44139906,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Call Center Internal,5/8/2017,5/9/2017,1,999.00
44139907,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Electronic - Short Form,CAM50738 DSEESF17B,Web,5/8/2017,5/9/2017,1,299.00
44139910,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,0,139.30
44139910,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,355.40
44139910,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,0,104.30
44140007,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50256 DODG2EDL1,Web,5/8/2017,5/9/2017,1,1599.00
44140008,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,5/8/2017,5/9/2017,1,1595.70
44140008,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,5/8/2017,5/9/2017,0,169.00
44140107,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,5/8/2017,5/9/2017,1,999.00
44140108,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,Web,5/8/2017,5/9/2017,1,2199.00
44140108,Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45798 DSEESF14H,Web,5/8/2017,5/9/2017,0,.00
44140208,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,Web,5/8/2017,5/9/2017,1,1099.00
44140208,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,Web,5/8/2017,5/9/2017,0,69.00
44140308,Bowflex Brand,Bowflex HVT,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,1799.00
44140308,Bowflex Brand,Bowflex HVT,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,0,99.00
44140309,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,2199.00
44140309,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,0,.00
44140408,Bowflex HVT,Bowflex HVT,Online Search,CAM50810 DOSG2HSL1,Web,5/8/2017,5/9/2017,1,1799.00
44140409,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50714 DODG2EDL3,Web,5/8/2017,5/9/2017,1,2199.00
44140409,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50714 DODG2EDL3,Web,5/8/2017,5/9/2017,0,139.00
44140409,Bowflex Max Trainer,Treadclimber,Online Display,CAM50714 DODG2EDL3,Web,5/8/2017,5/9/2017,0,.00
44140409,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50714 DODG2EDL3,Web,5/8/2017,5/9/2017,0,169.00
44140410,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,1599.00
44140508,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,1599.00
44140508,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,0,159.00
44140608,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,5/8/2017,5/9/2017,1,1449.00
44140708,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,2749.00
44140709,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,5/8/2017,5/9/2017,1,1848.00
44140710,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,5/8/2017,5/9/2017,1,1848.00
44140710,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,5/8/2017,5/9/2017,0,119.00
44140711,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM30753 dosg2dsl5,Web,5/8/2017,5/9/2017,1,355.40
44140711,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM30753 dosg2dsl5,Web,5/8/2017,5/9/2017,0,139.30
44140711,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM30753 dosg2dsl5,Web,5/8/2017,5/9/2017,0,104.30
44140808,Bowflex Brand,Bowflex HVT,Online Search,CAM39441 dosbigl1,Web,5/8/2017,5/9/2017,1,1799.00
44140808,Bowflex Brand,Bowflex HVT,Online Search,CAM39441 dosbigl1,Web,5/8/2017,5/9/2017,0,179.00
44140808,Bowflex Brand,Bowflex HVT,Online Search,CAM39441 dosbigl1,Web,5/8/2017,5/9/2017,0,249.00
44141008,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,5/8/2017,5/9/2017,1,1599.00
44141009,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,5/8/2017,5/9/2017,1,1049.00
44141010,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,5/8/2017,5/9/2017,1,2349.00
44141010,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,5/8/2017,5/9/2017,0,139.00
44141010,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,5/8/2017,5/9/2017,0,169.00
44141208,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,5/8/2017,5/9/2017,1,2199.00
44141208,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,5/8/2017,5/9/2017,0,199.00
44141208,Bowflex Max Trainer,Treadclimber,Online Search,CAM44497 dosg2esl1,Web,5/8/2017,5/9/2017,0,.00
44141210,Bowflex HVT,Bowflex HVT,Online Search,CAM50810 DOSG2HSL1,Web,5/8/2017,5/9/2017,1,1799.00
44141211,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,1,1446.50
44141211,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,5/8/2017,5/9/2017,0,169.00
44141308,Bowflex Brand,Treadclimber,Online Search,CAM39441 dosbigl1,Web,5/8/2017,5/9/2017,1,2749.00
