Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM28343 icad1sitecas,Web,6/30/2014,7/1/2014,1,428.99
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,6/30/2014,7/1/2014,1,349.00
Bowflex Selecttech Dumbbells,Online Search,CAM31587 icaosgcdgl1cas,Web,6/30/2014,7/1/2014,1,728.99
Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,6/30/2014,7/2/2014,2,777.99
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM40803 1800BOWFLEX_CAS,Call Center Internal,6/30/2014,7/3/2014,1,349.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM31585 icadheadlinkcag,Web,6/30/2014,7/3/2014,1,349.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,6/30/2014,7/3/2014,2,898.00
Bowflex Selecttech Dumbbells,Online Search,CAM44210 SAWICAOSGCD,Call Center Internal,6/30/2014,7/3/2014,1,299.00
Bowflex Selecttech Dumbbells,Online Search,CAM31587 icaosgcdgl1cas,Web,6/30/2014,7/3/2014,1,349.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM28343 icad1sitecas,Web,6/30/2014,7/4/2014,2,898.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,6/30/2014,7/4/2014,2,1277.99
Bowflex Selecttech Dumbbells,Online Search,CAM31587 icaosgcdgl1cas,Web,6/30/2014,7/4/2014,1,349.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM31585 icadheadlinkcag,Web,6/30/2014,7/5/2014,1,549.00
Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,6/30/2014,7/5/2014,1,349.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,6/30/2014,7/6/2014,1,549.00
Bowflex Selecttech Dumbbells,Online Search,CAM31587 icaosgcdgl1cas,Web,6/30/2014,7/6/2014,1,349.00
Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,6/30/2014,7/6/2014,1,549.00
Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM40803 1800BOWFLEX_CAS,Call Center Internal,7/7/2014,7/7/2014,1,549.00
Bowflex Selecttech Dumbbells,Online,CAM40758 ICADHOME,Web,7/7/2014,7/7/2014,2,698.00
