Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Selecttech Dumbbells,CAM132 1800BOWFLEX_CAT,,3/26/2015,3/23/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/24/2015,3/23/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,3/25/2015,3/25/2015,3/23/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/25/2015,3/23/2015,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,3/31/2015,3/26/2015,3/23/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/26/2015,3/23/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/27/2015,3/23/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/28/2015,3/23/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/29/2015,3/23/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40739 ICAWHOME,,3/25/2015,3/23/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40739 ICAWHOME,,3/26/2015,3/23/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,3/25/2015,3/25/2015,3/23/2015,1,Online,Call Center Internal
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/24/2015,3/23/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/25/2015,3/23/2015,4,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/26/2015,3/23/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/27/2015,3/23/2015,3,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/28/2015,3/23/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,3/29/2015,3/29/2015,3/23/2015,1,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/29/2015,3/23/2015,3,Online,Web
Bowflex Selecttech Dumbbells,CAM30841 icaosgctsl2,,3/26/2015,3/23/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/25/2015,3/23/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/28/2015,3/23/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/29/2015,3/23/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM36695 icaosgctgl1cat,,3/25/2015,3/23/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40990 icaosbcdgl1cas,,3/27/2015,3/23/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40990 icaosbcdgl1cas,,3/29/2015,3/23/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44423 icaosgcdsl10,,3/27/2015,3/23/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,3/27/2015,3/23/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,3/29/2015,3/29/2015,3/23/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,3/29/2015,3/23/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45624 ICAOSGCESL2,,3/25/2015,3/23/2015,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/30/2015,3/30/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,3/31/2015,3/30/2015,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,4/3/2015,3/30/2015,4,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,4/4/2015,3/30/2015,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28364 icaw1sitecab,,4/4/2015,3/30/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40760 ICATHOME,,3/30/2015,3/30/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,3/30/2015,3/30/2015,3/30/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/30/2015,3/30/2015,4,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,3/31/2015,3/30/2015,1,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,4/1/2015,3/30/2015,5,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,4/3/2015,3/30/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,4/4/2015,3/30/2015,3,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,4/5/2015,3/30/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM30891 SAWICAOSGCW,,4/2/2015,3/30/2015,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,3/31/2015,3/30/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,4/1/2015,3/30/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,4/2/2015,3/30/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,4/3/2015,3/30/2015,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,4/5/2015,3/30/2015,4,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40990 icaosbcdgl1cas,,3/31/2015,3/30/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40990 icaosbcdgl1cas,,4/5/2015,3/30/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40991 icaosbcggl1cab,,4/5/2015,3/30/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44210 SAWICAOSGCD,,3/30/2015,3/30/2015,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,3/30/2015,3/30/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM47283 ICAOSGCDSL12,,4/4/2015,3/30/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45437 ICAOFG2TFEED1,,3/31/2015,3/30/2015,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45438 ICAOFG2GFEED1,,4/2/2015,3/30/2015,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM129 1800BOWFLEX_BST,,4/11/2015,4/6/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM26641 icawsinglelp,,4/8/2015,4/6/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,4/6/2015,4/6/2015,4/6/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,4/6/2015,4/6/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,4/7/2015,4/6/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,4/8/2015,4/8/2015,4/6/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,4/9/2015,4/6/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,4/11/2015,4/6/2015,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28343 icad1sitecas,,4/12/2015,4/6/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM28364 icaw1sitecab,,4/8/2015,4/6/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40739 ICAWHOME,,4/7/2015,4/6/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM40739 ICAWHOME,,4/11/2015,4/6/2015,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM2567 icadhome_BST,,4/10/2015,4/6/2015,1,Online,Call Center Internal
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,4/6/2015,4/6/2015,1,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,4/7/2015,4/6/2015,2,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,4/8/2015,4/6/2015,1,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,4/9/2015,4/9/2015,4/6/2015,1,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,4/9/2015,4/6/2015,3,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,4/10/2015,4/6/2015,1,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,4/11/2015,4/6/2015,1,Online,Web
Bowflex Selecttech Dumbbells,CAM40758 ICADHOME,,4/12/2015,4/6/2015,1,Online,Web
Bowflex Selecttech Dumbbells,CAM31268 icaosgcwgl1cab,,4/9/2015,4/6/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,4/6/2015,4/6/2015,4/6/2015,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31587 icaosgcdgl1cas,,4/6/2015,4/6/2015,1,Online Search,Web
