Market Channel,Ad ID,Order Week Monday,Date,Count of Orders,Total Revenue
Online Search,CAM32307 SAWDOSG2C,7/21/2014,7/24/2014,1,634.94
Online Search,CAM32308 SAWDOSMSNC,7/21/2014,7/24/2014,1,636.44
Online Search,CAM32376 dosg2csl1,7/21/2014,7/24/2014,3,1221.34
Online Search,CAM32380 dosmsncsl1,7/21/2014,7/24/2014,2,136.75
Online Shopping,CAM33960 SAWDOFSZC,7/21/2014,7/24/2014,1,3641.27
Online Shopping,CAM33966 dofg2cfeed1,7/21/2014,7/24/2014,4,4098.98
Online Search,CAM1887 dosg2ggl1bf_BFC,7/21/2014,7/25/2014,1,1949.64
Online Search,CAM1902 dosg2tmobile_BFC,7/21/2014,7/25/2014,1,2888.30
Online Search,CAM32307 SAWDOSG2C,7/21/2014,7/25/2014,1,104.45
Online Search,CAM32376 dosg2csl1,7/21/2014,7/25/2014,1,1363.16
Online Search,CAM32380 dosmsncsl1,7/21/2014,7/25/2014,1,52.98
Online Shopping,CAM33966 dofg2cfeed1,7/21/2014,7/25/2014,3,4627.20
Online Search,CAM32308 SAWDOSMSNC,7/21/2014,7/26/2014,1,137.65
Online Search,CAM32376 dosg2csl1,7/21/2014,7/26/2014,1,358.28
Online Search,CAM32380 dosmsncsl1,7/21/2014,7/26/2014,3,432.49
Online Shopping,CAM33966 dofg2cfeed1,7/21/2014,7/26/2014,6,2208.81
Online Shopping,CAM33968 dofpgcfeed1,7/21/2014,7/26/2014,2,73.81
Online Search,CAM32308 SAWDOSMSNC,7/21/2014,7/27/2014,2,5077.69
Online Search,CAM32376 dosg2csl1,7/21/2014,7/27/2014,2,695.91
Online Search,CAM32380 dosmsncsl1,7/21/2014,7/27/2014,3,3016.33
Online Shopping,CAM33953 SAWDOFG2C,7/21/2014,7/27/2014,1,1633.91
Online Shopping,CAM33966 dofg2cfeed1,7/21/2014,7/27/2014,2,78.66
Online Shopping,CAM33968 dofpgcfeed1,7/21/2014,7/27/2014,3,1554.37
Online Search,CAM32376 dosg2csl1,7/28/2014,7/28/2014,3,2135.53
Online Search,CAM32380 dosmsncsl1,7/28/2014,7/28/2014,2,1157.91
Online Shopping,CAM33966 dofg2cfeed1,7/28/2014,7/28/2014,1,11.25
Online Shopping,CAM33967 dofnextcfeed1,7/28/2014,7/28/2014,1,42.68
Online Search,CAM32307 SAWDOSG2C,7/28/2014,7/29/2014,1,426.93
Online Search,CAM32376 dosg2csl1,7/28/2014,7/29/2014,3,844.71
Online Shopping,CAM33953 SAWDOFG2C,7/28/2014,7/29/2014,1,323.22
Online Shopping,CAM33966 dofg2cfeed1,7/28/2014,7/29/2014,3,69.77
Online Search,CAM32308 SAWDOSMSNC,7/28/2014,7/30/2014,1,754.92
Online Search,CAM32376 dosg2csl1,7/28/2014,7/30/2014,1,57.04
Online Search,CAM32380 dosmsncsl1,7/28/2014,7/30/2014,2,559.14
Online Shopping,CAM33953 SAWDOFG2C,7/28/2014,7/30/2014,1,1603.93
Online Shopping,CAM33966 dofg2cfeed1,7/28/2014,7/30/2014,2,1716.35
Online Shopping,CAM33968 dofpgcfeed1,7/28/2014,7/30/2014,1,146.42
Online Search,CAM32308 SAWDOSMSNC,7/28/2014,7/31/2014,1,3293.65
Online Search,CAM32376 dosg2csl1,7/28/2014,7/31/2014,4,3904.84
Online Search,CAM32380 dosmsncsl1,7/28/2014,7/31/2014,2,970.22
Online Shopping,CAM33953 SAWDOFG2C,7/28/2014,7/31/2014,1,543.91
Online Shopping,CAM33966 dofg2cfeed1,7/28/2014,7/31/2014,4,2395.08
