Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44948 dofbiefeed1,TouchPoint Integrated Communications,Web,10/16/2017,10/22/2017,100469 BFX Max Trainer M7,1,1999.00
Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44948 dofbiefeed1,TouchPoint Integrated Communications,Web,10/16/2017,10/22/2017,10293 TRC Machine Mat,0,.00
Results Elliptical,Results Elliptical,Online Shopping,CAM50824 DOFG2BXEFEED1,TouchPoint Integrated Communications,Web,10/16/2017,10/22/2017,100506 BFX BXE216 Elliptical,0,1799.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM47987 DOXFBESCL001,TouchPoint Integrated Communications,Web,10/16/2017,10/22/2017,100359 BFX MAX TRAINER M5,1,1499.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM47987 DOXFBESCL001,TouchPoint Integrated Communications,Web,10/16/2017,10/22/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,179.00
Treadclimber,Bowflex Max Trainer,Short Form,CAM48068 ION*N120WMNS*TIC,TouchPoint Integrated Communications,Call Center Internal,10/16/2017,10/22/2017,100359 BFX MAX TRAINER M5,1,1449.00
Treadclimber,Treadclimber,Short Form,CAM48068 ION*N120WMNS*TIC,TouchPoint Integrated Communications,Call Center Internal,10/16/2017,10/22/2017,10293 TRC Machine Mat,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51160 IFC*N120MXMEXTIC,TouchPoint Integrated Communications,Call Center Internal,10/16/2017,10/22/2017,100359 BFX MAX TRAINER M5,1,1499.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51160 IFC*N120MXMEXTIC,TouchPoint Integrated Communications,Call Center Internal,10/16/2017,10/22/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,179.00
Bowflex HVT,Bowflex Max Trainer,Short Form,CAM51859 LAFFN120HFEARTIC,TouchPoint Integrated Communications,Call Center Internal,10/16/2017,10/22/2017,100359 BFX MAX TRAINER M5,1,1499.00
Bowflex HVT,Bowflex Max Trainer,Short Form,CAM51859 LAFFN120HFEARTIC,TouchPoint Integrated Communications,Call Center Internal,10/16/2017,10/22/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
Bowflex Max Trainer,Bowflex HVT,Short Form,CAM52185 FOXNN60*M450STIC,TouchPoint Integrated Communications,Call Center Internal,10/16/2017,10/22/2017,100551 Bowflex HVT,1,1599.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM52185 FOXNN60*M450STIC,TouchPoint Integrated Communications,Call Center Internal,10/16/2017,10/22/2017,100359 BFX MAX TRAINER M5,1,1499.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM52185 FOXNN60*M450STIC,TouchPoint Integrated Communications,Call Center Internal,10/16/2017,10/22/2017,10293 TRC Machine Mat,0,.00
