48058691,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100469 BFX Max Trainer M7,1,1999.00
48058691,Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,10293 TRC Machine Mat,0,.00
48058791,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48058791,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,179.00
48058792,Bowflex Brand,Bowflex HVT,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/18/2017,9/23/2017,100551 Bowflex HVT,1,1599.00
48058792,Bowflex Brand,Bowflex Catalog,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/18/2017,9/23/2017,004-5563 Men's Weighted Vest,0,40.00
48058891,Bowflex Catalog,Bowflex Max Trainer,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48058892,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48058892,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,179.00
48058892,Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,10293 TRC Machine Mat,0,99.00
48058994,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48059093,Bowflex Brand,Treadclimber,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100456 BFX TC100 TREADCLIMBER,1,1749.00
48059193,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,9/18/2017,9/23/2017,100334 BFX XTREME 2SE HOME GYM,1,1399.00
48059193,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,9/18/2017,9/23/2017,95146 BFX 310# Rod Upgrade,0,.00
48059193,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,9/18/2017,9/23/2017,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,0,14.99
48059195,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/18/2017,9/23/2017,100456 BFX TC100 TREADCLIMBER,1,1749.00
48059195,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/18/2017,9/23/2017,100456-PS3 TC100 Protection Plan - 3 Years (90 Days),0,149.00
48059398,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48059598,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100358 BFX MAX TRAINER M3,1,1099.00
48059699,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Call Center Internal,9/18/2017,9/23/2017,100469 BFX Max Trainer M7,1,1999.00
48059699,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Call Center Internal,9/18/2017,9/23/2017,10293 TRC Machine Mat,0,.00
48059699,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Call Center Internal,9/18/2017,9/23/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,219.00
48059701,Bowflex Brand,Results Treadmill,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,9/18/2017,9/23/2017,100507 BFX BXT216 Treadmill,0,1619.10
48059703,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48059803,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51472 DISMN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48059803,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51472 DISMN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,179.00
48059804,Treadclimber,Bowflex Max Trainer,Short Form,CAM48812 OXGNN60*HKINGTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48059806,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48059806,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
48060007,Bowflex HVT,Bowflex HVT,Un-Sourced,CAM50745 1800HVT,Internal,Call Center Internal,9/18/2017,9/23/2017,100551 Bowflex HVT,1,1599.00
48060007,Bowflex HVT,Bowflex HVT,Un-Sourced,CAM50745 1800HVT,Internal,Call Center Internal,9/18/2017,9/23/2017,100551-PS5 HVT Protection Plan - 5 years (90 days),0,179.00
48060008,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Internal,Call Center Internal,9/18/2017,9/23/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
48060008,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Internal,Call Center Internal,9/18/2017,9/23/2017,710000-PS2 BST1090 Protection Plan - 2 years (90 days),0,69.00
48060009,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48060109,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/18/2017,9/23/2017,100358 BFX MAX TRAINER M3,1,1049.00
48060309,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51499 DISMN60*M350CTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48060309,Bowflex Max Trainer,Treadclimber,Short Form,CAM51499 DISMN60*M350CTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,10293 TRC Machine Mat,0,99.00
48060309,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51499 DISMN60*M350CTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
48060310,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100358 BFX MAX TRAINER M3,1,1049.00
48060410,Bowflex Home Gyms,Bowflex Max Trainer,Online Display,CAM51412 DODTABOOLAGDL1,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100358 BFX MAX TRAINER M3,1,1049.00
48060410,Bowflex Home Gyms,Treadclimber,Online Display,CAM51412 DODTABOOLAGDL1,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,10293 TRC Machine Mat,0,108.99
48060410,Bowflex Home Gyms,Bowflex Max Trainer,Online Display,CAM51412 DODTABOOLAGDL1,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100358-PS5 M3 Protection Plan - 5 years (90 Days),0,119.00
48060411,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100469 BFX Max Trainer M7,1,1999.00
48060411,Bowflex Max Trainer,Treadclimber,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,10293 TRC Machine Mat,0,.00
48060511,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51526 BRNGN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48060511,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51526 BRNGN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
48060511,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51526 BRNGN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
48060512,Treadclimber,Bowflex Catalog,Short Form,CAM48812 OXGNN60*HKINGTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,004-5563 Men's Weighted Vest,0,56.00
48060512,Treadclimber,Bowflex Catalog,Short Form,CAM48812 OXGNN60*HKINGTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,005-0027 Bowflex BMI Daily Calorie Scale,0,34.99
48060512,Treadclimber,Bowflex Catalog,Short Form,CAM48812 OXGNN60*HKINGTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,11967 Hot Cold Neck Wrap,0,34.96
48060512,Treadclimber,Bowflex Home Gyms,Short Form,CAM48812 OXGNN60*HKINGTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,001-3661 Tricep Rope,0,24.49
48060512,Treadclimber,Bowflex HVT,Short Form,CAM48812 OXGNN60*HKINGTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,8012884 BFX Dual Mat,0,69.30
48060512,Treadclimber,Bowflex Home Gyms,Short Form,CAM48812 OXGNN60*HKINGTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,001-3354 Gym Style Ab Crunch Attachment,0,139.99
48060512,Treadclimber,Bowflex Home Gyms,Short Form,CAM48812 OXGNN60*HKINGTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,003-4182 Bowflex Towel,0,39.17
48060513,Treadclimber,Results Elliptical,Short Form,CAM48812 OXGNN60*HKINGTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100506 BFX BXE216 Elliptical,0,1619.10
48060513,Treadclimber,Results Elliptical,Short Form,CAM48812 OXGNN60*HKINGTIC,TouchPoint Integrated Communications,Call Center Internal,9/18/2017,9/23/2017,100506-PS5 BXE 216 Protection Plan - 5 years (90 days),0,199.00
48060615,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100358 BFX MAX TRAINER M3,1,1099.00
48060616,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48060616,Bowflex Max Trainer,Bowflex HVT,Online Display,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,8012884 BFX Dual Mat,0,99.00
48060617,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,100359 BFX MAX TRAINER M5,1,1499.00
48060715,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,9/18/2017,9/23/2017,100131 BFX 552 Dumbbell Kit,1,249.00
48060717,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/18/2017,9/23/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
