Internal ID,Transaction Number,Status
92617425,RA-91370,Pending Receipt
92820380,RA-91844,Pending Receipt
92828958,RA-91884,Pending Receipt
92884166,RA-92022,Pending Receipt
93260319,RA-92940,Pending Receipt
93508520,RA-93478,Pending Receipt
93518458,RA-93525,Pending Receipt
93554620,RA-93629,Pending Receipt
93737837,RA-93966,Pending Receipt
93928190,RA-94260,Pending Receipt
94068389,RA-94531,Pending Receipt
94331526,RA-95139,Pending Receipt
94427777,RA-95353,Pending Receipt
94429541,RA-95372,Pending Receipt
94431167,RA-95379,Pending Receipt
94431372,RA-95380,Pending Receipt
94431473,RA-95381,Pending Receipt
94431474,RA-95382,Pending Receipt
94888750,RA-96273,Pending Receipt
94969695,RA-96501,Pending Receipt
94972071,RA-96516,Pending Receipt
94974303,RA-96535,Pending Receipt
94979579,RA-96580,Pending Receipt
94979729,RA-96584,Pending Receipt
94980976,RA-96602,Pending Receipt
95105759,RA-96840,Pending Receipt
95108811,RA-96866,Pending Receipt
95144555,RA-96918,Pending Receipt
95194382,RA-97011,Pending Receipt
95315120,RA-97166,Pending Receipt
95316395,RA-97168,Pending Receipt
95362334,RA-97256,Pending Receipt
95455689,RA-97482,Pending Receipt
95795631,RA-98138,Pending Receipt
