Internal ID,Transaction Number,Status
102617808,RA-113007,Pending Receipt
102649749,RA-113095,Pending Receipt
102800835,RA-113385,Pending Receipt
102895781,RA-113549,Pending Receipt
102920772,RA-113595,Pending Receipt
103154446,RA-114198,Pending Receipt
103155495,RA-114208,Pending Refund/Partially Received
103294831,RA-114598,Pending Receipt
103294832,RA-114599,Pending Receipt
103718531,RA-115276,Pending Receipt
103834440,RA-115555,Pending Receipt
103927870,RA-115883,Pending Receipt
103978578,RA-116017,Pending Receipt
103979097,RA-116018,Pending Receipt
104020099,RA-116113,Pending Receipt
104121259,RA-116280,Pending Receipt
104242562,RA-116623,Pending Receipt
104277693,RA-116682,Pending Receipt
104390705,RA-116803,Pending Refund/Partially Received
104659276,RA-117309,Pending Receipt
104667517,RA-117351,Pending Receipt
104670914,RA-117374,Pending Receipt
104679590,RA-117403,Pending Receipt
104775306,RA-117611,Pending Receipt
104877502,RA-117767,Pending Receipt
104909771,RA-117822,Pending Receipt
104913181,RA-117859,Pending Receipt
104915180,RA-117870,Pending Receipt
104947445,RA-117956,Pending Receipt
104949311,RA-117973,Pending Receipt
104951962,RA-118000,Pending Receipt
104955348,RA-118033,Pending Receipt
104961896,RA-118091,Pending Receipt
104986392,RA-118125,Pending Receipt
105002095,RA-118215,Pending Receipt
105002350,RA-118221,Pending Receipt
105038738,RA-118277,Pending Receipt
105040706,RA-118286,Pending Receipt
105114811,RA-118378,Pending Receipt
105117235,RA-118387,Pending Receipt
105125088,RA-118414,Pending Receipt
105155754,RA-118525,Pending Receipt
105158535,RA-118536,Pending Receipt
105203222,RA-118703,Pending Receipt
105207712,RA-118753,Pending Receipt
105208136,RA-118758,Pending Receipt
105234028,RA-118775,Pending Receipt
105234230,RA-118776,Pending Receipt
105234754,RA-118778,Pending Receipt
105234763,RA-118780,Pending Receipt
105234875,RA-118782,Pending Receipt
105236375,RA-118791,Pending Receipt
105237091,RA-118795,Pending Receipt
105237098,RA-118797,Pending Receipt
105237317,RA-118799,Pending Receipt
105282500,RA-118958,Pending Receipt
105288763,RA-118993,Pending Receipt
