Internal ID,Transaction Number,Status
121980563,RA-157030,Pending Receipt
122014551,RA-157096,Pending Receipt
122118365,RA-157307,Pending Receipt
122136242,RA-157343,Pending Receipt
122478381,RA-157939,Pending Receipt
122625608,RA-158102,Pending Receipt
122799764,RA-158308,Pending Receipt
122896473,RA-158417,Pending Receipt
123087675,RA-158694,Pending Receipt
123095231,RA-158733,Pending Receipt
123095864,RA-158750,Pending Receipt
123138141,RA-158824,Pending Receipt
123186554,RA-158896,Pending Receipt
123223119,RA-158994,Pending Receipt
123228506,RA-159007,Pending Receipt
123273601,RA-159076,Pending Receipt
123330591,RA-159114,Pending Receipt
123331422,RA-159116,Pending Receipt
123357511,RA-159191,Pending Receipt
123358646,RA-159199,Pending Receipt
123404507,RA-159290,Pending Receipt
123466864,RA-159452,Pending Receipt
123567460,RA-159749,Pending Receipt
123568596,RA-159752,Pending Receipt
123605741,RA-159859,Pending Receipt
123636436,RA-159892,Pending Refund/Partially Received
123704025,RA-159961,Pending Receipt
123709245,RA-159990,Pending Receipt
123711524,RA-159996,Pending Receipt
123712917,RA-160007,Pending Refund/Partially Received
123765367,RA-160126,Pending Receipt
123765368,RA-160127,Pending Receipt
123779276,RA-160187,Pending Receipt
