Internal ID,Transaction Number,Status
108293537,RA-128924,Pending Receipt
108347204,RA-129073,Pending Receipt
108412101,RA-129188,Pending Receipt
108413329,RA-129196,Pending Receipt
108439761,RA-129287,Pending Receipt
108932765,RA-130404,Pending Receipt
109053701,RA-130741,Pending Receipt
109249821,RA-131170,Pending Receipt
109298702,RA-131311,Partially Received
109440860,RA-131630,Pending Receipt
109444123,RA-131651,Pending Receipt
109463371,RA-131694,Pending Receipt
109465854,RA-131717,Pending Refund/Partially Received
109522191,RA-131814,Pending Receipt
110023917,RA-132838,Pending Receipt
110052870,RA-132948,Pending Receipt
110135693,RA-133159,Pending Receipt
110225166,RA-133310,Pending Receipt
110255298,RA-133375,Pending Receipt
110258401,RA-133381,Pending Receipt
110265237,RA-133395,Pending Receipt
110281833,RA-133442,Pending Receipt
110442351,RA-133732,Pending Receipt
