Internal ID,Transaction Number,Status
79453118,RA-69251,Pending Receipt
79593067,RA-69464,Pending Receipt
79704488,RA-69610,Pending Receipt
79705464,RA-69613,Pending Receipt
79922383,RA-69892,Pending Receipt
80099095,RA-70272,Pending Receipt
80240914,RA-70500,Pending Receipt
80260083,RA-70553,Pending Receipt
80451731,RA-70781,Pending Receipt
80467701,RA-70825,Pending Receipt
80627343,RA-71124,Pending Receipt
80630801,RA-71140,Pending Receipt
80658268,RA-71213,Pending Refund/Partially Received
80794260,RA-71513,Pending Receipt
80795645,RA-71515,Pending Receipt
80847312,RA-71566,Pending Receipt
80918609,RA-71737,Pending Receipt
80920048,RA-71751,Pending Receipt
80920077,RA-71752,Pending Receipt
