Internal ID,Transaction Number,Status
112129471,RA-137344,Pending Receipt
112155930,RA-137367,Pending Receipt
112303184,RA-137591,Pending Receipt
112520035,RA-138027,Pending Receipt
112724101,RA-138474,Pending Receipt
112749391,RA-138544,Pending Receipt
112749392,RA-138545,Pending Receipt
113050110,RA-139026,Pending Receipt
113087027,RA-139128,Pending Receipt
113599446,RA-139999,Pending Receipt
113689099,RA-140068,Pending Receipt
113731807,RA-140183,Pending Receipt
113812978,RA-140350,Pending Receipt
113847923,RA-140435,Pending Receipt
113921923,RA-140492,Pending Receipt
113947064,RA-140521,Pending Receipt
113955765,RA-140543,Pending Receipt
113989334,RA-140608,Pending Receipt
114048585,RA-140650,Pending Receipt
114048586,RA-140651,Pending Receipt
114166597,RA-140717,Pending Receipt
114169956,RA-140726,Pending Receipt
114209617,RA-140797,Pending Refund/Partially Received
114213352,RA-140812,Pending Receipt
114226793,RA-140857,Pending Refund/Partially Received
114260803,RA-140920,Pending Receipt
114262368,RA-140925,Pending Receipt
114297950,RA-140971,Pending Receipt
114307093,RA-141010,Pending Receipt
114309244,RA-141015,Pending Receipt
114314801,RA-141042,Pending Receipt
