Internal ID,Transaction Number,Status
85319625,RA-80823,Pending Receipt
86168524,RA-81863,Pending Receipt
86513049,RA-82482,Pending Receipt
87329159,RA-83485,Pending Receipt
87722293,RA-84057,Partially Received
87759208,RA-84108,Pending Receipt
88091515,RA-84503,Pending Refund/Partially Received
88352355,RA-84869,Pending Receipt
88747303,RA-85569,Pending Receipt
88945083,RA-85864,Pending Receipt
89287529,RA-86616,Pending Receipt
89327033,RA-86693,Pending Receipt
89917124,RA-88756,Pending Receipt
89918456,RA-88758,Pending Receipt
89918675,RA-88759,Pending Receipt
89918989,RA-88762,Pending Receipt
89919813,RA-88776,Pending Receipt
