Internal ID,Transaction Number,Status
84871462,RA-80139,Pending Receipt
85197654,RA-80652,Pending Receipt
85319625,RA-80823,Pending Receipt
85340418,RA-80855,Pending Receipt
85499648,RA-81066,Pending Receipt
85568064,RA-81213,Pending Receipt
85696157,RA-81305,Pending Receipt
86168524,RA-81863,Pending Receipt
86513049,RA-82482,Pending Receipt
86601831,RA-82645,Pending Refund/Partially Received
87184314,RA-83356,Pending Receipt
87223211,RA-83418,Pending Receipt
87223352,RA-83422,Pending Receipt
87332458,RA-83503,Pending Receipt
87375037,RA-83573,Pending Receipt
87416915,RA-83642,Pending Receipt
87616488,RA-83871,Pending Receipt
87812701,RA-84177,Pending Receipt
