Internal ID,Transaction Number,Status
85197654,RA-80652,Pending Receipt
85319625,RA-80823,Pending Receipt
85340418,RA-80855,Pending Receipt
85499648,RA-81066,Pending Receipt
85568064,RA-81213,Pending Receipt
85696157,RA-81305,Pending Receipt
86168524,RA-81863,Pending Receipt
86513049,RA-82482,Pending Receipt
86601831,RA-82645,Pending Refund/Partially Received
87223211,RA-83418,Pending Receipt
87328204,RA-83477,Pending Receipt
87329159,RA-83485,Pending Receipt
87375037,RA-83573,Pending Receipt
87381554,RA-83592,Pending Receipt
87383161,RA-83599,Pending Refund/Partially Received
87453069,RA-83710,Pending Receipt
87615439,RA-83863,Pending Receipt
87682305,RA-83992,Pending Receipt
87722293,RA-84057,Pending Refund/Partially Received
87724999,RA-84063,Pending Refund/Partially Received
87729258,RA-84076,Pending Receipt
87729266,RA-84079,Pending Receipt
87759208,RA-84108,Pending Receipt
87916089,RA-84264,Pending Receipt
87988717,RA-84360,Pending Receipt
88091515,RA-84503,Pending Receipt
88143555,RA-84605,Pending Receipt
88343995,RA-84839,Pending Receipt
