Internal ID,Transaction Number,Status
92884166,RA-92022,Pending Receipt
93260319,RA-92940,Pending Receipt
93508520,RA-93478,Pending Receipt
93518458,RA-93525,Pending Receipt
93554620,RA-93629,Pending Receipt
93737837,RA-93966,Pending Receipt
93928190,RA-94260,Pending Receipt
94068389,RA-94531,Pending Receipt
94331526,RA-95139,Pending Receipt
94427777,RA-95353,Pending Receipt
94429541,RA-95372,Pending Receipt
94431167,RA-95379,Pending Receipt
94431372,RA-95380,Pending Receipt
94431473,RA-95381,Pending Receipt
94431474,RA-95382,Pending Receipt
94969695,RA-96501,Pending Receipt
94972071,RA-96516,Pending Receipt
94979579,RA-96580,Pending Receipt
94979729,RA-96584,Pending Receipt
94980976,RA-96602,Pending Receipt
95108811,RA-96866,Pending Receipt
95194382,RA-97011,Pending Receipt
95316395,RA-97168,Pending Receipt
95362334,RA-97256,Pending Receipt
95455689,RA-97482,Pending Receipt
95639494,RA-97672,Pending Receipt
95652833,RA-97789,Pending Receipt
95682626,RA-97811,Pending Receipt
95728365,RA-97912,Pending Receipt
95731304,RA-97922,Pending Receipt
95731507,RA-97923,Pending Receipt
95731610,RA-97926,Pending Receipt
95788870,RA-98103,Pending Receipt
95795631,RA-98138,Pending Receipt
95894261,RA-98290,Pending Receipt
95898377,RA-98320,Pending Receipt
95941716,RA-98480,Pending Receipt
96080002,RA-99068,Pending Receipt
96082194,RA-99088,Pending Receipt
96083114,RA-99093,Pending Receipt
96158054,RA-99115,Pending Receipt
96158695,RA-99120,Pending Receipt
96161572,RA-99148,Pending Receipt
96169268,RA-99186,Pending Receipt
96174673,RA-99215,Pending Receipt
96175955,RA-99227,Pending Receipt
96199843,RA-99264,Pending Receipt
96207600,RA-99331,Pending Receipt
96208776,RA-99345,Pending Receipt
96214296,RA-99370,Pending Receipt
96216695,RA-99396,Pending Receipt
96231374,RA-99407,Pending Receipt
96231475,RA-99408,Pending Receipt
96231676,RA-99409,Pending Receipt
96231677,RA-99410,Pending Receipt
96231678,RA-99411,Pending Receipt
96265541,RA-99534,Pending Receipt
