Internal ID,Transaction Number,Status
123330591,RA-159114,Pending Receipt
123331422,RA-159116,Pending Receipt
123357511,RA-159191,Pending Receipt
123567460,RA-159749,Pending Receipt
123605741,RA-159859,Pending Receipt
123918339,RA-160410,Pending Receipt
123918749,RA-160414,Pending Receipt
123982824,RA-160566,Pending Receipt
124060605,RA-160650,Pending Receipt
124099023,RA-160737,Pending Receipt
124506207,RA-161579,Pending Receipt
124523074,RA-161629,Pending Receipt
125231958,RA-162866,Pending Receipt
125290696,RA-162981,Pending Receipt
125335399,RA-163021,Pending Receipt
125335517,RA-163022,Pending Receipt
125403801,RA-163153,Pending Receipt
125405472,RA-163166,Pending Receipt
