Internal ID,Transaction Number,Status
79704488,RA-69610,Pending Receipt
79705464,RA-69613,Pending Receipt
79922383,RA-69892,Pending Receipt
80260083,RA-70553,Pending Receipt
80451731,RA-70781,Pending Receipt
80467701,RA-70825,Pending Receipt
80627343,RA-71124,Pending Receipt
80658268,RA-71213,Pending Refund/Partially Received
80847312,RA-71566,Pending Receipt
80918609,RA-71737,Pending Receipt
81225389,RA-72435,Pending Receipt
81372796,RA-72701,Pending Receipt
81472346,RA-72911,Pending Refund/Partially Received
81473690,RA-72917,Pending Receipt
81493934,RA-72956,Pending Refund/Partially Received
81494488,RA-72959,Pending Receipt
81496231,RA-72960,Pending Receipt
81502288,RA-72990,Pending Receipt
81618960,RA-73247,Pending Receipt
