Internal ID,Transaction Number,Status
120395679,RA-154564,Pending Receipt
121025267,RA-155514,Pending Receipt
121025269,RA-155515,Pending Refund/Partially Received
121025274,RA-155516,Pending Receipt
121605329,RA-156351,Pending Receipt
121722878,RA-156568,Pending Receipt
121813628,RA-156748,Pending Receipt
121882803,RA-156848,Pending Receipt
121899531,RA-156878,Pending Receipt
121916605,RA-156904,Pending Receipt
121975222,RA-157000,Pending Receipt
121980563,RA-157030,Pending Receipt
122007758,RA-157080,Pending Receipt
122014551,RA-157096,Pending Receipt
