Internal ID,Transaction Number,Status
113050110,RA-139026,Pending Receipt
113087027,RA-139128,Pending Receipt
113599446,RA-139999,Pending Receipt
113812978,RA-140350,Pending Receipt
113847923,RA-140435,Pending Receipt
113955765,RA-140543,Pending Receipt
114048586,RA-140651,Pending Refund/Partially Received
114213352,RA-140812,Pending Receipt
114307093,RA-141010,Pending Receipt
114309244,RA-141015,Pending Receipt
114423023,RA-141237,Pending Receipt
114539300,RA-141562,Pending Refund/Partially Received
114638912,RA-141705,Pending Receipt
114952835,RA-142522,Pending Receipt
114958711,RA-142556,Pending Receipt
114978676,RA-142631,Pending Receipt
114992301,RA-142717,Pending Receipt
114992443,RA-142725,Pending Receipt
115138224,RA-142906,Pending Receipt
115183674,RA-143053,Pending Receipt
115219424,RA-143159,Partially Received
115301142,RA-143263,Pending Receipt
115301875,RA-143267,Pending Receipt
115329610,RA-143311,Pending Receipt
115332663,RA-143319,Pending Receipt
115333178,RA-143321,Pending Receipt
115376838,RA-143397,Pending Receipt
115387263,RA-143416,Pending Receipt
115390989,RA-143425,Pending Receipt
115435297,RA-143508,Pending Receipt
115459577,RA-143552,Pending Receipt
115547877,RA-143601,Pending Receipt
115554418,RA-143618,Pending Receipt
115555374,RA-143633,Pending Receipt
115556211,RA-143646,Pending Receipt
115602062,RA-143759,Pending Receipt
115612406,RA-143840,Pending Receipt
