Internal ID,Transaction Number,Status
104667517,RA-117351,Pending Receipt
104877502,RA-117767,Pending Receipt
104947445,RA-117956,Pending Receipt
104949311,RA-117973,Pending Receipt
104951962,RA-118000,Pending Receipt
104955348,RA-118033,Pending Receipt
104961896,RA-118091,Pending Receipt
105002095,RA-118215,Pending Receipt
105117235,RA-118387,Pending Receipt
105125088,RA-118414,Pending Receipt
105208136,RA-118758,Pending Receipt
105282500,RA-118958,Pending Receipt
105410397,RA-119212,Pending Receipt
105418549,RA-119260,Pending Receipt
105454537,RA-119376,Pending Receipt
105486540,RA-119487,Pending Receipt
105603320,RA-119718,Pending Receipt
105678503,RA-119924,Pending Receipt
105681168,RA-119931,Pending Receipt
105879732,RA-120517,Pending Receipt
105907508,RA-120570,Pending Receipt
105996953,RA-120864,Pending Receipt
106059459,RA-120883,Pending Receipt
106061512,RA-120888,Pending Receipt
106069619,RA-120923,Pending Receipt
106205219,RA-121497,Pending Receipt
106273430,RA-121650,Pending Receipt
106273537,RA-121652,Pending Receipt
106311280,RA-121826,Pending Receipt
106345841,RA-121954,Pending Receipt
106513227,RA-122577,Pending Receipt
106545218,RA-122692,Pending Receipt
106779471,RA-123602,Pending Refund/Partially Received
106815065,RA-123738,Pending Receipt
106943306,RA-124082,Pending Receipt
106945959,RA-124118,Pending Receipt
106978687,RA-124224,Pending Refund/Partially Received
106980377,RA-124231,Pending Receipt
106983161,RA-124246,Pending Receipt
106984857,RA-124273,Pending Receipt
107008930,RA-124327,Pending Receipt
107023050,RA-124401,Pending Receipt
107027682,RA-124425,Pending Refund/Partially Received
107051918,RA-124460,Pending Receipt
107062163,RA-124522,Pending Receipt
107084364,RA-124571,Pending Refund/Partially Received
107088070,RA-124602,Pending Receipt
107088075,RA-124603,Pending Receipt
107094978,RA-124637,Pending Receipt
107095422,RA-124640,Pending Receipt
107100464,RA-124660,Pending Receipt
107160337,RA-124723,Pending Receipt
107160340,RA-124724,Pending Receipt
107171394,RA-124757,Pending Receipt
107171398,RA-124759,Pending Receipt
107190806,RA-124781,Pending Receipt
107192750,RA-124797,Pending Receipt
107196286,RA-124823,Pending Receipt
107201034,RA-124858,Pending Receipt
107202000,RA-124876,Pending Receipt
107202002,RA-124877,Pending Receipt
107229860,RA-124944,Pending Refund/Partially Received
107243203,RA-125091,Pending Receipt
107273430,RA-125166,Pending Receipt
107280068,RA-125236,Pending Receipt
107311584,RA-125510,Pending Receipt
