Internal ID,Transaction Number,Status
80847312,RA-71566,Pending Receipt
80918609,RA-71737,Pending Receipt
81225389,RA-72435,Pending Receipt
81473690,RA-72917,Pending Receipt
81800141,RA-73627,Pending Refund/Partially Received
81886639,RA-73769,Pending Receipt
81998043,RA-73972,Pending Refund/Partially Received
82000618,RA-73989,Pending Refund/Partially Received
82001877,RA-74003,Pending Receipt
82023879,RA-74035,Pending Receipt
82070576,RA-74089,Pending Receipt
82311209,RA-74411,Pending Receipt
82325583,RA-74458,Pending Receipt
82350869,RA-74510,Pending Receipt
82374162,RA-74563,Pending Receipt
82381099,RA-74591,Pending Receipt
82491210,RA-74899,Pending Receipt
82499205,RA-74972,Pending Receipt
82519257,RA-75034,Pending Receipt
82548322,RA-75217,Pending Receipt
82551578,RA-75232,Pending Receipt
82551622,RA-75234,Pending Receipt
82551631,RA-75237,Pending Receipt
82551636,RA-75239,Pending Receipt
82551637,RA-75240,Pending Receipt
82551641,RA-75241,Pending Receipt
82553545,RA-75263,Pending Receipt
