Internal ID,Transaction Number,Status
101276720,RA-110686,Pending Receipt
101306807,RA-110731,Pending Receipt
101335675,RA-110838,Pending Receipt
101429478,RA-111013,Pending Receipt
101456335,RA-111064,Pending Receipt
101510384,RA-111143,Pending Receipt
101700792,RA-111374,Pending Receipt
101736029,RA-111452,Pending Receipt
101738037,RA-111457,Pending Receipt
101767585,RA-111524,Pending Receipt
101856104,RA-111647,Pending Receipt
101888785,RA-111742,Pending Receipt
102054835,RA-112064,Pending Receipt
102102446,RA-112169,Pending Receipt
102247207,RA-112390,Pending Receipt
102260674,RA-112449,Pending Receipt
102283780,RA-112492,Pending Refund/Partially Received
102374846,RA-112641,Pending Receipt
102557968,RA-112950,Pending Refund/Partially Received
102616337,RA-113004,Pending Refund/Partially Received
102617808,RA-113007,Pending Receipt
102649749,RA-113095,Pending Receipt
102800835,RA-113385,Pending Receipt
102895781,RA-113549,Pending Receipt
102920772,RA-113595,Pending Receipt
102971074,RA-113626,Pending Receipt
102975711,RA-113646,Pending Receipt
102984334,RA-113687,Pending Receipt
103154446,RA-114198,Pending Receipt
103155495,RA-114208,Pending Refund/Partially Received
103294831,RA-114598,Pending Receipt
103294832,RA-114599,Pending Receipt
103365254,RA-114643,Pending Receipt
103391778,RA-114670,Pending Receipt
103401606,RA-114735,Pending Receipt
103436177,RA-114775,Pending Receipt
103468053,RA-114840,Pending Receipt
103500471,RA-114897,Pending Receipt
