Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Home Gyms,CAM10864 SAWGOOGC,,11/21/2014,11/17/2014,1,Catalog,Call Center Internal
Bowflex Home Gyms,CAM18438 Bowflex-Catalog,,11/21/2014,11/17/2014,1,Catalog,Call Center Internal
Bowflex Home Gyms,CAM27557 Bowflex Catalog,,11/23/2014,11/17/2014,2,Catalog,Call Center Internal
Bowflex Home Gyms,CAM46149 DCBHOMEHOL14,,11/19/2014,11/17/2014,1,Catalog,Web
Bowflex Home Gyms,CAM46149 DCBHOMEHOL14,,11/20/2014,11/17/2014,2,Catalog,Web
Bowflex Revolution,CAM46149 DCBHOMEHOL14,,11/20/2014,11/17/2014,1,Catalog,Web
Bowflex Home Gyms,CAM46149 DCBHOMEHOL14,,11/22/2014,11/17/2014,1,Catalog,Web
Bowflex Home Gyms,CAM46149 DCBHOMEHOL14,,11/23/2014,11/17/2014,2,Catalog,Web
Bowflex Home Gyms,CAM36104 SAWSF11E,,11/20/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM36104 SAWSF11E,,11/22/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM40894 DDCESAWBFX_BFX,11/20/2014,11/20/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM5676 SAWWEBBF,,11/18/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM5676 SAWWEBBF,,11/20/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM5676 SAWWEBBF,11/22/2014,11/22/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM5676 SAWWEBBF,,11/23/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM5761 BFXULT,,11/21/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM1154 DEGSAWBFG_BFX,,11/20/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Revolution,CAM1154 DEGSAWBFG_BFX,,11/20/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM127 1800BOWFLEX_BFC,,11/20/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Revolution,CAM127 1800BOWFLEX_BFC,,11/22/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM128 1800BOWFLEX_CAB,11/20/2014,11/20/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM136 1800NAUTILUS_BFX,11/20/2014,11/20/2014,11/17/2014,1,Electronic - UnSourced,Third Party Call Center - Evolve
Bowflex Home Gyms,CAM16616 DEGBFBHG,,11/19/2014,11/17/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,11/20/2014,11/17/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,11/22/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,11/23/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM23877 degd1sitest,,11/19/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM23877 degd1sitest,,11/20/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM25756 DEGSAWBFG,,11/22/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM25756 DEGSAWBFG,,11/23/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM25756 DEGSAWBFG,,11/18/2014,11/17/2014,1,Electronic - UnSourced,Third Party Call Center - Evolve
Bowflex Home Gyms,CAM28771 degg1siteg,11/18/2014,11/18/2014,11/17/2014,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,,11/18/2014,11/17/2014,9,Electronic - UnSourced,Web
Bowflex Revolution,CAM28771 degg1siteg,,11/18/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,11/19/2014,11/19/2014,11/17/2014,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,,11/19/2014,11/17/2014,7,Electronic - UnSourced,Web
Bowflex Revolution,CAM28771 degg1siteg,,11/19/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,11/20/2014,11/20/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,,11/20/2014,11/17/2014,4,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,11/21/2014,11/21/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,,11/21/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,11/22/2014,11/22/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,,11/22/2014,11/17/2014,5,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,11/23/2014,11/23/2014,11/17/2014,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28771 degg1siteg,,11/23/2014,11/17/2014,10,Electronic - UnSourced,Web
Bowflex Revolution,CAM28771 degg1siteg,,11/23/2014,11/17/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,11/18/2014,11/18/2014,11/17/2014,4,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,,11/18/2014,11/17/2014,7,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,11/19/2014,11/19/2014,11/17/2014,9,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,,11/19/2014,11/17/2014,4,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,11/20/2014,11/20/2014,11/17/2014,6,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,,11/20/2014,11/17/2014,5,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,11/21/2014,11/21/2014,11/17/2014,10,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,,11/21/2014,11/17/2014,4,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,11/22/2014,11/22/2014,11/17/2014,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM32136 deggbhg,,11/22/2014,11/17/2014,3,Electronic - UnSourced,Web
