Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Core Body Reformer,CAM27557 Bowflex Catalog,,7/27/2014,7/21/2014,1,Catalog,Call Center Internal
Core Body Reformer,CAM127 1800BOWFLEX_BFC,,7/27/2014,7/21/2014,1,Electronic - UnSourced,Call Center Internal
Core Body Reformer,CAM35660 SAWNCIM0001,,7/26/2014,7/21/2014,1,Online,Call Center Internal
Core Body Reformer,CAM44843 dcbhomesum14,,7/31/2014,7/28/2014,3,Catalog,Web
Core Body Reformer,CAM44843 dcbhomesum14,,8/1/2014,7/28/2014,1,Catalog,Web
Core Body Reformer,CAM44843 dcbhomesum14,,8/3/2014,7/28/2014,1,Catalog,Web
Core Body Reformer,CAM37626 dleylf2012a,,7/31/2014,7/28/2014,1,Electronic - Long Form,Web
Core Body Reformer,CAM127 1800BOWFLEX_BFC,,7/29/2014,7/28/2014,1,Electronic - UnSourced,Call Center Internal
Core Body Reformer,CAM23879 degt1sitetc,,7/31/2014,7/28/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM23879 degt1sitetc,,8/1/2014,7/28/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,7/31/2014,7/28/2014,2,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,8/1/2014,7/28/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,8/2/2014,7/28/2014,2,Electronic - UnSourced,Web
Core Body Reformer,CAM35897 degynlsprodpage,,8/2/2014,7/28/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM32376 dosg2csl1,,8/2/2014,7/28/2014,1,Online Search,Web
Core Body Reformer,CAM32380 dosmsncsl1,,7/31/2014,7/28/2014,1,Online Search,Web
Core Body Reformer,CAM35689 degyncr,,8/4/2014,8/4/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,8/7/2014,8/4/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,8/8/2014,8/4/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,8/13/2014,8/11/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM38110 FSPILINFCBFUREUR,8/17/2014,8/17/2014,8/11/2014,1,Long Form,Call Center Internal
Core Body Reformer,CAM30796 SAWDOSG2G,,8/15/2014,8/11/2014,1,Online Search,Call Center Internal
Core Body Reformer,CAM32307 SAWDOSG2C,,8/13/2014,8/11/2014,1,Online Search,Call Center Internal
Core Body Reformer,CAM32376 dosg2csl1,,8/17/2014,8/11/2014,1,Online Search,Web
Core Body Reformer,CAM35963 SAWDOFMSNY,,8/15/2014,8/11/2014,1,Online Shopping,Call Center Internal
Core Body Reformer,CAM44843 dcbhomesum14,,8/19/2014,8/18/2014,1,Catalog,Web
Core Body Reformer,CAM44843 dcbhomesum14,,8/24/2014,8/18/2014,1,Catalog,Web
Core Body Reformer,CAM1000 deccrodrejuv_BFC,,8/19/2014,8/18/2014,1,Electronic - Short Form,Call Center Internal
Core Body Reformer,CAM35689 degyncr,,8/19/2014,8/18/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,8/24/2014,8/18/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM32376 dosg2csl1,,8/18/2014,8/18/2014,1,Online Search,Web
Core Body Reformer,CAM37655 dosbitsl10,,8/24/2014,8/18/2014,1,Online Search,Web
Core Body Reformer,CAM33966 dofg2cfeed1,,8/21/2014,8/18/2014,1,Online Shopping,Web
Core Body Reformer,CAM35975 SAWDOFSSTYY,,8/24/2014,8/18/2014,1,Online Shopping,Call Center Internal
Core Body Reformer,CAM40822 1800COREBODY,,8/20/2014,8/18/2014,1,Un-Sourced,Call Center Internal
Core Body Reformer,CAM44843 dcbhomesum14,,8/27/2014,8/25/2014,1,Catalog,Web
Core Body Reformer,CAM44843 dcbhomesum14,,8/29/2014,8/25/2014,1,Catalog,Web
Core Body Reformer,CAM5676 SAWWEBBF,,8/27/2014,8/25/2014,1,Electronic - Short Form,Call Center Internal
Core Body Reformer,CAM127 1800BOWFLEX_BFC,,8/29/2014,8/25/2014,1,Electronic - UnSourced,Call Center Internal
Core Body Reformer,CAM35689 degyncr,,8/26/2014,8/25/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM44843 dcbhomesum14,,9/1/2014,9/1/2014,1,Catalog,Web
Core Body Reformer,CAM44843 dcbhomesum14,,9/2/2014,9/1/2014,1,Catalog,Web
Core Body Reformer,CAM44843 dcbhomesum14,,9/6/2014,9/1/2014,2,Catalog,Web
Core Body Reformer,CAM44843 dcbhomesum14,,9/7/2014,9/1/2014,1,Catalog,Web
Core Body Reformer,CAM23587 degcfootlinktc,,9/5/2014,9/1/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,9/1/2014,9/1/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,9/6/2014,9/1/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM37712 WVAHLINFCORE3EUR,,9/2/2014,9/1/2014,1,Long Form,Call Center Internal
Core Body Reformer,CAM37712 WVAHLINFCORE3EUR,,9/3/2014,9/1/2014,1,Long Form,Call Center Internal
Core Body Reformer,CAM32380 dosmsncsl1,,9/4/2014,9/1/2014,1,Online Search,Web
Core Body Reformer,CAM35963 SAWDOFMSNY,9/6/2014,9/6/2014,9/1/2014,1,Online Shopping,Call Center Internal
Core Body Reformer,CAM35964 SAWDOFMYTY,9/4/2014,9/4/2014,9/1/2014,1,Online Shopping,Call Center Internal
Core Body Reformer,CAM45804 DOVCRCKTVL1,,9/2/2014,9/1/2014,1,Online Video,Call Center Internal
Core Body Reformer,CAM44843 dcbhomesum14,,9/11/2014,9/8/2014,1,Catalog,Web
Core Body Reformer,CAM44215 SAWDSEESF14A,,9/13/2014,9/8/2014,1,Electronic - Short Form,Call Center Internal
Core Body Reformer,CAM16414 DEGBFTRC,,9/9/2014,9/8/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,9/9/2014,9/8/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,9/11/2014,9/8/2014,2,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,9/13/2014,9/8/2014,2,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,9/14/2014,9/8/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM32380 dosmsncsl1,,9/13/2014,9/8/2014,1,Online Search,Web
Core Body Reformer,CAM37440 dosg2tsl21,,9/13/2014,9/8/2014,1,Online Search,Web
Core Body Reformer,CAM33966 dofg2cfeed1,,9/8/2014,9/8/2014,1,Online Shopping,Web
Core Body Reformer,CAM40825 1800TREADCLIMBER,,9/11/2014,9/8/2014,1,Un-Sourced,Call Center Internal
Core Body Reformer,CAM16414 DEGBFTRC,,9/15/2014,9/15/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,9/20/2014,9/15/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35660 SAWNCIM0001,,9/21/2014,9/15/2014,1,Online,Call Center Internal
Core Body Reformer,CAM16940 DEGFRIENDS,,9/23/2014,9/22/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM25756 DEGSAWBFG,,9/25/2014,9/22/2014,1,Electronic - UnSourced,Call Center Internal
Core Body Reformer,CAM35689 degyncr,,9/26/2014,9/22/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM32307 SAWDOSG2C,,9/26/2014,9/22/2014,1,Online Search,Call Center Internal
Core Body Reformer,CAM35719 SAWDOSBIY,,9/22/2014,9/22/2014,1,Online Search,Call Center Internal
Core Body Reformer,CAM33966 dofg2cfeed1,,9/27/2014,9/22/2014,1,Online Shopping,Web
Core Body Reformer,CAM44843 dcbhomesum14,,10/4/2014,9/29/2014,1,Catalog,Web
Core Body Reformer,CAM44843 dcbhomesum14,,10/5/2014,9/29/2014,1,Catalog,Web
Core Body Reformer,CAM23879 degt1sitetc,,10/4/2014,9/29/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,9/29/2014,9/29/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,10/3/2014,9/29/2014,2,Electronic - UnSourced,Web
Core Body Reformer,CAM35689 degyncr,,10/4/2014,9/29/2014,1,Electronic - UnSourced,Web
Core Body Reformer,CAM32376 dosg2csl1,,10/4/2014,9/29/2014,1,Online Search,Web
Core Body Reformer,CAM32380 dosmsncsl1,,10/4/2014,9/29/2014,1,Online Search,Web
