Treadclimber,CAM41203 PCCTIS0002,,2/5/2015,2/2/2015,1,Print,Call Center Internal
Treadclimber,CAM35680 INTELEMEDIACA,2/2/2015,2/2/2015,2/2/2015,3,Short Form,Call Center Internal
Treadclimber,CAM35680 INTELEMEDIACA,,2/2/2015,2/2/2015,3,Short Form,Call Center Internal
Treadclimber,CAM35680 INTELEMEDIACA,,2/3/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM35680 INTELEMEDIACA,2/4/2015,2/4/2015,2/2/2015,2,Short Form,Call Center Internal
Treadclimber,CAM35680 INTELEMEDIACA,,2/4/2015,2/2/2015,2,Short Form,Call Center Internal
Treadclimber,CAM35680 INTELEMEDIACA,2/5/2015,2/5/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM35680 INTELEMEDIACA,,2/5/2015,2/2/2015,2,Short Form,Call Center Internal
Treadclimber,CAM35680 INTELEMEDIACA,2/8/2015,2/8/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM36026 APTNC120KSLETKST,2/5/2015,2/5/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46580 NGEOC120NYMAXKST,,2/2/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46802 YTV*C120WLKNYKST,2/7/2015,2/7/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46804 SPRKC120ALONYKST,2/4/2015,2/4/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46804 SPRKC120ALONYKST,2/7/2015,2/7/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46805 APTNC120ALONYKST,2/2/2015,2/2/2015,2/2/2015,2,Short Form,Call Center Internal
Treadclimber,CAM46805 APTNC120ALONYKST,2/3/2015,2/3/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46805 APTNC120ALONYKST,2/4/2015,2/4/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46805 APTNC120ALONYKST,2/6/2015,2/6/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46805 APTNC120ALONYKST,2/8/2015,2/8/2015,2/2/2015,2,Short Form,Call Center Internal
Treadclimber,CAM46807 DOCUC120ALONYKST,2/4/2015,2/4/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46807 DOCUC120ALONYKST,2/6/2015,2/6/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46810 MOVIC120ALONYKST,2/8/2015,2/8/2015,2/2/2015,2,Short Form,Call Center Internal
Treadclimber,CAM46815 TRETC120ALONYKST,2/3/2015,2/3/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46817 TSN*C120ALONYKST,,2/2/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46817 TSN*C120ALONYKST,2/7/2015,2/7/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46819 WEATC120ALONYKST,2/2/2015,2/2/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46824 VISNC120ALONYKST,2/6/2015,2/6/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46825 YES*C120ALONYKST,2/3/2015,2/3/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46825 YES*C120ALONYKST,2/6/2015,2/6/2015,2/2/2015,2,Short Form,Call Center Internal
Treadclimber,CAM46826 BIO*C120ALONYKST,2/4/2015,2/4/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46832 ENT*C120ALONYKST,2/8/2015,2/8/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46843 CTYTC60*WLKNYKST,2/5/2015,2/5/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46846 SLICC60*ALONYKST,2/3/2015,2/3/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46848 CTYVC60*ALONYKST,2/2/2015,2/2/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46850 CTYTC60*ALONYKST,,2/6/2015,2/2/2015,1,Short Form,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,,2/4/2015,2/2/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,2/5/2015,2/2/2015,2,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,2/6/2015,2/2/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,2/8/2015,2/2/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM41307 icaitctis0002,,2/11/2015,2/9/2015,1,Electronic - Print,Web
Treadclimber,CAM30462 SAWGETATCCA,,2/10/2015,2/9/2015,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM30971 icastsf09buytc,2/9/2015,2/9/2015,2/9/2015,32,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,2/14/2015,2/9/2015,2/9/2015,1,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,,2/9/2015,2/9/2015,4,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,2/10/2015,2/10/2015,2/9/2015,28,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,2/11/2015,2/11/2015,2/9/2015,31,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,2/18/2015,2/11/2015,2/9/2015,2,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,,2/11/2015,2/9/2015,1,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,2/12/2015,2/12/2015,2/9/2015,37,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,,2/12/2015,2/9/2015,2,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,2/13/2015,2/13/2015,2/9/2015,36,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,2/14/2015,2/14/2015,2/9/2015,51,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,2/15/2015,2/15/2015,2/9/2015,40,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,2/17/2015,2/15/2015,2/9/2015,1,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,2/27/2015,2/15/2015,2/9/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36726 SAWICASTSF12A,,2/9/2015,2/9/2015,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36732 icastsf12a,2/9/2015,2/9/2015,2/9/2015,13,Electronic - Short Form,Web
Treadclimber,CAM36732 icastsf12a,2/10/2015,2/10/2015,2/9/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36732 icastsf12a,,2/10/2015,2/9/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36732 icastsf12a,2/11/2015,2/11/2015,2/9/2015,11,Electronic - Short Form,Web
Treadclimber,CAM36732 icastsf12a,2/12/2015,2/12/2015,2/9/2015,3,Electronic - Short Form,Web
Treadclimber,CAM36732 icastsf12a,2/13/2015,2/13/2015,2/9/2015,5,Electronic - Short Form,Web
