Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Max Trainer,CAM18438 Bowflex-Catalog,,6/15/2014,6/9/2014,1,Catalog,Call Center Internal
Bowflex Max Trainer,CAM27557 Bowflex Catalog,,6/13/2014,6/9/2014,1,Catalog,Call Center Internal
Bowflex Max Trainer,CAM27557 Bowflex Catalog,,6/15/2014,6/9/2014,1,Catalog,Call Center Internal
Bowflex Max Trainer,CAM38406 SAWDPETPRINT12F,,6/15/2014,6/9/2014,1,Electronic - Print,Call Center Internal
Bowflex Max Trainer,CAM44170 dpeeprint13a,6/12/2014,6/12/2014,6/9/2014,1,Electronic - Print,Web
Bowflex Max Trainer,CAM44915 dpeeprint14a,6/12/2014,6/12/2014,6/9/2014,1,Electronic - Print,Web
Bowflex Max Trainer,CAM44915 dpeeprint14a,6/13/2014,6/13/2014,6/9/2014,1,Electronic - Print,Web
Bowflex Max Trainer,CAM1000 deccrodrejuv_BFC,,6/15/2014,6/9/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM36104 SAWSF11E,,6/13/2014,6/9/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44172 dseesf14a,6/12/2014,6/12/2014,6/9/2014,53,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,8/18/2014,6/12/2014,6/9/2014,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,9/1/2014,6/12/2014,6/9/2014,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,,6/12/2014,6/9/2014,6,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,6/13/2014,6/13/2014,6/9/2014,24,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,,6/13/2014,6/9/2014,1,Electronic - Short Form,Web
