Internal ID,Transaction Number,Status
98471867,RA-104881,Pending Receipt
98558047,RA-105022,Pending Receipt
98561419,RA-105039,Pending Receipt
98604094,RA-105150,Pending Receipt
98605450,RA-105160,Pending Receipt
98792269,RA-105459,Pending Receipt
98965090,RA-105719,Pending Receipt
99110177,RA-106130,Pending Receipt
99152167,RA-106205,Pending Refund/Partially Received
99222149,RA-106392,Pending Receipt
99254682,RA-106449,Pending Receipt
99359670,RA-106707,Pending Receipt
99428738,RA-106862,Pending Receipt
99532535,RA-107091,Pending Receipt
99682803,RA-107492,Pending Receipt
99785283,RA-107803,Pending Receipt
99919836,RA-108055,Pending Receipt
99982143,RA-108171,Pending Receipt
100058606,RA-108263,Pending Receipt
100065919,RA-108290,Pending Receipt
100085607,RA-108308,Pending Receipt
100099282,RA-108378,Pending Refund/Partially Received
100233621,RA-108614,Pending Receipt
100268498,RA-108729,Pending Receipt
100322680,RA-108829,Pending Receipt
100406509,RA-108991,Pending Receipt
100480586,RA-109143,Pending Refund/Partially Received
100485392,RA-109157,Pending Receipt
100488610,RA-109169,Pending Receipt
100535692,RA-109260,Pending Receipt
100584371,RA-109320,Pending Receipt
100595220,RA-109344,Pending Receipt
100661111,RA-109508,Pending Receipt
