Internal ID,Transaction Number,Status
111931465,RA-137093,Pending Receipt
112129471,RA-137344,Pending Receipt
112155930,RA-137367,Pending Receipt
112303184,RA-137591,Pending Receipt
112520035,RA-138027,Pending Receipt
112724101,RA-138474,Pending Receipt
112749391,RA-138544,Pending Receipt
112749392,RA-138545,Pending Receipt
113050110,RA-139026,Pending Receipt
113060861,RA-139078,Pending Refund/Partially Received
113087027,RA-139128,Pending Receipt
113522841,RA-139840,Pending Refund/Partially Received
113599446,RA-139999,Pending Receipt
113689099,RA-140068,Pending Receipt
113731807,RA-140183,Pending Receipt
113800828,RA-140324,Pending Receipt
113812978,RA-140350,Pending Receipt
113847923,RA-140435,Pending Receipt
113921923,RA-140492,Pending Receipt
