Internal ID,Transaction Number,Status
112520035,RA-138027,Pending Receipt
112724101,RA-138474,Pending Receipt
112749391,RA-138544,Pending Receipt
112749392,RA-138545,Pending Receipt
113050110,RA-139026,Pending Receipt
113087027,RA-139128,Pending Receipt
113599446,RA-139999,Pending Receipt
113812978,RA-140350,Pending Receipt
113847923,RA-140435,Pending Receipt
113955765,RA-140543,Pending Receipt
114048586,RA-140651,Pending Refund/Partially Received
114169956,RA-140726,Pending Receipt
114213352,RA-140812,Pending Receipt
114307093,RA-141010,Pending Receipt
114309244,RA-141015,Pending Receipt
114343516,RA-141113,Pending Receipt
114347003,RA-141128,Pending Refund/Partially Received
114350399,RA-141151,Pending Receipt
114421685,RA-141234,Pending Refund/Partially Received
114423023,RA-141237,Pending Receipt
114506867,RA-141483,Pending Receipt
114531436,RA-141522,Pending Receipt
114539300,RA-141562,Pending Refund/Partially Received
114657361,RA-141775,Pending Receipt
114717307,RA-141940,Pending Receipt
114763269,RA-142116,Pending Receipt
114789976,RA-142219,Pending Receipt
114789981,RA-142221,Pending Receipt
114789985,RA-142222,Pending Receipt
114789992,RA-142223,Pending Receipt
