Internal ID,Transaction Number,Status
106059459,RA-120883,Pending Receipt
106061512,RA-120888,Pending Receipt
106069619,RA-120923,Pending Receipt
106205219,RA-121497,Pending Receipt
106273430,RA-121650,Pending Receipt
106273537,RA-121652,Pending Receipt
106345841,RA-121954,Pending Receipt
106545218,RA-122692,Pending Receipt
106779471,RA-123602,Pending Refund/Partially Received
106815065,RA-123738,Pending Receipt
106945959,RA-124118,Pending Receipt
107008930,RA-124327,Pending Receipt
107062163,RA-124522,Pending Receipt
107196286,RA-124823,Pending Receipt
107201034,RA-124858,Pending Receipt
107202000,RA-124876,Pending Receipt
107243203,RA-125091,Pending Receipt
107280068,RA-125236,Pending Receipt
107561961,RA-126288,Pending Receipt
107591891,RA-126482,Pending Receipt
107637169,RA-126693,Pending Receipt
107642102,RA-126728,Pending Receipt
107721467,RA-126966,Pending Receipt
107722943,RA-126971,Pending Receipt
107795821,RA-127100,Pending Receipt
107797331,RA-127107,Pending Receipt
107834636,RA-127260,Pending Refund/Partially Received
107838897,RA-127326,Pending Receipt
107949287,RA-127740,Pending Receipt
108024714,RA-127839,Pending Receipt
108046129,RA-127873,Pending Receipt
108145256,RA-128315,Pending Receipt
108293537,RA-128924,Pending Receipt
108347204,RA-129073,Pending Receipt
108412101,RA-129188,Pending Receipt
108413329,RA-129196,Pending Receipt
108413967,RA-129201,Pending Receipt
108439761,RA-129287,Pending Receipt
108439871,RA-129288,Pending Receipt
108441214,RA-129300,Pending Receipt
108506247,RA-129490,Pending Receipt
108609916,RA-129707,Pending Receipt
108614637,RA-129725,Pending Receipt
108671560,RA-129836,Pending Refund/Partially Received
108746251,RA-129983,Pending Receipt
108750477,RA-129998,Pending Receipt
