Internal ID,Transaction Number,Status
95652833,RA-97789,Pending Receipt
95728365,RA-97912,Pending Receipt
95731304,RA-97922,Pending Receipt
95731507,RA-97923,Pending Receipt
95788870,RA-98103,Pending Receipt
95894261,RA-98290,Pending Receipt
95900221,RA-98332,Pending Receipt
95976465,RA-98579,Pending Receipt
96035915,RA-98927,Pending Receipt
96083114,RA-99093,Pending Receipt
96231678,RA-99411,Partially Received
96434039,RA-99877,Pending Receipt
96518502,RA-100083,Pending Receipt
96739346,RA-100390,Pending Receipt
96745759,RA-100443,Pending Receipt
96786049,RA-100551,Pending Receipt
96836853,RA-100753,Pending Receipt
96870797,RA-100850,Pending Receipt
97011669,RA-101387,Pending Receipt
97051899,RA-101511,Pending Receipt
97081456,RA-101567,Pending Receipt
97081457,RA-101568,Pending Receipt
97217266,RA-101850,Pending Receipt
97224677,RA-101871,Pending Refund/Partially Received
97263263,RA-102049,Pending Receipt
97302218,RA-102182,Pending Receipt
97302226,RA-102183,Pending Receipt
97310074,RA-102254,Pending Refund/Partially Received
97330062,RA-102261,Pending Receipt
97374648,RA-102367,Pending Receipt
97381981,RA-102411,Pending Receipt
97469065,RA-102543,Pending Refund/Partially Received
97607122,RA-102873,Pending Receipt
97738599,RA-103082,Pending Receipt
97789227,RA-103269,Pending Refund/Partially Received
97792686,RA-103288,Pending Receipt
97823373,RA-103329,Pending Receipt
97935878,RA-103595,Pending Receipt
97938590,RA-103607,Pending Receipt
98016377,RA-103777,Pending Receipt
98039551,RA-103813,Pending Receipt
98042965,RA-103834,Pending Receipt
98080825,RA-103935,Pending Receipt
98083298,RA-103958,Pending Receipt
98086377,RA-103973,Pending Receipt
98172970,RA-104112,Pending Receipt
98176968,RA-104144,Pending Receipt
98182303,RA-104169,Pending Receipt
98218710,RA-104284,Pending Receipt
98331524,RA-104571,Pending Receipt
98369219,RA-104694,Pending Receipt
98400384,RA-104708,Pending Receipt
98417217,RA-104763,Pending Receipt
98418172,RA-104768,Pending Receipt
98418598,RA-104769,Pending Receipt
98418612,RA-104771,Pending Receipt
98471867,RA-104881,Pending Receipt
98558047,RA-105022,Pending Receipt
98561419,RA-105039,Pending Receipt
98604094,RA-105150,Pending Receipt
98605450,RA-105160,Pending Receipt
98695595,RA-105248,Pending Receipt
98735591,RA-105316,Pending Receipt
98784276,RA-105432,Pending Receipt
98790090,RA-105450,Pending Receipt
98792269,RA-105459,Pending Receipt
98792627,RA-105462,Pending Receipt
98824504,RA-105508,Pending Receipt
98834992,RA-105553,Pending Receipt
