Internal ID,Transaction Number,Status
103154446,RA-114198,Pending Receipt
103155495,RA-114208,Pending Refund/Partially Received
103294831,RA-114598,Pending Receipt
103294832,RA-114599,Pending Receipt
103834440,RA-115555,Pending Receipt
103927870,RA-115883,Pending Receipt
103978578,RA-116017,Pending Receipt
104242562,RA-116623,Pending Receipt
104277693,RA-116682,Pending Receipt
104667517,RA-117351,Pending Receipt
104775306,RA-117611,Pending Receipt
104877502,RA-117767,Pending Receipt
104947445,RA-117956,Pending Receipt
104949311,RA-117973,Pending Receipt
104951962,RA-118000,Pending Receipt
104955348,RA-118033,Pending Receipt
104961896,RA-118091,Pending Receipt
105002095,RA-118215,Pending Receipt
105117235,RA-118387,Pending Receipt
105125088,RA-118414,Pending Receipt
105155754,RA-118525,Pending Refund/Partially Received
105208136,RA-118758,Pending Receipt
105282500,RA-118958,Pending Receipt
105366885,RA-119055,Pending Receipt
105410397,RA-119212,Pending Receipt
105418549,RA-119260,Pending Receipt
105454537,RA-119376,Pending Receipt
105486540,RA-119487,Pending Receipt
105603320,RA-119718,Pending Receipt
105668344,RA-119867,Pending Receipt
105678503,RA-119924,Pending Receipt
105681168,RA-119931,Pending Receipt
105754096,RA-120121,Pending Refund/Partially Received
105829526,RA-120278,Pending Receipt
105843964,RA-120390,Pending Receipt
105870999,RA-120469,Pending Receipt
105879732,RA-120517,Pending Receipt
105889351,RA-120551,Pending Receipt
105906643,RA-120565,Pending Receipt
105907508,RA-120570,Pending Receipt
105948952,RA-120700,Pending Receipt
105984076,RA-120800,Pending Receipt
105984288,RA-120802,Pending Receipt
105987054,RA-120813,Pending Receipt
105996953,RA-120864,Pending Receipt
106059459,RA-120883,Pending Receipt
106061512,RA-120888,Pending Receipt
106062915,RA-120902,Pending Receipt
106064888,RA-120911,Pending Receipt
106069619,RA-120923,Pending Receipt
106102305,RA-121007,Pending Receipt
106184403,RA-121420,Pending Receipt
106202765,RA-121468,Pending Receipt
