Internal ID,Transaction Number,Status
121605329,RA-156351,Pending Receipt
121722878,RA-156568,Pending Receipt
121813628,RA-156748,Pending Receipt
121980563,RA-157030,Pending Receipt
122014551,RA-157096,Pending Receipt
122118365,RA-157307,Pending Receipt
122136242,RA-157343,Pending Receipt
122283143,RA-157675,Pending Refund/Partially Received
122478381,RA-157939,Pending Receipt
122625608,RA-158102,Pending Receipt
122647972,RA-158129,Pending Receipt
122658199,RA-158159,Pending Receipt
122698644,RA-158181,Pending Receipt
122842482,RA-158359,Pending Receipt
