Internal ID,Transaction Number,Status
109522191,RA-131814,Pending Receipt
110023917,RA-132838,Pending Receipt
110135693,RA-133159,Pending Receipt
110578755,RA-134047,Pending Receipt
110660631,RA-134169,Pending Receipt
111210049,RA-135249,Pending Refund/Partially Received
111213948,RA-135258,Pending Receipt
111214578,RA-135260,Pending Refund/Partially Received
111391753,RA-135495,Pending Receipt
111419149,RA-135522,Pending Receipt
111421426,RA-135523,Pending Receipt
111625580,RA-136273,Pending Receipt
111628572,RA-136280,Pending Receipt
