Internal ID,Transaction Number,Status
85319625,RA-80823,Pending Receipt
87329159,RA-83485,Pending Receipt
87759208,RA-84108,Pending Receipt
88352355,RA-84869,Pending Receipt
88747303,RA-85569,Pending Receipt
88945083,RA-85864,Pending Receipt
89249640,RA-86521,Pending Receipt
89476433,RA-86898,Pending Receipt
89478178,RA-86901,Pending Receipt
89790901,RA-88339,Pending Receipt
89918675,RA-88759,Pending Receipt
90109875,RA-89018,Pending Receipt
90268466,RA-89213,Pending Receipt
90506384,RA-89363,Pending Receipt
90526122,RA-89418,Pending Receipt
91476322,RA-89922,Pending Receipt
91498437,RA-89949,Pending Receipt
91522029,RA-89973,Pending Receipt
91531023,RA-89983,Pending Refund/Partially Received
91659221,RA-90067,Pending Receipt
91671355,RA-90098,Pending Receipt
91676070,RA-90112,Pending Receipt
91792740,RA-90236,Pending Receipt
91923302,RA-90282,Pending Receipt
91929059,RA-90296,Pending Receipt
91930433,RA-90300,Pending Receipt
92078047,RA-90573,Pending Refund/Partially Received
92079884,RA-90584,Pending Receipt
92201078,RA-90752,Pending Receipt
