Internal ID,Transaction Number,Status
85319625,RA-80823,Pending Receipt
86513049,RA-82482,Pending Receipt
87329159,RA-83485,Pending Receipt
87722293,RA-84057,Partially Received
87759208,RA-84108,Pending Receipt
88352355,RA-84869,Pending Receipt
88747303,RA-85569,Pending Receipt
88945083,RA-85864,Pending Receipt
89249640,RA-86521,Pending Receipt
89476433,RA-86898,Pending Receipt
89478178,RA-86901,Pending Receipt
89790901,RA-88339,Pending Receipt
89848013,RA-88643,Pending Receipt
89850649,RA-88652,Pending Receipt
89918675,RA-88759,Pending Receipt
90109875,RA-89018,Pending Receipt
90196873,RA-89111,Pending Receipt
90284121,RA-89220,Pending Receipt
90284623,RA-89222,Pending Receipt
