Internal ID,Transaction Number,Status
85319625,RA-80823,Pending Receipt
85499648,RA-81066,Pending Receipt
85568064,RA-81213,Pending Receipt
85696157,RA-81305,Pending Receipt
86168524,RA-81863,Pending Receipt
86513049,RA-82482,Pending Receipt
87329159,RA-83485,Pending Receipt
87381554,RA-83592,Pending Receipt
87383161,RA-83599,Partially Received
87722293,RA-84057,Partially Received
87759208,RA-84108,Pending Receipt
87916089,RA-84264,Pending Receipt
88091515,RA-84503,Pending Refund/Partially Received
88348427,RA-84850,Pending Receipt
88352355,RA-84869,Pending Receipt
88436739,RA-85014,Pending Receipt
88623728,RA-85306,Pending Receipt
88696520,RA-85475,Pending Receipt
88745056,RA-85552,Pending Receipt
88747303,RA-85569,Pending Receipt
88750456,RA-85579,Pending Receipt
