Internal ID,Transaction Number,Status
103834440,RA-115555,Pending Receipt
103927870,RA-115883,Pending Receipt
103978578,RA-116017,Pending Receipt
104242562,RA-116623,Pending Receipt
104277693,RA-116682,Pending Receipt
104667517,RA-117351,Pending Receipt
104877502,RA-117767,Pending Receipt
104947445,RA-117956,Pending Receipt
104949311,RA-117973,Pending Receipt
104951962,RA-118000,Pending Receipt
104955348,RA-118033,Pending Receipt
104961896,RA-118091,Pending Receipt
105002095,RA-118215,Pending Receipt
105117235,RA-118387,Pending Receipt
105125088,RA-118414,Pending Receipt
105155754,RA-118525,Pending Refund/Partially Received
105208136,RA-118758,Pending Receipt
105282500,RA-118958,Pending Receipt
105366885,RA-119055,Pending Receipt
105410397,RA-119212,Pending Receipt
105418549,RA-119260,Pending Receipt
105454537,RA-119376,Pending Receipt
105486540,RA-119487,Pending Receipt
105603320,RA-119718,Pending Receipt
105678503,RA-119924,Pending Receipt
105681168,RA-119931,Pending Receipt
105829526,RA-120278,Pending Receipt
105879732,RA-120517,Pending Receipt
105889351,RA-120551,Pending Receipt
105906643,RA-120565,Pending Receipt
105907508,RA-120570,Pending Receipt
105948952,RA-120700,Pending Receipt
105984076,RA-120800,Pending Receipt
105984288,RA-120802,Pending Receipt
105987054,RA-120813,Pending Receipt
105996953,RA-120864,Pending Receipt
106059459,RA-120883,Pending Receipt
106061512,RA-120888,Pending Receipt
106062915,RA-120902,Pending Receipt
106064888,RA-120911,Pending Receipt
106069619,RA-120923,Pending Receipt
106102305,RA-121007,Pending Receipt
106184403,RA-121420,Pending Receipt
106202765,RA-121468,Pending Receipt
106204966,RA-121492,Partially Received
106205219,RA-121497,Pending Receipt
106210210,RA-121530,Pending Receipt
106273430,RA-121650,Pending Receipt
106273537,RA-121652,Pending Receipt
106304832,RA-121792,Pending Receipt
106308000,RA-121804,Pending Receipt
106310952,RA-121819,Pending Receipt
106311280,RA-121826,Pending Receipt
106322049,RA-121906,Pending Receipt
106336505,RA-121907,Pending Receipt
106337682,RA-121914,Pending Receipt
106342702,RA-121931,Pending Receipt
106345841,RA-121954,Pending Receipt
106371428,RA-122069,Pending Receipt
106371437,RA-122071,Pending Receipt
106371441,RA-122073,Pending Receipt
106371453,RA-122075,Pending Receipt
106513227,RA-122577,Pending Receipt
106545218,RA-122692,Pending Receipt
106552752,RA-122710,Pending Receipt
106552756,RA-122711,Pending Receipt
106552758,RA-122712,Pending Receipt
106552969,RA-122713,Pending Receipt
106553175,RA-122715,Pending Receipt
106553289,RA-122716,Pending Receipt
106553798,RA-122718,Pending Receipt
106554204,RA-122720,Pending Receipt
106571982,RA-122834,Pending Receipt
106597028,RA-122891,Pending Receipt
106607095,RA-122992,Pending Receipt
106607308,RA-122998,Pending Refund/Partially Received
106624722,RA-123026,Pending Receipt
106637067,RA-123125,Pending Receipt
106700859,RA-123200,Pending Receipt
106738647,RA-123427,Pending Receipt
106738651,RA-123428,Pending Receipt
106739179,RA-123432,Pending Receipt
106739794,RA-123438,Pending Receipt
