Internal ID,Transaction Number,Status
113955765,RA-140543,Pending Receipt
114213352,RA-140812,Pending Receipt
114309244,RA-141015,Pending Receipt
114423023,RA-141237,Pending Receipt
114958711,RA-142556,Pending Receipt
114992443,RA-142725,Pending Receipt
115183674,RA-143053,Pending Receipt
115332663,RA-143319,Pending Receipt
115376838,RA-143397,Pending Receipt
115387263,RA-143416,Pending Receipt
115547877,RA-143601,Pending Receipt
115602062,RA-143759,Pending Receipt
115665688,RA-144094,Pending Receipt
115846212,RA-144453,Pending Receipt
115915096,RA-144723,Pending Receipt
115919104,RA-144740,Pending Receipt
116166451,RA-145399,Pending Receipt
116292067,RA-145844,Pending Refund/Partially Received
116294150,RA-145884,Pending Receipt
116363796,RA-146120,Pending Receipt
116378861,RA-146179,Pending Receipt
116486181,RA-146504,Pending Receipt
116512430,RA-146593,Pending Receipt
116541482,RA-146687,Pending Receipt
116550544,RA-146753,Pending Receipt
116576603,RA-146821,Pending Receipt
116588191,RA-146885,Pending Receipt
116615249,RA-146937,Pending Receipt
116621635,RA-146965,Pending Receipt
116681646,RA-147049,Pending Receipt
116756861,RA-147247,Pending Receipt
116788806,RA-147369,Pending Receipt
116789008,RA-147370,Pending Receipt
116789115,RA-147372,Pending Receipt
