Internal ID,Transaction Number,Status
98965090,RA-105719,Pending Receipt
99110177,RA-106130,Pending Receipt
99152167,RA-106205,Pending Refund/Partially Received
99222149,RA-106392,Pending Receipt
99254682,RA-106449,Pending Receipt
99359670,RA-106707,Pending Receipt
99428738,RA-106862,Pending Receipt
99532535,RA-107091,Pending Receipt
99682803,RA-107492,Pending Receipt
99785283,RA-107803,Pending Receipt
99919836,RA-108055,Pending Receipt
100058606,RA-108263,Pending Receipt
100065919,RA-108290,Pending Receipt
100099282,RA-108378,Pending Refund/Partially Received
100233621,RA-108614,Pending Receipt
100322680,RA-108829,Pending Receipt
100406509,RA-108991,Pending Receipt
100488610,RA-109169,Pending Receipt
100584371,RA-109320,Pending Receipt
100601048,RA-109387,Pending Receipt
100623049,RA-109415,Pending Receipt
100629996,RA-109435,Pending Receipt
100661111,RA-109508,Pending Receipt
100679579,RA-109529,Pending Receipt
100741850,RA-109619,Pending Receipt
100810319,RA-109832,Pending Receipt
100833952,RA-109865,Pending Receipt
100917563,RA-109971,Pending Refund/Partially Received
100921775,RA-109989,Pending Refund/Partially Received
100974674,RA-110099,Pending Receipt
101029441,RA-110205,Pending Receipt
101087445,RA-110292,Pending Receipt
101194785,RA-110487,Pending Receipt
101194790,RA-110488,Pending Receipt
101194910,RA-110490,Pending Receipt
101194917,RA-110492,Pending Receipt
