Internal ID,Transaction Number,Status
108932765,RA-130404,Pending Receipt
109053701,RA-130741,Pending Receipt
109249821,RA-131170,Pending Receipt
109298702,RA-131311,Partially Received
109440860,RA-131630,Pending Receipt
109444123,RA-131651,Pending Receipt
109463371,RA-131694,Pending Receipt
109522191,RA-131814,Pending Receipt
110023917,RA-132838,Pending Receipt
110135693,RA-133159,Pending Receipt
110258401,RA-133381,Pending Receipt
110281833,RA-133442,Pending Receipt
110458699,RA-133771,Pending Receipt
110499449,RA-133821,Pending Receipt
110552049,RA-134018,Pending Receipt
110578755,RA-134047,Pending Receipt
110586973,RA-134062,Pending Receipt
110652743,RA-134130,Pending Receipt
110660631,RA-134169,Pending Receipt
110679309,RA-134238,Pending Receipt
110680383,RA-134256,Pending Receipt
