Internal ID,Transaction Number,Status
120170502,RA-154297,Pending Receipt
120395679,RA-154564,Pending Receipt
120704824,RA-155040,Pending Refund/Partially Received
121025267,RA-155514,Pending Receipt
121025269,RA-155515,Pending Refund/Partially Received
121025274,RA-155516,Pending Receipt
121365747,RA-156027,Pending Receipt
121367707,RA-156033,Pending Receipt
121375538,RA-156051,Pending Receipt
121473379,RA-156173,Pending Receipt
121473490,RA-156174,Pending Receipt
121534777,RA-156213,Pending Receipt
121569735,RA-156286,Pending Receipt
121583803,RA-156297,Pending Receipt
