Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Home Gyms,Electronic - UnSourced,CAM25756 DEGSAWBFG,Call Center Internal,6/30/2014,7/1/2014,1,999.00
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,6/30/2014,7/1/2014,4,4038.00
Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,6/30/2014,7/1/2014,1,923.99
Bowflex Home Gyms,Electronic - Short Form,CAM5676 SAWWEBBF,Call Center Internal,6/30/2014,7/2/2014,4,1947.90
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Call Center Internal,6/30/2014,7/2/2014,1,1599.00
Bowflex Home Gyms,Electronic - UnSourced,CAM32136 deggbhg,Web,6/30/2014,7/2/2014,1,1499.00
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,6/30/2014,7/2/2014,3,5098.00
Bowflex Home Gyms,Electronic - Short Form,CAM5676 SAWWEBBF,Call Center Internal,6/30/2014,7/3/2014,1,1999.00
Bowflex Home Gyms,Electronic - UnSourced,CAM1154 DEGSAWBFG_BFX,Call Center Internal,6/30/2014,7/3/2014,1,1499.00
Bowflex Home Gyms,Electronic - UnSourced,CAM32136 deggbhg,Web,6/30/2014,7/3/2014,2,2048.00
Bowflex Home Gyms,Online Search,CAM37434 dosg2gsl29,Web,6/30/2014,7/3/2014,1,1499.00
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,6/30/2014,7/3/2014,1,999.00
Bowflex Revolution,Electronic - UnSourced,CAM130 1800BOWFLEX_BTQ,Call Center Internal,6/30/2014,7/4/2014,1,2899.00
Bowflex Home Gyms,Electronic - UnSourced,CAM28771 degg1siteg,Web,6/30/2014,7/4/2014,3,1598.90
Bowflex Home Gyms,Online Search,CAM31080 dosg2ggl1bf,Web,6/30/2014,7/4/2014,1,1768.99
Bowflex Home Gyms,Online Shopping,CAM32062 dofg2gfeed1,Web,6/30/2014,7/4/2014,1,1768.99
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,6/30/2014,7/4/2014,3,3618.00
Bowflex Home Gyms,Electronic - UnSourced,CAM25756 DEGSAWBFG,Call Center Internal,6/30/2014,7/5/2014,2,3448.00
Bowflex Home Gyms,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,6/30/2014,7/5/2014,2,2958.94
Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,6/30/2014,7/5/2014,8,9155.00
