Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,4/13/2015,4/16/2015,11,553.90
Bowflex Body,Electronic - UnSourced,CAM46370 DEGZ1SITEBD,Web,4/13/2015,4/16/2015,1,24.95
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,4/13/2015,4/16/2015,5,245.02
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Call Center Internal,4/13/2015,4/17/2015,1,29.90
Bowflex Body,Online Search,CAM46305 DOSG2ZSL1,Web,4/13/2015,4/17/2015,1,24.95
Bowflex Body,Online Search,CAM46372 DOSBIZGL1BD,Web,4/13/2015,4/17/2015,3,159.85
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,4/13/2015,4/18/2015,3,89.70
Bowflex Body,Online Search,CAM46372 DOSBIZGL1BD,Web,4/13/2015,4/18/2015,4,209.59
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,4/13/2015,4/19/2015,3,179.70
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,4/20/2015,4/20/2015,1,29.89
Bowflex Body,Electronic - UnSourced,CAM46370 DEGZ1SITEBD,Web,4/20/2015,4/20/2015,1,29.90
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Call Center Internal,4/20/2015,4/21/2015,6,270.17
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,4/20/2015,4/21/2015,5,244.50
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,4/20/2015,4/22/2015,1,29.90
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,4/20/2015,4/22/2015,5,244.49
Bowflex Body,Electronic - UnSourced,CAM46370 DEGZ1SITEBD,Web,4/20/2015,4/23/2015,2,129.90
Bowflex Body,Online Search,CAM46372 DOSBIZGL1BD,Web,4/20/2015,4/23/2015,2,64.80
Bowflex Body,Online Display,CAM47246 DODCTOZDL1,Web,4/20/2015,4/23/2015,1,29.90
