41811238,Bowflex Brand,Treadclimber,Online Search,CAM31081 dosg2gl1,Web,2/6/2017,2/6/2017,1,1499.00
41811238,Bowflex Brand,Treadclimber,Online Search,CAM31081 dosg2gl1,Web,2/6/2017,2/6/2017,0,.00
41811238,Bowflex Brand,Treadclimber,Online Search,CAM31081 dosg2gl1,Web,2/6/2017,2/6/2017,0,249.00
41811745,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,2/6/2017,2/6/2017,1,1899.00
41811745,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,2/6/2017,2/6/2017,0,.00
41811751,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,Web,2/6/2017,2/6/2017,1,999.00
41811751,Bowflex Brand,Treadclimber,Online Search,CAM39441 dosbigl1,Web,2/6/2017,2/6/2017,0,.00
41811856,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,2/6/2017,2/6/2017,1,1399.00
41811856,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,2/6/2017,2/6/2017,0,119.00
41811856,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,2/6/2017,2/6/2017,0,.00
41811888,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Call Center Internal,2/6/2017,2/6/2017,1,360.78
41811888,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Call Center Internal,2/6/2017,2/6/2017,0,143.88
41811888,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Call Center Internal,2/6/2017,2/6/2017,0,107.73
41811901,Bowflex Max Trainer,Treadclimber,Online Search,CAM45730 DOSG2ESL7,Web,2/6/2017,2/6/2017,0,18.98
41811902,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,2/6/2017,2/6/2017,1,1399.00
41811902,Bowflex Brand,Treadclimber,Online Search,CAM31081 dosg2gl1,Web,2/6/2017,2/6/2017,0,.00
41811903,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,2/6/2017,2/6/2017,1,999.00
41811903,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,2/6/2017,2/6/2017,0,69.00
41811903,Bowflex Brand,Treadclimber,Online Search,CAM31081 dosg2gl1,Web,2/6/2017,2/6/2017,0,.00
41811903,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,2/6/2017,2/6/2017,0,159.00
41812003,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,2/6/2017,2/6/2017,1,999.00
41812003,Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44887 dofg2efeed1,Web,2/6/2017,2/6/2017,0,.00
41812003,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,2/6/2017,2/6/2017,0,159.00
41812108,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,2/6/2017,2/6/2017,1,1399.00
41812108,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,2/6/2017,2/6/2017,0,119.00
41812108,Bowflex Max Trainer,Treadclimber,Online Search,CAM45730 DOSG2ESL7,Web,2/6/2017,2/6/2017,0,.00
41812110,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,2/6/2017,2/6/2017,1,1399.00
41812110,Bowflex Brand,Treadclimber,Online Search,CAM31081 dosg2gl1,Web,2/6/2017,2/6/2017,0,.00
41812210,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,2/6/2017,2/6/2017,1,1399.00
41812210,Bowflex Max Trainer,Treadclimber,Online Search,CAM47150 DOSG2ESL9,Web,2/6/2017,2/6/2017,0,.00
